UCL_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL114024,15,30,10,8,13,0,0,73,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,29,50,19,13,29,0,0,145,0,0,7,5,3,0,0,14,4,11,4,3,3,0,0,21,9,13,7,3,8,0,0,35,35,56,28,17,36,0,0,177,78,61,19,6,5,0,0,174,0,3,7,0,0,0,0,7,118,120,51,23,41,4,0,365
UCL114025,23,40,38,24,17,4,0,144,0,0,0,0,3,0,0,6,0,4,0,0,0,0,0,5,45,64,54,40,63,12,0,276,5,11,8,3,5,0,0,28,11,17,11,6,0,0,0,43,17,27,20,8,5,0,0,71,58,90,68,52,65,14,0,352,106,93,37,18,32,0,0,291,0,0,0,0,0,0,0,3,166,187,104,72,103,15,0,644
UCL114026,17,37,32,15,15,5,0,115,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,26,50,59,30,35,8,3,211,0,3,3,3,5,3,0,19,0,3,6,0,4,0,0,18,3,3,11,3,11,3,0,34,22,55,68,33,46,8,7,244,38,34,23,9,11,4,0,118,0,0,0,0,0,0,0,0,63,92,88,45,55,13,6,362
UCL114027,9,19,25,3,5,0,0,63,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,26,42,15,17,3,0,112,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,11,5,8,4,0,3,0,0,21,21,30,45,15,17,3,0,129,9,18,3,6,3,4,0,47,0,0,0,3,0,0,0,3,29,52,48,24,24,4,0,185
UCL114028,3,13,17,11,13,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,11,30,25,16,23,4,0,112,0,3,3,0,3,0,0,10,3,4,8,3,4,0,0,14,3,3,10,3,8,0,0,26,16,33,36,21,29,4,0,137,41,25,6,8,6,0,0,95,0,0,0,0,0,0,0,0,55,62,42,30,32,3,0,226
UCL114029,14,30,14,7,16,7,0,86,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,45,26,27,41,4,0,156,0,0,0,0,0,0,0,3,5,11,0,3,3,0,0,25,8,14,0,3,3,0,0,30,23,57,27,28,41,4,0,182,29,30,19,5,10,0,0,100,0,0,0,0,0,0,0,0,53,90,51,33,51,4,0,289
UCL114030,12,23,17,14,16,0,0,88,0,11,0,0,0,0,0,11,0,3,0,0,0,0,0,9,15,49,39,27,40,9,0,172,0,3,4,6,3,0,0,11,0,3,0,0,3,0,0,8,0,4,3,6,4,0,0,21,19,53,48,32,39,4,0,196,47,40,22,8,9,0,0,133,3,0,0,0,0,0,0,8,63,96,71,40,52,7,0,337
UCL114031,19,42,24,16,19,3,0,126,9,0,3,0,0,0,0,13,0,0,0,0,0,0,0,5,30,62,41,37,46,3,0,224,3,6,6,3,4,0,0,26,0,13,11,3,4,0,0,28,3,23,13,3,6,0,0,49,34,82,57,39,51,10,0,278,86,78,32,29,21,3,0,250,0,0,0,0,0,0,0,6,121,164,93,65,79,7,5,536
UCL114032,14,26,9,9,11,3,3,68,0,6,0,0,3,0,0,10,0,0,0,0,0,0,0,0,17,35,23,20,31,9,3,135,0,6,8,0,0,0,0,18,3,13,4,0,0,0,0,25,0,26,10,0,0,0,0,37,21,61,32,20,34,9,3,176,17,24,14,8,13,0,0,82,0,0,0,0,0,0,0,7,38,91,48,30,44,10,3,259
UCL114033,8,12,4,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,9,9,8,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,9,9,8,3,0,48,8,3,5,0,0,0,0,18,0,0,0,0,0,0,0,0,14,20,8,10,6,3,0,65
UCL114034,17,22,12,11,17,3,0,84,5,0,0,0,0,0,0,9,0,3,3,0,0,0,0,6,28,41,37,31,36,6,4,169,0,4,0,0,0,0,0,3,3,0,0,0,3,0,0,8,6,3,0,0,3,0,0,10,29,44,37,29,36,6,4,185,19,25,13,8,12,0,0,76,3,0,0,0,0,0,0,3,56,69,45,35,45,6,4,260
UCL114035,27,56,40,33,36,4,0,183,4,3,4,3,0,0,0,10,0,0,0,0,0,0,0,0,33,71,59,54,67,5,0,297,0,12,6,5,10,0,0,36,3,10,3,0,3,0,0,15,4,22,11,5,14,0,0,53,43,95,72,58,76,8,0,357,86,73,24,12,16,0,0,228,3,8,3,0,0,0,0,15,131,178,101,76,95,14,0,596
UCL115001,3,13,5,7,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,5,7,12,3,0,49,0,0,0,3,0,0,0,10,0,3,0,0,0,0,0,4,0,3,0,3,0,0,0,16,3,16,7,12,17,3,0,56,10,12,4,0,5,0,0,33,0,0,0,0,0,0,0,0,19,28,14,16,19,3,0,92
UCL115002,3,9,3,0,3,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,3,7,12,0,3,53,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,3,11,20,3,7,12,0,3,62,11,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,23,21,4,7,13,0,3,73
UCL115003,0,3,5,5,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,9,15,7,9,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,5,4,19,15,7,9,0,0,54,8,8,3,0,3,0,0,30,0,0,0,0,0,0,0,0,12,28,14,11,12,0,0,85
UCL115004,0,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,5,3,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,4,3,0,0,5,0,8,12,10,5,0,0,35,8,12,3,0,0,0,0,20,0,0,0,0,0,0,0,0,12,15,11,8,4,0,0,52
UCL115005,0,9,9,6,11,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,12,14,13,3,0,62,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,3,3,0,0,0,0,4,0,24,18,14,13,3,0,68,5,5,3,0,3,0,0,17,0,0,0,0,0,0,0,0,5,26,18,9,16,3,0,82
UCL115006,10,18,8,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,24,15,9,15,0,0,88,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,6,3,0,3,0,0,13,17,29,19,16,20,3,0,95,21,20,8,3,3,0,0,58,0,0,0,0,0,0,0,0,35,52,28,18,22,5,0,155
UCL115007,0,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,17,3,8,6,0,0,0,0,19,0,0,0,0,0,0,0,0,7,15,12,3,3,0,0,41
UCL115008,3,7,0,4,5,0,0,17,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,9,6,13,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,9,6,13,0,0,38,4,8,0,0,3,0,0,22,0,0,0,0,0,0,0,0,18,21,12,6,11,0,0,59
UCL115009,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,4,4,0,0,26,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,9,9,4,4,0,0,32,6,5,4,5,4,0,0,21,0,0,0,0,0,0,0,0,11,17,12,4,9,0,0,47
UCL115010,5,9,0,4,7,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,4,3,6,0,0,40,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,15,16,4,12,6,0,0,51,19,11,5,0,6,0,0,41,0,0,0,0,0,0,0,0,28,28,8,11,10,0,0,86
UCL115011,3,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,0,4,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,0,4,3,0,30,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,5,15,10,3,4,3,0,44
UCL115012,4,24,13,5,13,0,0,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,39,19,14,30,0,0,118,0,3,0,4,0,0,0,9,5,4,0,0,0,0,0,14,3,9,0,6,3,0,0,21,14,44,22,21,27,0,0,137,49,35,28,19,14,0,0,144,0,0,0,0,3,0,0,3,60,84,49,39,46,4,0,278
UCL115013,10,23,22,11,21,3,0,93,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,38,35,23,37,10,3,150,0,0,3,0,0,0,0,5,4,3,3,0,4,0,0,11,4,5,7,0,3,0,0,20,10,45,40,20,38,10,3,172,25,30,24,6,12,0,0,95,0,0,0,0,0,0,0,3,40,75,61,32,54,10,3,267
UCL115014,0,10,7,4,5,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,7,6,10,0,0,37,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,18,10,6,10,4,0,39,4,3,0,0,3,0,0,12,0,4,0,0,0,0,0,4,7,19,8,7,9,3,0,58
UCL115015,4,6,7,3,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,6,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,6,0,3,0,33,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,15,9,7,0,6,0,42
UCL115016,5,3,3,3,0,0,0,20,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,3,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,3,3,0,0,21,3,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,9,9,7,5,5,0,0,39
UCL115017,3,20,14,10,19,0,0,62,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,11,31,26,17,24,0,3,116,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,10,0,5,0,0,0,0,0,13,11,40,26,20,26,3,3,132,12,25,8,8,8,0,0,62,0,0,0,0,0,0,0,0,24,62,39,28,36,3,3,194
UCL115018,8,23,10,11,7,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,15,18,26,3,0,101,0,5,0,3,9,0,0,14,3,0,5,0,0,0,0,12,3,8,5,3,8,0,0,25,13,35,21,22,27,3,0,129,24,19,7,6,9,0,0,75,0,0,0,0,3,0,0,5,43,59,24,30,38,3,0,203
UCL115019,0,3,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,3,0,0,20,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,4,4,3,0,0,24,7,4,3,4,0,0,0,21,0,0,0,0,0,0,0,0,12,12,8,4,3,0,0,42
UCL115020,4,4,9,3,6,0,0,25,3,3,0,0,0,0,0,5,3,0,0,0,0,0,0,3,14,13,14,13,11,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,14,14,17,13,11,0,0,75,4,11,4,7,5,0,0,30,0,0,0,0,0,0,0,0,17,25,25,13,17,5,0,104
UCL115021,0,13,7,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,4,8,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,4,0,16,12,9,10,0,0,44,5,6,8,7,4,0,0,27,0,0,0,0,0,0,0,0,5,25,15,10,15,0,0,67
UCL115022,9,5,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,15,4,4,0,0,56,3,3,0,3,0,0,0,9,0,4,3,3,0,0,0,8,4,3,3,6,0,0,0,15,18,25,20,8,4,0,0,71,19,16,10,4,3,0,0,56,3,5,4,0,0,0,0,8,34,46,35,17,11,0,0,143
UCL115023,0,0,3,3,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,12,16,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,3,0,0,9,4,7,11,12,14,0,0,48,4,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,8,9,15,17,16,0,0,68
UCL115024,0,3,9,3,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,12,7,12,6,0,0,0,38,11,5,5,3,0,0,0,28,0,0,0,0,0,0,0,0,16,18,17,9,0,0,0,66
UCL115025,8,14,5,3,4,6,0,38,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18,17,13,14,14,10,0,91,0,3,0,0,0,0,0,5,4,3,3,0,0,0,0,9,4,3,5,0,0,0,0,17,21,27,22,15,16,10,0,106,25,23,8,4,4,0,0,60,0,0,0,0,0,0,0,0,39,48,27,18,22,6,0,159
UCL115026,6,16,5,5,15,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,26,13,11,18,0,0,86,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,8,10,33,13,15,18,0,0,93,3,8,4,0,0,3,0,23,0,0,0,0,0,0,0,0,11,35,24,14,18,3,0,115
UCL115027,6,10,9,6,9,0,0,35,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,10,7,15,15,3,0,63,0,0,0,0,3,0,0,10,0,0,4,3,3,0,0,11,0,4,4,3,6,0,0,17,7,13,16,12,26,4,0,80,5,4,3,4,3,0,0,21,0,0,0,0,0,0,0,0,17,20,16,21,25,4,0,100
UCL115028,0,4,6,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,10,0,0,33,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,14,6,8,7,0,0,38,15,8,7,3,0,0,0,33,0,0,0,0,0,0,0,0,21,21,15,9,14,0,0,73
UCL115029,0,13,17,8,11,0,0,38,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,19,29,16,24,3,0,88,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,4,3,0,0,0,0,7,3,26,31,16,24,3,0,97,3,3,0,4,4,0,0,14,0,0,0,0,0,0,0,0,6,28,31,13,24,4,0,113
UCL115030,8,9,8,3,3,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,10,7,6,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,10,7,6,0,4,45,4,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,16,11,9,10,6,0,6,60
UCL115031,4,16,4,4,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,8,11,18,3,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,4,29,8,11,18,3,0,79,6,4,0,0,3,0,0,16,0,0,0,0,0,0,0,0,15,33,11,8,24,3,0,88
UCL115032,3,3,4,3,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,9,11,4,0,39,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,8,10,6,9,11,4,0,42,5,8,10,4,0,0,0,34,0,0,3,0,0,0,0,6,18,19,21,13,13,4,0,82
UCL115033,15,16,13,6,12,0,0,58,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,19,28,22,14,19,5,0,109,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,23,27,25,14,19,5,0,118,22,24,4,9,3,0,0,68,0,0,0,0,0,0,0,0,50,55,25,22,28,5,0,185
UCL115034,0,6,0,3,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,14,15,0,0,54,0,0,3,0,0,0,0,5,3,3,3,4,0,0,0,9,3,3,4,4,0,0,0,15,3,17,10,12,15,0,0,68,12,26,17,5,10,3,0,75,0,0,0,0,0,0,0,3,18,41,34,23,29,7,3,152
UCL115035,0,0,0,0,3,0,0,12,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,3,4,16,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,16,0,0,39,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,14,3,4,17,0,0,46
UCL115036,6,9,3,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,11,6,4,0,0,52,0,0,0,0,0,0,0,9,3,5,0,3,0,0,0,10,3,3,3,0,0,0,0,19,10,24,14,9,8,0,0,64,11,7,12,4,10,0,0,44,0,0,0,0,0,0,0,0,20,32,21,18,17,0,0,108
UCL115037,6,16,3,3,3,0,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,25,18,11,9,0,0,81,0,3,4,3,0,0,0,6,0,7,0,4,0,0,0,4,0,5,4,4,0,0,0,14,18,36,15,16,9,0,0,93,24,8,4,3,5,0,0,47,0,0,4,3,0,0,0,9,39,46,23,23,16,0,0,153
UCL115038,3,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,3,6,9,0,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,7,3,6,9,0,38,14,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,15,10,8,3,7,10,0,57
UCL115039,9,11,11,8,5,0,0,49,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,17,13,7,17,0,0,74,3,7,6,3,4,0,0,21,3,3,0,0,0,0,0,6,6,12,6,3,4,0,0,30,23,32,20,9,16,0,0,100,39,31,24,14,8,0,0,110,0,0,0,0,0,0,0,0,57,65,44,27,26,5,0,217
UCL115040,0,12,8,3,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,23,8,10,8,0,0,52,0,7,3,0,0,0,0,4,0,0,3,3,0,0,0,7,0,7,8,3,0,0,0,11,3,24,18,14,8,0,0,62,16,15,10,4,5,0,0,46,0,4,0,0,0,0,0,4,19,46,26,13,10,0,0,119
UCL115041,11,14,13,6,7,0,0,47,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,15,18,11,18,15,3,0,78,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,9,15,20,18,16,15,3,0,81,27,20,13,4,3,0,0,70,0,3,3,0,0,0,0,7,40,47,32,25,12,3,0,161
UCL115042,7,8,4,7,5,0,0,31,0,0,4,0,0,0,0,4,4,0,0,0,3,0,0,8,15,23,17,17,8,3,0,72,0,9,4,3,0,0,0,15,4,3,0,0,0,0,0,17,6,11,4,4,3,0,0,28,20,31,22,17,12,3,0,103,47,36,29,16,7,0,0,130,3,3,0,0,0,0,0,11,66,70,49,33,16,0,0,241
UCL115043,3,6,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,10,7,3,0,35,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,9,11,6,9,7,3,0,44,17,11,4,3,0,0,0,31,0,0,0,0,0,0,0,0,25,17,6,10,12,0,0,79
UCL115044,7,3,5,9,6,0,0,25,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,14,11,8,0,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,14,11,8,0,0,54,9,9,3,5,3,0,0,20,0,0,0,0,0,0,0,0,14,17,19,15,15,0,0,71
UCL115045,3,4,3,5,4,3,0,23,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,11,11,15,12,6,3,67,0,0,0,0,0,0,0,9,3,3,3,0,0,0,0,15,3,6,3,3,0,0,0,23,14,23,16,14,15,6,3,82,30,10,5,6,4,0,0,59,0,0,0,0,0,0,0,0,42,30,18,25,15,8,3,139
UCL115046,0,7,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,4,3,0,0,27,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,6,3,15,4,9,4,0,0,34,9,5,15,5,3,0,0,35,0,0,0,3,0,0,0,3,14,23,17,15,6,0,0,74
UCL115047,3,6,6,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,11,9,10,0,0,47,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,9,11,11,9,10,0,0,52,16,13,4,4,4,0,0,40,0,0,0,0,0,0,0,0,25,28,11,7,11,0,0,88
UCL115048,6,9,7,6,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,14,14,16,0,0,53,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,7,3,4,0,0,0,0,0,5,10,13,14,10,18,0,0,63,10,7,4,8,0,0,0,29,0,0,0,0,0,0,0,3,19,20,17,15,20,0,0,93
UCL115049,4,3,3,0,4,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,7,6,9,4,0,0,28,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,10,9,9,8,4,0,0,37,5,13,3,3,4,0,0,26,0,0,0,0,0,0,0,0,10,20,15,14,12,0,0,58
UCL115050,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,7,0,0,20,3,0,3,3,0,0,0,16,0,0,0,0,0,0,0,3,5,9,12,6,9,0,0,36
UCL115051,3,20,4,9,4,0,0,34,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,10,26,4,11,13,4,0,59,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,11,3,7,0,3,0,0,0,12,9,34,11,11,13,4,0,76,18,20,13,8,0,0,0,56,0,0,0,0,0,0,0,0,28,50,20,22,14,4,0,139
UCL115052,7,27,6,11,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,13,17,17,0,0,88,0,0,0,0,6,4,0,8,3,3,0,0,0,0,0,6,3,10,0,0,6,4,0,15,13,34,13,20,21,4,0,108,27,24,24,9,8,0,0,93,0,0,0,0,0,0,0,0,45,63,38,24,29,4,0,201
UCL115053,5,16,10,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,21,16,10,23,0,3,88,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,13,7,3,0,0,0,0,0,13,17,28,22,10,24,0,3,99,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,28,19,10,28,0,3,103
UCL115054,3,18,10,12,10,0,0,55,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,26,14,10,22,3,0,91,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,8,12,30,19,10,24,3,0,101,10,19,10,3,10,0,0,55,0,0,0,0,0,0,0,0,25,52,28,19,35,3,0,157
UCL115055,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,4,5,0,3,0,0,20,9,7,3,0,0,0,0,26,0,0,0,0,0,0,0,0,15,9,8,3,0,3,0,46
