UCL_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL321077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,105,200,4,7,12,7,0,7,3,0,3,5,0,5,4,0,3,0,4,6,125,117,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,18,13,14,24,0,0,0,142,142,280
UCL321078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,104,244,7,9,19,10,0,10,0,0,0,0,0,0,3,0,3,4,3,8,163,113,278,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,27,27,55,3,3,6,204,157,356
UCL321079,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,143,127,270,18,15,31,3,0,3,0,0,0,0,0,4,0,0,0,11,11,18,182,153,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,36,24,55,3,0,6,222,191,405
UCL321080,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,111,93,206,11,9,14,3,0,3,0,0,0,3,4,10,3,0,6,11,3,17,148,114,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,19,34,17,20,40,5,0,11,191,157,342
UCL321081,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,102,101,200,23,4,31,8,0,8,0,0,0,0,0,0,3,3,10,18,28,44,158,134,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,18,9,25,0,0,3,174,157,330
UCL321082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,131,316,7,11,21,5,0,5,6,0,6,0,0,0,0,0,0,0,0,3,210,149,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,8,17,17,19,14,36,5,0,6,238,179,414
UCL321083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,30,85,13,11,22,0,0,0,0,0,0,0,0,0,0,0,0,19,7,24,88,43,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,99,49,149
UCL321084,0,0,0,12,5,10,0,0,0,0,0,0,0,0,0,91,44,140,10,3,10,0,0,0,0,0,0,3,0,3,0,0,4,12,7,17,122,61,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,7,31,0,0,0,143,75,221
UCL321085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,100,223,5,5,14,10,0,10,0,0,0,0,0,0,3,0,3,4,0,4,137,116,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11,25,40,0,0,0,156,145,302
UCL321086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,104,211,25,18,43,0,0,4,0,0,0,5,0,7,7,4,9,55,51,105,205,177,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,16,14,27,11,10,18,230,211,440
UCL321087,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,264,238,503,11,18,27,8,0,8,7,0,7,6,0,6,3,0,6,4,0,8,304,260,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,3,4,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,27,42,66,10,4,10,350,315,672
UCL321088,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,55,56,111,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,3,4,7,62,68,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,7,19,27,0,0,0,79,86,170
UCL321089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,80,184,5,8,15,7,0,7,0,0,0,0,0,0,0,0,0,0,0,5,122,87,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,16,12,30,0,0,0,142,106,253
UCL321090,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,178,143,319,14,11,27,6,0,6,3,0,3,0,0,0,0,0,0,6,3,15,208,164,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,21,29,31,37,70,0,4,8,262,220,487
UCL321091,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,90,58,143,5,6,12,3,0,3,3,0,4,0,0,0,4,3,8,16,19,35,125,91,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,5,9,16,0,0,0,0,0,0,4,3,3,3,4,8,20,23,37,20,16,36,0,3,3,172,145,318
UCL321092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,33,5,4,13,0,0,0,0,0,0,3,0,3,0,0,0,63,60,126,86,83,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,5,0,4,101,83,184
UCL321093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,94,211,7,12,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,131,108,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,26,14,25,37,0,0,0,152,141,297
UCL321094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,75,162,5,4,10,10,0,10,0,0,0,5,0,3,5,3,7,15,33,48,127,121,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,11,16,27,3,3,11,152,145,305
UCL321095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,62,114,8,11,15,4,0,4,0,0,0,3,0,3,0,0,0,35,13,49,100,88,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,6,11,20,5,0,5,119,112,235
UCL321096,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,86,72,155,12,7,15,7,0,7,3,0,3,0,0,0,8,0,8,13,17,30,124,98,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,19,9,13,20,0,3,3,147,120,268
UCL321097,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,36,40,75,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,18,54,56,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19,8,4,18,3,3,3,75,72,146
UCL321098,8,10,18,0,3,3,0,0,0,0,0,0,0,0,0,110,91,198,3,10,16,0,0,0,4,0,4,4,0,4,0,0,0,5,9,8,130,120,248,0,0,0,0,0,0,0,0,0,7,3,9,0,4,4,0,0,0,8,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,18,0,0,0,0,0,0,0,0,0,0,0,0,11,12,28,17,24,45,3,0,0,171,165,336
UCL321099,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,31,30,59,0,3,6,5,0,5,4,0,4,0,0,0,0,0,3,3,7,7,45,38,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,4,11,13,0,0,0,60,55,115
UCL321100,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,89,95,181,8,3,10,9,0,9,0,0,0,0,0,0,0,0,0,0,0,3,108,102,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,16,8,27,7,0,15,142,124,266
UCL321101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,96,191,10,8,16,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,111,105,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,8,18,25,0,0,0,127,122,252
UCL321102,0,0,0,13,10,22,0,0,0,0,0,0,0,0,0,144,116,260,18,15,34,4,0,4,0,0,0,6,3,5,8,3,8,0,3,4,185,148,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,12,26,19,25,37,0,3,3,214,192,410
UCL321103,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,120,104,224,12,9,20,12,0,11,5,0,5,0,0,0,0,0,3,24,26,42,186,140,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,14,19,29,50,0,7,3,223,183,402
UCL321104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,150,293,12,7,16,10,0,10,0,0,0,0,0,0,0,0,0,0,0,3,164,160,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,23,27,44,3,3,3,195,201,391
UCL321105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,61,142,7,11,13,3,0,3,5,0,5,4,0,7,0,0,0,31,42,66,134,109,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,11,27,4,3,3,147,137,285
UCL321106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,53,137,3,8,15,5,0,5,0,0,0,3,0,5,0,0,3,15,16,36,112,87,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,19,27,0,0,0,125,110,230
UCL321107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,71,151,7,7,13,3,0,4,0,0,0,0,0,0,6,0,4,6,10,17,106,91,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,14,17,0,0,3,120,113,228
UCL321108,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,139,111,247,8,8,11,4,0,9,0,0,0,0,0,0,0,0,0,3,0,3,162,122,283,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,18,14,33,3,0,3,188,148,342
UCL321109,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,142,147,289,6,9,17,7,0,7,3,0,3,0,0,0,0,0,0,5,3,8,171,166,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,29,23,51,3,3,4,213,195,404
UCL321110,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,219,203,418,18,4,24,9,0,9,0,0,0,0,0,4,3,0,3,3,0,3,260,210,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,24,25,39,71,0,0,3,295,276,571
UCL321111,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,122,122,240,9,15,29,4,0,4,0,0,0,3,0,4,6,3,9,5,10,16,160,151,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,10,24,23,26,45,4,0,4,198,185,391
UCL321112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,68,173,5,4,14,3,0,3,0,0,0,3,0,3,0,0,0,3,3,5,118,80,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,15,18,30,0,0,3,141,113,250
UCL321113,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,100,95,193,9,8,14,0,0,0,3,0,3,3,0,3,0,0,0,12,4,18,123,108,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14,12,6,0,4,134,127,259
UCL321114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,121,249,10,5,11,0,0,0,0,0,0,7,7,11,3,5,4,35,31,63,178,163,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,18,28,23,22,41,7,3,5,216,206,419
UCL321115,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,108,110,218,5,11,17,4,0,4,0,0,0,0,0,0,0,0,4,8,0,8,133,121,258,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,23,44,23,19,41,3,0,3,172,167,344
UCL321116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,95,183,8,5,18,5,0,5,0,0,0,0,0,0,3,0,3,0,0,3,111,101,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,20,20,32,49,0,4,3,141,148,289
UCL321117,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,34,28,61,4,4,8,3,0,3,0,0,0,0,0,0,0,0,0,47,60,103,92,88,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,100,95,193
UCL321118,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,88,79,167,0,12,13,12,0,12,3,0,3,0,0,0,3,0,3,3,3,5,113,97,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,4,17,0,0,0,128,106,236
UCL321119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,37,104,5,4,10,0,0,0,0,0,0,0,0,0,5,3,10,11,18,22,91,61,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,6,14,22,0,0,0,105,81,191
UCL322001,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,59,72,129,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,73,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,20,11,16,22,0,0,0,93,94,184
UCL322002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,34,90,3,3,8,4,0,4,0,0,0,0,0,0,5,0,10,15,22,43,76,68,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,30,4,13,18,4,0,8,102,92,201
UCL322003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,62,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,40,35,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,11,11,0,0,0,50,41,90
UCL322004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,68,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,51,41,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,11,8,23,0,0,0,67,66,131
UCL322005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,51,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,8,11,21,48,45,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,10,3,17,0,0,0,60,48,112
UCL322006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,60,124,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,73,70,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,6,8,15,0,0,4,87,87,175
UCL322007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,33,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,22,25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,11,0,0,0,3,0,3,4,0,4,5,0,5,3,3,4,8,5,14,3,0,3,43,45,82
UCL322008,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,53,38,94,10,3,8,6,0,6,0,0,0,0,0,0,4,0,7,4,11,19,83,54,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,43,3,11,22,3,0,3,107,86,199
UCL322009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,52,6,0,3,3,0,3,0,0,0,0,3,3,3,0,3,13,10,18,46,40,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,7,11,0,0,0,62,49,108
UCL322010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,48,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,34,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,17,0,0,3,38,38,72
UCL322011,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,38,79,0,6,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,50,44,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,20,3,5,10,0,0,0,70,56,126
UCL322012,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,54,43,91,3,3,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,61,48,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,16,26,0,0,0,77,69,148
