UCL_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
UCL315087,357,708,4,10,26,140,15,83,172,668,216,898,8,26,14,52,57,174,80,254,295,1152,3,8,12,50,8,26,91,274,118,355,9,22,16,29,51,117,70,165,189,515,17,35,867,2418
UCL315088,233,470,11,64,16,63,16,68,140,566,182,768,3,17,11,39,37,105,52,161,232,934,0,6,4,17,9,21,56,168,71,209,0,3,9,15,40,74,46,92,110,301,9,23,593,1722
UCL315089,614,1212,5,49,31,140,9,49,244,968,289,1204,18,75,31,87,67,206,119,377,406,1583,0,11,16,51,4,27,115,310,135,396,4,12,12,32,69,154,91,191,229,590,23,42,1268,3429
UCL315090,121,234,12,80,18,106,39,208,151,636,213,1028,6,34,3,12,43,142,52,188,269,1216,10,50,12,42,21,92,73,210,111,391,3,3,6,11,26,64,35,85,146,476,26,54,561,1979
UCL315091,67,137,4,35,13,47,3,14,126,530,147,627,0,6,6,14,12,39,22,67,165,689,0,0,0,0,0,3,5,11,8,13,0,0,0,3,0,0,4,5,7,21,0,0,245,847
UCL315092,424,842,0,3,13,57,7,23,50,195,65,279,0,0,5,24,25,72,31,90,100,372,0,5,3,27,0,0,37,111,45,141,0,5,3,11,23,48,32,66,76,206,4,7,603,1421
UCL315093,148,293,0,3,6,21,0,8,39,170,51,200,3,18,4,19,16,45,23,74,73,277,0,0,3,15,0,0,22,71,28,88,0,0,3,9,16,31,14,40,47,127,3,9,266,698
UCL315094,322,633,3,16,15,72,3,16,110,418,131,525,3,12,10,28,30,97,45,140,171,663,0,11,6,16,0,4,68,212,70,246,3,7,4,12,28,59,34,74,110,320,8,13,609,1628
UCL315095,228,463,0,16,15,87,8,42,113,444,137,583,4,29,5,23,32,87,47,147,182,726,3,29,6,14,3,22,38,111,55,171,0,3,9,11,41,100,48,115,102,288,12,34,526,1512
UCL315096,369,719,8,27,37,152,23,92,254,958,313,1237,9,42,21,61,70,214,103,309,417,1548,3,6,9,22,7,15,52,145,68,195,0,3,3,14,32,62,32,83,107,276,10,16,897,2551
UCL315097,129,247,3,17,19,73,5,35,64,250,90,374,12,36,10,45,48,170,73,252,164,629,0,0,0,0,0,3,15,45,12,51,4,9,10,15,27,56,37,79,48,131,3,4,342,1010
UCL315098,307,598,10,63,47,215,15,79,355,1408,424,1753,15,49,14,43,61,181,91,272,518,2029,0,3,3,10,4,25,41,115,52,157,0,9,6,13,18,42,24,59,79,219,3,12,907,2862
UCL315099,275,549,9,69,54,268,16,78,345,1382,436,1799,21,90,30,81,70,218,121,390,555,2181,4,22,4,23,3,17,38,138,55,196,6,15,6,16,19,38,30,72,86,271,3,7,924,3005
UCL315100,128,264,8,25,16,71,5,31,76,284,103,413,8,30,13,41,26,88,49,163,150,573,0,3,3,11,3,4,28,73,32,97,0,5,0,0,10,25,12,32,48,125,4,5,331,968
UCL315101,178,350,3,15,22,104,15,75,114,453,155,644,7,24,19,66,39,136,66,224,223,873,0,8,9,34,0,0,23,63,33,99,3,5,4,4,19,37,22,47,54,149,0,3,457,1378
UCL315102,224,455,0,10,15,90,8,52,75,302,105,456,3,19,3,15,30,85,33,115,142,571,0,6,3,14,3,18,45,124,51,165,3,9,8,10,27,57,40,73,90,240,8,9,466,1268
UCL315103,159,313,4,10,9,61,4,11,63,219,79,304,5,15,4,21,11,37,18,68,104,371,0,0,0,3,0,0,25,64,24,68,0,3,3,7,14,24,20,36,46,101,3,8,309,789
UCL315104,220,449,4,31,22,85,11,58,89,335,128,512,7,29,10,31,45,132,59,197,186,708,3,11,9,40,0,14,37,108,56,162,5,12,12,22,38,77,55,115,109,279,8,15,520,1447
UCL315105,255,509,0,0,3,21,0,7,27,99,28,126,0,0,3,7,16,34,13,48,48,170,0,0,5,9,0,5,5,20,10,36,0,0,3,7,9,17,11,28,22,55,0,3,322,743
UCL315106,146,276,3,9,6,39,10,39,137,527,158,619,10,44,8,26,21,55,36,122,190,741,0,0,6,18,3,11,23,81,31,113,0,4,3,3,8,23,17,31,46,142,5,14,391,1173
UCL315107,202,400,0,13,16,81,5,26,109,442,139,558,13,51,7,25,30,90,52,166,189,728,0,3,3,13,6,28,38,114,50,160,0,10,12,19,34,64,43,94,99,255,12,21,493,1396
UCL315108,47,112,14,133,14,109,46,291,100,494,184,1029,6,29,4,8,39,155,45,194,223,1218,6,54,14,71,24,137,124,391,174,654,7,39,3,8,69,184,77,233,254,892,34,89,558,2313
UCL315109,326,652,9,31,29,148,9,39,385,1515,426,1735,4,30,14,43,41,134,64,199,494,1935,0,7,14,54,15,56,158,468,191,590,7,18,17,33,26,54,45,109,242,695,10,20,1068,3302
UCL315110,153,298,3,7,9,47,4,12,62,242,75,315,0,3,4,18,13,33,16,59,93,375,0,0,4,14,0,0,22,67,24,77,3,6,0,0,15,36,22,39,46,121,3,5,299,794
UCL321001,112,214,0,0,9,42,0,0,58,213,64,264,3,6,6,15,7,29,12,44,80,311,0,0,4,10,3,11,12,33,20,54,0,0,5,7,6,16,13,25,30,80,0,0,222,599
UCL321002,76,147,0,3,8,44,0,4,27,104,37,152,0,4,5,10,9,40,19,57,47,204,0,0,0,0,0,6,16,51,18,50,0,4,3,5,9,22,11,31,36,82,0,3,155,437
UCL321003,105,205,0,5,7,41,0,14,30,133,45,192,8,23,3,9,15,38,21,64,67,257,0,0,0,5,3,3,23,51,25,64,0,3,5,5,12,24,17,36,42,100,0,5,215,573
UCL321004,74,144,0,0,3,19,0,9,27,93,32,119,5,12,4,9,8,29,15,58,47,170,0,0,4,18,0,0,17,38,20,58,0,0,3,4,5,11,5,15,26,72,0,5,155,398
UCL321005,97,181,0,14,5,30,6,23,42,155,57,221,0,6,0,9,9,18,12,35,66,256,0,0,3,4,0,0,14,33,13,37,0,0,7,8,3,3,5,9,24,46,0,0,182,480
UCL321006,102,212,3,25,6,33,0,10,48,168,57,237,5,17,6,13,23,60,26,91,87,325,0,0,0,0,0,4,16,47,15,56,0,4,10,20,17,28,27,53,40,108,3,10,237,657
UCL321007,22,50,0,0,3,6,13,76,65,287,78,366,0,7,0,0,11,38,11,46,93,411,0,0,0,0,7,21,46,138,54,160,0,0,0,0,5,25,5,25,58,182,6,11,179,657
UCL321008,112,220,0,5,9,52,3,16,75,289,95,365,3,18,8,28,36,98,47,146,137,509,0,0,3,7,0,3,21,61,22,74,0,0,3,3,16,25,19,38,41,115,3,9,297,848
UCL321009,163,317,0,0,3,25,0,5,33,147,39,172,3,10,4,7,8,39,16,61,60,231,0,0,5,17,3,6,11,42,19,71,3,8,0,3,12,29,20,35,42,106,3,6,264,659
UCL321010,161,311,0,5,11,40,4,15,60,268,75,333,4,20,10,24,14,45,28,90,106,424,0,0,3,18,3,4,24,72,32,91,0,0,0,3,9,24,17,27,45,119,6,6,316,866
UCL321011,75,142,0,5,4,35,3,13,27,100,38,153,8,23,9,20,19,49,32,95,71,248,0,5,0,0,0,0,7,20,9,28,0,0,0,0,9,19,9,19,17,42,3,3,157,437
UCL321012,90,191,0,7,10,32,7,28,58,224,68,290,9,26,3,7,24,69,28,103,97,398,0,5,3,16,4,14,13,44,24,79,0,4,3,6,7,20,16,31,40,110,0,3,232,701
UCL321013,77,153,7,29,17,82,8,21,70,273,96,416,0,6,5,17,24,67,29,95,129,510,0,0,0,0,0,0,10,33,10,33,0,0,0,0,3,7,3,7,11,39,0,3,224,695
UCL321014,83,170,3,6,4,24,0,3,23,87,29,130,0,0,0,4,18,48,17,47,47,175,0,0,0,8,0,3,19,48,23,67,0,0,0,3,15,28,18,31,36,96,5,12,176,448
UCL321015,112,224,3,21,6,45,3,19,40,150,57,235,3,7,8,16,23,68,29,91,91,328,0,0,0,0,0,0,9,14,6,19,0,0,0,0,5,15,12,18,14,44,0,0,223,597
UCL321016,91,186,0,15,15,63,3,11,68,254,83,338,4,22,4,12,18,65,30,96,116,439,0,0,3,10,0,0,10,26,17,36,3,4,3,8,17,27,22,44,36,77,3,6,246,706
UCL321017,142,271,0,5,12,40,0,10,54,206,64,268,4,18,7,19,17,47,31,88,93,353,0,0,3,16,0,5,14,30,18,50,3,6,3,3,9,21,16,35,35,85,0,4,272,720
UCL321018,87,170,0,3,4,17,0,4,25,114,30,141,0,3,0,0,9,35,15,42,45,182,0,0,0,0,0,9,14,37,15,47,0,5,3,8,16,24,22,35,36,87,0,9,174,445
UCL321019,150,291,4,28,12,59,0,4,55,218,70,307,5,9,12,42,24,79,43,128,113,439,0,0,0,8,0,3,10,29,17,41,0,3,3,8,0,7,12,18,22,56,0,3,286,789
UCL321020,91,180,0,0,3,29,0,15,51,208,58,247,0,8,3,6,8,36,15,46,71,293,0,0,3,4,4,3,13,37,14,53,0,4,6,11,9,22,14,34,28,82,0,3,198,557
UCL321021,113,221,0,0,13,60,8,21,87,306,105,393,4,20,12,36,20,66,38,123,140,520,0,0,0,7,0,0,14,42,16,44,0,0,0,3,9,13,11,17,22,61,3,5,282,814
UCL321022,97,193,4,13,6,40,9,33,47,187,67,272,0,3,5,26,10,42,23,72,90,341,0,0,0,0,3,13,13,29,16,44,0,10,0,0,10,17,11,29,23,68,0,0,214,609
UCL321023,101,196,0,4,3,30,4,13,47,184,58,234,0,3,7,16,19,55,23,75,87,310,0,0,3,9,0,0,9,36,14,46,0,4,0,3,10,23,12,29,24,79,0,3,210,581
UCL321024,57,118,3,6,10,61,4,13,48,192,64,278,6,17,10,21,16,43,29,81,90,362,0,8,0,4,0,0,13,32,12,41,0,3,3,5,0,3,3,8,19,50,0,0,170,525
UCL321025,104,207,0,4,7,29,8,23,33,127,43,183,3,16,3,16,11,41,20,72,67,256,0,5,0,0,0,7,13,26,10,41,0,0,3,3,7,15,14,20,28,61,3,6,199,529
UCL321026,78,141,0,6,4,18,0,3,33,124,37,153,0,0,3,10,14,41,20,52,57,208,0,0,3,9,0,0,3,16,8,23,0,0,0,0,3,5,3,5,12,28,0,0,144,386
UCL321027,69,140,0,8,21,81,3,11,50,206,74,300,3,11,4,13,22,56,26,86,99,393,0,0,3,9,3,11,18,51,20,66,0,5,9,14,13,27,19,45,40,114,0,0,215,643
UCL321028,106,204,7,24,12,53,0,3,76,309,95,388,9,19,3,12,9,28,19,60,111,449,0,0,3,11,0,0,15,56,23,63,0,0,0,0,10,16,10,16,28,84,5,12,247,744
UCL321029,134,266,3,21,4,15,7,17,15,52,25,103,0,0,3,14,7,33,11,45,38,142,0,0,3,8,0,4,18,42,21,54,0,0,0,4,12,22,11,30,37,84,4,9,212,500
UCL321030,64,128,0,14,8,37,3,12,30,122,40,181,3,6,0,0,12,30,15,44,53,224,0,0,3,11,0,3,9,35,12,47,0,0,0,3,11,30,18,43,30,87,8,15,159,448
UCL321031,98,188,0,5,4,21,0,3,74,287,80,322,0,0,6,20,13,42,19,65,103,380,0,0,7,11,0,6,23,66,30,89,0,5,3,5,29,60,30,71,59,152,3,6,258,728
UCL321032,236,458,3,19,21,98,5,35,123,481,150,634,9,32,15,62,55,178,82,269,237,901,0,4,0,10,0,3,34,88,34,106,0,5,4,10,15,38,27,44,59,154,0,3,531,1518
UCL321033,59,118,3,10,6,34,0,4,27,90,39,146,0,0,7,14,3,15,7,32,48,172,0,0,4,4,0,0,17,34,21,47,0,0,3,7,9,16,13,26,33,67,0,3,141,361
UCL321034,89,172,0,0,9,46,4,9,36,143,44,195,0,0,0,8,19,51,20,60,67,252,0,3,3,24,9,29,45,146,60,193,0,0,0,3,22,39,22,45,77,239,10,19,238,684
UCL321035,215,430,3,30,20,85,11,43,83,327,115,488,8,28,7,25,38,108,52,166,168,652,0,8,0,0,6,13,41,127,43,143,0,0,10,26,15,31,25,58,69,199,7,8,457,1295
UCL321036,48,98,3,7,24,104,0,3,57,218,82,335,10,45,15,49,26,71,44,157,133,494,0,0,0,0,0,0,3,14,3,14,0,4,3,4,3,11,8,25,11,35,0,0,194,626
UCL321037,93,180,0,4,15,56,0,11,66,240,77,314,3,15,10,18,20,70,31,105,109,415,0,0,0,0,0,0,10,29,10,29,3,12,0,0,14,20,15,36,25,60,0,3,224,661
UCL321038,78,154,0,4,3,18,3,7,46,183,47,218,0,8,5,15,15,41,18,60,66,282,0,0,4,23,4,12,33,95,45,120,0,5,3,3,21,43,26,52,66,172,3,9,215,615
UCL321039,148,287,0,0,9,28,3,6,40,150,44,189,3,8,3,10,7,31,14,50,64,239,0,0,3,13,3,4,23,61,28,85,0,0,0,0,15,39,19,37,47,120,0,0,250,647
UCL321040,204,399,0,3,11,60,6,24,50,189,71,281,3,14,8,24,11,41,23,71,89,356,0,0,0,6,0,8,25,70,30,88,0,9,4,12,14,29,21,47,56,135,5,15,354,902
UCL321041,104,203,3,11,11,41,4,23,77,292,91,363,3,17,13,49,14,40,37,104,122,468,0,0,0,7,0,9,24,65,27,81,3,9,3,9,11,21,20,40,48,126,3,7,275,800
UCL321042,194,389,0,6,8,31,3,13,30,106,40,157,3,19,9,23,21,56,31,97,71,257,0,0,0,0,0,0,10,30,10,30,3,6,3,5,5,15,8,22,26,60,0,3,289,710
UCL321043,91,175,0,0,3,18,4,19,52,214,64,250,0,0,3,5,15,40,18,44,79,294,0,0,4,7,0,3,9,33,17,42,0,0,0,4,9,19,14,22,29,66,4,8,195,547
UCL321044,121,232,0,9,9,41,4,12,18,78,31,138,0,3,3,10,6,28,11,42,49,175,0,4,3,15,0,3,33,93,39,115,0,3,3,8,13,24,16,33,57,156,4,18,227,578
UCL321045,51,95,0,3,5,43,0,3,36,139,44,193,3,10,12,46,20,60,36,113,80,306,0,6,0,13,0,0,8,23,14,38,3,10,0,3,5,6,7,15,18,52,3,4,147,461
UCL321046,36,70,0,0,9,48,0,4,65,242,73,294,3,18,6,13,3,12,10,43,84,340,0,0,3,4,0,3,3,7,3,13,0,0,0,0,0,3,0,7,9,20,0,0,131,432
UCL321047,70,136,3,25,0,4,3,12,31,122,37,163,3,18,8,26,15,42,24,83,63,247,0,0,0,0,0,4,9,23,10,30,0,3,3,6,11,23,12,31,19,59,3,7,157,452
UCL321048,171,330,7,45,41,189,5,31,128,509,189,773,16,73,27,80,53,166,96,311,285,1089,0,0,4,15,3,10,16,53,24,72,0,4,5,13,12,27,22,44,45,119,5,12,497,1548
UCL321049,249,488,0,9,9,36,6,15,47,177,59,241,0,5,8,31,28,95,39,127,99,365,0,0,0,3,4,17,20,60,31,87,0,0,3,10,17,36,24,45,48,132,3,4,398,993
UCL321050,101,201,0,20,15,79,3,8,96,358,121,463,3,9,3,13,14,48,26,73,145,537,3,14,4,12,0,0,6,17,11,38,0,0,0,0,3,5,3,5,16,43,0,3,260,777
UCL321051,91,181,3,9,9,47,3,15,31,124,48,194,3,19,5,18,19,47,28,84,73,274,0,0,0,4,0,0,3,9,3,12,0,3,0,3,0,3,4,10,9,22,0,4,176,484
UCL321052,94,189,0,4,7,22,8,31,48,194,58,247,0,0,7,13,5,28,16,39,66,289,0,0,7,14,3,14,20,66,27,97,3,5,3,5,13,23,16,36,46,131,3,6,214,613
UCL321053,67,132,0,8,0,8,3,17,21,85,24,116,0,0,0,5,5,19,7,25,34,137,0,11,0,9,0,0,9,31,18,52,0,0,0,0,3,4,3,4,19,57,0,9,121,330
UCL321054,52,101,3,15,10,31,0,0,35,144,42,188,4,10,0,9,12,40,19,61,63,250,0,0,0,3,0,0,18,45,15,51,0,0,0,3,4,13,5,17,25,61,0,3,133,414
UCL321055,65,124,3,12,3,25,0,10,43,167,54,214,0,15,5,16,7,27,13,53,70,267,0,0,3,10,3,17,38,99,44,119,0,0,0,0,8,24,15,24,52,146,6,9,190,554
UCL321056,106,202,0,9,3,24,3,6,40,147,47,187,0,7,8,14,16,46,17,66,68,253,0,0,3,8,3,9,16,59,24,74,0,0,0,8,21,40,25,44,48,115,0,3,214,567
UCL321057,34,79,3,34,3,22,11,60,47,202,71,318,0,3,0,0,14,58,17,64,84,381,0,0,0,3,5,22,35,125,43,152,0,0,0,0,12,28,12,28,50,176,15,29,186,666
UCL321058,16,36,3,17,6,28,7,51,24,108,42,207,0,7,3,5,6,37,10,48,54,251,0,0,3,15,3,10,15,44,16,70,0,0,0,3,3,6,6,10,20,76,3,12,94,380
UCL321059,100,185,0,0,4,15,3,7,23,77,26,100,3,6,5,13,4,19,10,39,38,144,0,3,0,0,0,0,6,14,5,23,0,6,6,14,5,20,11,29,23,50,3,3,161,386
UCL321060,130,255,3,4,9,25,5,9,58,224,74,265,3,7,8,15,14,41,22,54,89,322,0,0,3,12,3,8,19,47,23,69,0,0,6,9,8,19,14,30,41,100,4,16,266,689
UCL321061,102,203,0,0,0,6,3,12,33,127,33,149,0,5,0,4,10,30,10,32,50,179,0,0,3,16,0,3,18,54,22,76,0,4,6,11,15,28,16,40,46,113,4,4,196,495
UCL321062,14,22,8,46,9,36,8,46,35,172,54,299,0,0,0,0,3,12,3,12,54,310,4,27,0,7,3,14,19,80,28,127,0,0,3,3,4,13,6,17,39,145,3,3,102,483
UCL321063,141,282,0,0,7,44,3,10,60,250,76,306,6,20,8,32,25,72,39,121,115,427,0,0,3,6,0,0,18,47,17,59,0,0,3,4,18,38,21,41,36,102,10,12,300,828
UCL321064,77,157,3,20,16,72,0,3,47,185,63,280,3,13,5,12,12,42,19,65,83,346,0,5,0,5,4,7,12,43,18,62,0,0,0,4,17,37,20,39,41,108,4,6,203,615
UCL321065,93,180,0,0,0,3,0,0,23,89,27,93,0,0,0,3,4,15,7,17,30,107,0,0,0,0,0,0,3,7,3,7,0,0,0,0,4,15,4,15,8,21,4,8,140,319
UCL321066,109,207,0,9,15,73,3,17,87,349,107,448,3,15,10,36,33,96,44,151,156,597,0,3,0,0,0,0,14,36,16,42,0,5,0,3,12,21,10,25,26,73,0,3,291,880
UCL321067,84,161,3,12,6,10,4,25,32,129,39,176,0,7,4,13,16,55,23,69,68,248,3,8,5,8,0,7,11,29,16,55,0,0,0,0,15,23,16,24,29,80,3,6,182,500
UCL321068,104,210,3,14,3,4,3,12,14,55,24,81,0,0,0,3,9,25,9,26,32,108,0,0,3,3,0,0,3,10,6,16,6,12,0,4,10,21,14,36,20,51,3,8,165,380
UCL321069,59,145,5,17,3,20,11,50,50,213,65,295,0,0,0,6,14,48,12,52,79,346,0,9,3,14,8,43,45,152,63,214,0,0,0,0,19,44,17,50,78,269,17,48,240,798
UCL321070,131,253,6,29,8,50,0,8,38,160,58,252,3,25,10,35,31,102,47,157,110,411,0,0,3,8,0,0,15,35,11,40,0,0,3,4,14,26,15,29,29,70,0,0,264,738
UCL321071,114,222,0,7,3,6,0,3,18,70,26,94,3,10,0,3,9,16,9,27,32,121,0,0,3,7,0,7,10,23,15,35,0,0,4,7,7,19,10,25,21,63,3,5,172,411
UCL321072,154,305,4,17,11,62,11,42,66,268,89,383,4,22,7,27,34,110,49,158,141,542,0,0,0,3,9,17,17,47,23,71,0,6,4,3,12,34,21,46,42,117,4,5,339,975
UCL321073,17,41,0,0,0,0,14,103,38,188,51,290,0,9,0,0,3,17,6,26,58,319,0,6,3,15,4,32,21,77,34,127,0,0,0,0,16,40,16,40,47,167,7,14,129,544
UCL321074,90,175,0,3,3,22,3,5,61,214,68,250,0,3,7,29,18,58,33,91,93,348,0,0,3,13,0,0,18,46,26,67,3,8,3,11,9,24,21,41,40,107,3,3,226,629
UCL321075,131,266,0,10,11,57,4,17,39,141,57,219,0,3,4,15,17,54,23,69,81,291,0,0,0,3,0,0,8,12,11,19,0,0,4,8,18,44,27,52,34,70,3,8,251,640
UCL321076,63,125,0,4,4,30,0,4,36,155,49,202,0,6,5,19,13,33,13,51,63,249,0,0,3,10,0,0,15,40,16,52,0,0,0,0,9,16,11,23,28,71,3,6,160,456
UCL321077,80,154,0,0,14,45,4,11,33,127,44,178,7,17,7,19,21,56,31,91,77,269,0,0,0,5,0,0,7,17,7,19,0,8,0,0,0,3,3,6,9,22,0,3,160,451
UCL321078,90,178,3,12,12,66,5,18,60,255,80,356,3,9,9,19,24,78,32,103,114,457,0,0,0,8,0,3,12,39,16,44,0,4,3,9,3,10,7,21,22,72,0,3,229,709
UCL321079,92,180,3,12,14,57,5,16,64,241,79,323,5,23,4,21,20,57,29,102,109,426,0,0,0,4,4,9,20,63,29,69,0,3,0,3,6,17,15,29,41,100,4,8,248,716
UCL321080,109,217,0,0,7,23,4,9,51,184,55,211,0,4,3,11,14,28,14,40,73,251,3,13,3,15,0,0,18,31,20,59,0,3,0,4,12,16,13,21,30,84,0,3,214,560
UCL321081,83,158,0,0,3,27,0,3,53,195,58,223,4,24,4,10,21,52,29,87,86,305,0,7,0,3,3,9,14,47,16,62,3,5,0,3,13,26,15,38,34,95,0,0,201,560
UCL321082,96,195,7,38,16,80,0,11,72,304,103,434,4,20,0,9,15,57,22,83,127,520,0,0,3,19,3,7,14,28,15,54,0,0,0,0,4,13,4,13,22,66,3,4,250,781
UCL321083,31,71,3,25,3,14,15,94,66,297,88,428,0,5,3,7,13,47,13,58,104,488,6,25,0,0,10,33,33,104,43,164,0,0,0,0,25,65,22,67,64,232,14,34,215,824
UCL321084,46,94,0,0,0,4,0,8,37,131,39,141,0,0,0,4,5,12,3,17,38,158,0,0,3,7,3,9,6,14,12,35,0,0,0,0,0,3,0,3,9,38,3,5,103,290
UCL321085,85,169,0,0,5,29,4,7,22,96,33,132,8,32,7,28,20,64,38,123,68,256,0,0,3,8,0,8,4,9,10,26,0,0,0,3,3,4,6,10,16,34,3,5,169,460
UCL321086,103,198,3,13,0,7,12,64,58,234,75,312,0,0,0,3,18,55,15,62,94,374,3,26,3,11,15,55,44,164,69,245,0,0,0,0,23,62,25,59,92,311,7,13,291,896
UCL321087,187,363,4,27,20,74,14,54,112,431,141,585,10,52,17,48,26,81,58,185,200,766,0,3,0,0,0,4,12,34,13,42,0,5,0,3,11,24,14,29,24,72,0,3,417,1206
UCL321088,116,226,0,6,5,11,0,0,20,86,21,105,3,9,4,13,15,47,19,64,43,168,0,0,0,8,0,3,11,35,14,47,0,0,3,3,7,22,13,25,22,73,0,0,181,471
UCL321089,63,130,6,32,5,36,3,12,41,157,56,229,3,8,3,18,17,51,25,78,78,307,0,7,0,0,0,0,3,10,6,15,0,0,0,3,4,18,5,16,15,38,0,0,154,474
UCL321090,131,270,3,15,15,72,8,20,76,311,99,420,3,21,13,33,27,93,43,150,146,565,3,7,7,41,0,4,26,80,34,136,0,3,3,13,13,29,20,47,56,180,6,10,336,1030
UCL321091,102,191,0,0,4,15,0,0,26,106,30,126,0,10,3,10,7,35,14,47,44,168,0,0,0,0,0,0,14,24,14,24,0,4,4,9,16,30,17,38,29,62,3,3,178,433
UCL321092,54,110,3,20,0,8,6,39,46,179,57,246,0,0,0,3,8,26,10,32,67,279,3,11,0,0,7,24,32,114,41,144,0,0,0,0,13,34,13,34,54,180,12,39,184,604
UCL321093,88,175,0,4,16,80,0,3,32,136,49,226,4,11,7,20,8,32,21,69,70,292,0,0,0,7,0,0,3,4,4,10,0,3,0,0,3,3,4,10,5,13,0,0,167,483
UCL321094,64,128,0,0,3,12,3,10,41,145,43,169,0,0,0,0,8,20,6,24,57,191,0,0,0,3,0,5,13,47,16,57,0,0,0,0,9,18,12,22,24,78,0,0,145,395
UCL321095,92,176,0,7,6,45,3,20,26,107,41,179,3,11,3,10,9,31,15,53,55,234,0,12,3,3,0,6,29,69,33,90,0,0,4,14,14,31,18,42,54,137,0,7,205,553
UCL321096,60,122,0,3,0,0,7,16,25,105,32,126,0,0,3,3,5,12,8,16,40,141,0,0,0,0,0,4,7,28,12,40,0,0,0,3,8,18,9,22,22,56,3,4,123,332
UCL321097,92,184,0,0,8,38,0,0,16,52,18,92,0,0,0,0,10,26,8,26,32,117,0,0,0,4,0,0,13,24,13,29,0,0,3,3,8,14,10,19,18,47,0,3,147,353
UCL321098,80,168,0,4,16,74,0,3,59,241,79,327,9,40,7,32,14,48,37,113,115,446,0,0,0,5,0,0,15,38,16,46,0,9,3,7,4,4,7,22,22,69,3,4,222,685
UCL321099,66,132,0,4,0,3,0,0,6,26,8,39,0,0,0,5,7,14,3,17,11,51,0,0,0,0,4,13,7,32,11,45,0,0,3,5,15,25,15,35,29,79,0,3,112,269
UCL321100,97,203,3,30,9,32,7,21,33,132,52,216,4,31,5,17,22,59,36,113,84,322,0,0,3,9,0,15,13,36,22,60,0,0,4,10,11,17,13,24,34,82,0,0,214,607
UCL321101,94,188,0,0,5,35,4,16,26,117,40,161,3,14,8,15,10,29,17,55,59,213,0,0,3,10,0,3,10,24,12,33,0,0,3,7,8,18,9,23,25,60,3,6,175,475
UCL321102,117,236,0,0,9,44,0,0,55,209,60,250,0,7,8,24,11,41,25,73,84,321,0,0,0,0,3,9,23,60,26,62,0,0,0,3,7,18,7,20,29,82,3,5,235,641
UCL321103,86,166,0,9,5,40,0,6,72,287,85,341,5,21,3,13,7,13,16,46,100,386,0,0,0,3,0,3,9,17,12,25,0,0,0,0,11,23,9,21,22,50,3,3,206,606
UCL321104,98,205,3,23,12,65,3,29,58,218,77,339,0,15,12,39,18,69,34,116,116,451,0,6,5,11,5,10,15,34,22,62,0,0,3,5,15,37,20,43,38,102,3,4,259,766
UCL321105,78,156,0,0,8,25,0,4,36,157,48,184,0,0,0,3,12,31,10,36,59,221,0,0,3,16,3,3,27,77,29,97,0,0,0,0,8,19,12,21,44,118,4,3,179,497
UCL321106,78,157,0,0,7,21,0,3,29,109,33,129,3,10,0,0,6,25,10,44,51,173,0,0,5,4,0,0,5,18,7,26,0,0,0,0,3,5,3,4,15,33,3,5,140,363
UCL321107,104,206,0,7,3,24,0,3,26,108,35,148,0,3,3,6,3,16,11,31,41,171,0,0,0,0,0,0,19,48,17,54,3,7,0,3,13,26,13,35,32,83,5,13,185,478
UCL321108,83,158,3,21,11,39,3,11,46,186,58,254,5,23,7,22,25,74,36,119,95,377,0,0,0,0,3,12,13,35,13,44,0,0,3,4,5,20,9,26,27,63,0,0,203,602
