UCL_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
UCL315045,436,18,0,8,3,472,163,5,0,7,0,176,32,5,0,0,0,36,632,31,4,10,3,678
UCL315046,488,0,0,3,0,490,69,0,0,0,0,69,6,0,0,0,0,6,563,0,0,3,0,571
UCL315047,424,88,18,3,0,528,57,18,15,0,0,98,19,0,5,0,0,22,495,107,42,6,3,648
UCL315048,673,0,16,12,3,715,110,0,3,9,0,125,29,0,0,0,3,31,809,3,25,23,10,863
UCL315049,776,31,10,0,6,831,255,42,23,5,3,329,52,5,12,41,0,103,1080,82,46,43,10,1259
UCL315050,1056,34,15,35,3,1142,145,12,3,16,0,178,19,5,3,0,0,31,1225,51,24,52,3,1353
UCL315051,672,28,0,3,4,701,55,11,0,0,0,68,15,0,0,0,0,15,750,35,0,3,5,789
UCL315052,708,25,39,8,6,785,180,14,19,5,0,214,26,0,4,3,0,29,914,41,55,14,8,1034
UCL315053,957,7,7,15,0,987,265,5,10,3,0,280,41,0,3,0,0,40,1262,9,24,17,0,1310
UCL315054,952,0,0,0,13,966,239,0,0,0,3,245,37,0,0,0,0,41,1230,3,0,4,13,1254
UCL315055,451,19,0,8,0,478,101,34,0,0,0,137,16,3,0,0,0,13,563,55,0,5,3,633
UCL315056,945,58,12,3,5,1023,133,17,0,0,0,150,16,0,0,0,0,20,1093,77,16,3,8,1192
UCL315057,619,0,7,0,0,625,78,0,9,0,0,90,7,0,0,0,0,7,713,0,12,0,0,727
UCL315058,374,19,11,0,0,410,14,0,0,0,0,15,4,0,0,0,0,4,397,22,11,0,0,433
UCL315059,656,0,0,0,0,657,45,0,0,0,0,45,5,0,0,0,0,5,710,0,0,0,0,710
UCL315060,396,39,7,3,8,451,21,7,0,0,0,28,12,0,0,0,0,10,428,39,7,3,9,494
UCL315061,228,36,13,13,0,289,100,28,13,0,4,133,11,3,0,3,0,17,335,65,23,15,7,442
UCL315062,341,0,13,6,0,359,133,0,10,5,0,143,11,0,0,0,0,17,480,0,23,8,0,519
UCL315063,254,0,0,0,0,258,142,0,0,0,0,147,19,0,0,0,0,19,415,0,0,3,0,425
UCL315064,899,17,0,5,3,923,75,9,0,0,0,87,14,0,0,0,0,14,984,28,0,6,3,1020
UCL315065,557,20,8,9,13,606,98,4,5,5,0,114,25,0,0,0,0,23,678,29,8,17,12,743
UCL315066,386,7,34,16,4,448,91,22,45,3,7,169,18,0,6,0,0,26,491,33,90,25,6,641
UCL315067,603,4,3,13,0,625,337,0,16,3,0,356,29,0,0,0,0,36,967,5,24,19,0,1015
UCL315068,387,16,18,0,0,418,89,3,0,0,3,104,18,0,0,0,0,19,492,22,13,0,5,536
UCL315069,251,0,0,19,0,274,26,0,0,16,0,43,3,0,0,0,0,3,286,0,0,35,0,318
UCL315070,239,0,12,10,3,270,94,0,17,30,0,136,13,0,9,15,3,43,352,0,35,50,8,442
UCL315071,469,7,24,0,0,500,209,3,21,0,3,235,24,0,4,0,0,31,705,11,44,3,3,766
UCL315072,855,26,27,16,0,928,280,23,29,18,0,351,47,0,0,4,0,52,1188,53,53,38,0,1334
UCL315073,301,22,43,11,0,387,50,3,24,0,3,77,11,0,6,0,23,37,360,23,69,11,24,499
UCL315074,1037,0,57,3,3,1101,312,0,29,5,0,353,44,0,8,5,0,56,1393,0,99,12,3,1513
UCL315075,237,16,18,6,0,275,156,12,16,9,0,194,4,3,0,0,0,9,397,34,27,19,0,483
UCL315076,1208,53,3,27,0,1294,90,27,10,18,0,151,20,6,0,6,3,34,1318,93,12,47,4,1478
UCL315077,691,17,8,3,3,726,202,9,21,9,0,234,37,0,3,0,0,35,927,33,27,14,3,1000
UCL315078,519,8,5,10,4,545,76,0,3,10,0,95,11,0,0,0,0,9,605,9,8,25,6,648
UCL315079,626,320,250,39,5,1238,48,63,67,11,0,191,19,16,20,3,0,55,694,398,334,50,6,1485
UCL315080,775,55,58,4,0,897,224,42,44,0,3,313,32,10,12,0,0,54,1030,106,111,10,6,1264
UCL315081,264,35,46,10,0,361,52,33,15,3,0,103,6,4,4,0,0,16,320,72,62,12,0,471
UCL315082,297,0,0,0,0,299,22,0,0,0,0,22,4,0,0,0,0,4,324,0,0,0,0,329
UCL315083,500,10,0,8,0,517,74,0,0,0,0,74,13,0,0,0,0,13,589,10,0,8,0,602
UCL315084,607,21,3,0,0,629,152,36,0,0,0,193,14,3,0,0,0,15,767,57,3,3,0,832
UCL315085,956,0,0,3,0,958,283,0,0,9,0,291,52,0,0,3,0,51,1288,0,0,11,3,1301
UCL315086,609,0,0,0,0,609,12,0,0,0,0,12,14,0,0,0,0,14,640,0,0,0,0,640
UCL315087,755,16,52,6,0,829,263,8,41,3,0,312,34,0,27,23,0,88,1050,24,122,27,3,1224
UCL315088,535,3,8,15,13,567,216,0,15,3,0,229,26,0,0,7,0,32,775,3,22,21,13,835
UCL315089,1259,56,93,14,6,1423,444,35,70,0,0,550,39,5,9,0,0,57,1738,91,180,14,4,2032
UCL315090,377,33,61,3,0,471,112,20,26,0,0,160,74,11,7,0,0,90,563,62,95,3,0,720
UCL315091,259,0,5,3,0,262,8,0,0,0,0,8,5,0,0,0,0,5,271,0,5,3,0,283
UCL315092,553,79,11,65,3,712,159,60,4,47,0,271,21,9,0,5,0,34,734,149,17,112,3,1024
UCL315093,262,17,0,0,3,281,117,14,0,0,0,133,14,0,0,0,0,14,389,33,4,3,3,430
UCL315094,659,0,13,0,3,678,91,0,3,0,0,90,18,0,0,0,0,18,764,0,11,3,3,786
UCL315095,480,8,39,11,0,529,181,14,34,0,0,226,22,4,3,6,0,33,678,23,72,16,3,789
UCL315096,877,12,17,0,3,919,134,9,7,0,0,156,21,0,8,0,0,23,1035,28,31,3,5,1096
UCL315097,324,0,0,0,0,329,51,0,0,0,0,53,9,0,0,0,0,9,380,0,0,0,3,384
UCL315098,650,300,29,18,0,998,55,43,6,10,0,107,20,14,0,3,0,37,722,354,38,30,0,1148
UCL315099,912,17,0,0,3,934,57,3,0,0,0,62,15,0,0,0,0,15,989,16,0,0,4,1011
UCL315100,286,0,37,31,3,354,32,0,13,51,0,96,9,0,3,27,0,38,322,0,46,112,3,486
UCL315101,459,6,8,0,3,469,44,0,0,0,0,45,11,0,0,0,0,11,510,6,8,3,3,523
UCL315102,451,15,5,9,5,484,171,26,8,7,0,212,22,0,3,0,0,28,646,45,19,15,3,723
UCL315103,289,27,37,10,5,373,44,15,16,0,0,80,8,0,7,0,3,23,347,40,62,9,13,472
UCL315104,513,0,0,15,3,535,132,0,0,7,3,139,13,0,3,3,0,18,659,0,4,22,6,693
UCL315105,333,16,3,3,0,360,68,3,0,0,0,71,3,0,0,0,0,10,406,24,4,11,0,439
UCL315106,387,0,0,0,0,387,49,0,0,0,0,49,9,0,0,0,0,9,445,0,0,0,0,445
UCL315107,453,31,32,33,7,561,68,17,18,25,0,121,10,0,4,5,0,20,529,50,55,62,7,704
UCL315108,164,41,13,8,0,224,157,15,23,42,0,233,3,0,0,0,0,8,327,54,35,52,0,465
UCL315109,1049,91,0,0,0,1137,100,15,0,0,0,110,32,0,0,0,0,32,1182,101,0,0,0,1284
UCL315110,326,3,11,4,0,343,52,0,3,0,0,57,4,0,0,0,0,4,385,3,13,4,4,409
UCL321001,207,3,37,9,11,261,29,3,7,0,10,44,8,0,0,0,0,12,239,4,43,9,22,318
UCL321002,187,0,0,0,0,187,45,0,0,0,0,46,9,0,0,0,0,13,239,0,0,3,0,243
UCL321003,207,5,8,3,0,219,88,0,12,3,0,102,14,0,3,0,0,18,309,8,21,9,0,345
UCL321004,145,0,0,4,0,151,58,0,0,0,0,58,12,0,0,0,0,12,210,0,0,7,0,219
UCL321005,182,0,0,0,0,190,37,0,0,3,0,38,7,0,0,0,0,7,228,0,0,3,0,234
UCL321006,233,6,12,10,0,259,101,9,7,4,0,120,5,0,0,0,0,12,343,13,25,11,4,396
UCL321007,133,29,0,0,0,164,31,5,0,0,0,40,4,0,0,0,0,4,171,37,0,0,0,202
UCL321008,276,7,0,9,0,296,65,0,0,0,0,69,10,0,0,15,4,25,353,7,0,24,3,394
UCL321009,288,0,0,0,0,288,83,0,0,0,0,82,11,0,0,4,0,11,379,0,0,4,0,386
UCL321010,327,0,13,9,11,360,106,0,0,6,0,116,13,0,0,0,0,14,451,0,14,12,13,487
UCL321011,172,0,0,0,0,180,13,0,0,0,0,13,3,0,0,0,0,3,193,0,0,0,0,199
UCL321012,205,0,25,0,5,236,44,0,18,0,0,66,4,0,0,0,0,12,258,0,46,0,5,310
UCL321013,210,0,0,9,0,228,15,0,0,9,0,22,6,0,0,0,0,4,227,0,0,23,0,251
UCL321014,166,0,3,8,0,175,101,3,0,8,0,117,9,3,0,0,0,12,282,7,3,16,0,309
UCL321015,244,0,0,0,0,240,21,0,0,0,0,21,6,0,0,0,0,6,270,0,0,0,0,267
UCL321016,251,0,0,0,0,251,42,0,0,0,0,47,5,0,0,0,0,5,297,0,0,0,0,301
UCL321017,264,4,6,3,3,289,121,17,0,0,0,143,15,5,0,0,0,23,400,26,7,12,4,454
UCL321018,175,0,3,3,4,188,78,0,0,0,0,77,13,0,0,0,0,17,263,0,3,9,4,275
UCL321019,301,0,0,0,3,301,10,0,0,0,0,10,3,0,0,0,0,3,311,0,0,0,3,312
UCL321020,198,0,5,9,0,206,31,0,0,4,0,34,0,0,0,0,0,0,230,0,5,9,0,244
UCL321021,280,0,0,4,0,283,24,0,0,0,0,24,9,0,0,0,0,9,308,0,0,4,0,313
UCL321022,217,0,0,3,0,218,30,0,0,3,0,31,8,0,0,0,0,8,251,0,0,3,0,259
UCL321023,205,0,0,6,0,206,42,0,0,0,0,44,8,0,0,0,0,12,255,0,0,9,0,263
UCL321024,177,0,0,0,0,180,5,0,0,0,0,5,0,0,0,0,0,0,185,0,0,0,0,184
UCL321025,216,0,0,0,0,223,55,0,7,0,0,63,9,0,0,0,0,9,282,0,7,5,0,288
UCL321026,148,6,0,0,0,151,31,3,0,0,0,32,5,0,0,0,0,4,180,12,0,0,0,190
UCL321027,216,6,0,0,0,220,36,0,0,0,0,38,3,0,0,0,0,3,248,6,3,3,0,265
UCL321028,230,0,22,7,3,260,51,0,5,4,0,65,12,0,0,0,0,12,290,0,31,7,3,332
UCL321029,272,0,0,0,0,275,72,0,0,0,0,73,10,0,0,0,0,10,356,0,3,0,3,361
UCL321030,150,0,0,0,5,153,43,0,0,0,3,44,6,0,0,0,0,6,200,0,0,0,7,205
UCL321031,306,0,0,0,0,306,55,0,0,0,0,55,9,0,0,0,0,9,359,0,0,0,0,359
UCL321032,520,0,0,5,0,523,59,0,0,0,3,60,16,0,0,0,0,16,592,0,0,5,3,597
UCL321033,137,10,12,0,0,156,30,7,7,0,0,43,7,0,0,0,0,5,170,17,18,0,0,209
UCL321034,183,3,0,4,5,193,159,14,0,3,0,182,15,0,0,0,0,15,359,15,4,6,7,395
UCL321035,464,0,0,0,0,467,103,0,0,0,0,103,15,0,0,0,0,15,586,0,0,0,0,590
UCL321036,195,0,0,0,0,195,4,0,0,0,0,4,0,0,0,0,0,0,198,0,0,0,0,198
UCL321037,228,0,0,0,0,228,23,0,0,0,0,18,0,0,0,0,0,0,251,0,0,0,0,247
UCL321038,220,0,9,10,0,239,79,0,3,3,0,83,17,0,0,0,0,20,315,0,7,21,0,349
UCL321039,265,0,7,5,0,285,57,0,3,4,0,64,6,0,0,0,0,8,328,0,11,16,0,354
UCL321040,384,4,6,0,22,417,120,0,5,0,6,133,13,0,0,0,7,28,518,3,9,3,41,571
UCL321041,280,3,3,0,5,295,31,0,0,0,0,38,8,0,0,0,0,14,325,8,3,3,10,348
UCL321042,338,0,0,3,11,354,29,0,0,0,0,29,9,0,0,0,0,7,373,0,0,4,10,391
UCL321043,206,0,0,0,0,206,21,0,0,0,0,21,0,0,0,0,0,0,228,0,0,0,0,228
UCL321044,208,3,14,6,3,235,97,0,21,4,0,124,8,0,5,0,0,17,314,3,37,17,5,371
UCL321045,150,0,0,0,3,155,10,0,0,0,0,10,3,0,0,0,0,3,163,0,0,0,3,167
UCL321046,137,6,8,0,0,153,4,3,3,0,0,14,3,0,0,0,0,4,151,4,16,0,3,172
UCL321047,155,0,0,0,3,156,27,0,0,0,0,27,0,0,0,0,0,0,190,0,0,0,3,190
UCL321048,503,0,5,3,4,520,26,0,0,0,0,26,10,0,0,0,0,5,534,0,7,3,6,552
UCL321049,428,0,0,12,4,450,154,0,0,4,0,158,26,0,0,0,0,22,607,0,0,22,4,629
UCL321050,262,0,0,0,0,265,15,0,0,0,0,15,10,0,0,0,0,6,285,0,0,0,3,289
UCL321051,173,0,0,0,0,172,12,0,0,0,0,12,7,0,0,0,0,7,189,0,0,0,0,193
UCL321052,203,0,0,5,0,210,63,0,0,0,0,67,14,0,0,0,0,13,276,3,0,3,0,290
UCL321053,116,0,6,3,0,130,66,0,6,3,0,78,8,0,3,0,0,6,192,0,20,10,0,213
UCL321054,148,5,0,0,0,149,13,4,0,0,0,14,7,0,0,0,0,7,163,5,0,0,0,172
UCL321055,181,4,7,0,4,186,47,4,7,0,0,54,14,0,3,0,0,17,236,9,14,0,4,260
UCL321056,245,6,3,0,3,257,59,0,4,0,0,67,7,0,0,0,0,14,315,6,12,0,5,333
UCL321057,148,3,0,0,0,154,55,3,0,0,0,59,3,0,0,0,0,3,208,7,0,0,0,210
UCL321058,73,0,3,0,0,79,26,0,0,0,0,22,36,0,3,0,0,42,132,3,8,0,0,141
UCL321059,192,0,0,0,4,198,23,0,0,0,0,23,6,0,0,0,0,8,225,0,0,0,4,229
UCL321060,172,89,8,0,11,271,77,26,0,0,5,113,12,7,0,0,0,20,259,120,4,0,17,407
UCL321061,173,4,5,5,14,205,95,0,3,0,11,104,8,0,0,0,0,9,276,9,7,4,23,319
UCL321062,50,7,0,0,0,57,48,4,0,4,0,54,3,0,0,0,0,3,98,15,0,4,0,113
UCL321063,287,5,3,4,0,300,145,0,5,6,4,158,12,0,3,0,0,10,446,3,14,7,4,472
UCL321064,227,0,0,0,0,226,53,0,0,0,0,53,9,0,0,0,0,9,284,0,0,0,0,289
UCL321065,103,0,8,37,13,165,39,0,6,14,4,61,4,0,0,8,0,13,145,0,15,59,18,237
UCL321066,295,0,0,0,3,301,20,0,0,0,0,20,3,0,0,0,0,3,322,0,0,0,3,318
UCL321067,171,0,4,0,7,179,76,0,3,0,5,86,7,0,0,0,0,6,258,0,10,0,12,273
UCL321068,134,7,0,41,0,183,34,0,0,40,0,69,3,0,0,6,0,10,165,3,5,83,0,258
UCL321069,131,45,0,0,0,183,35,16,0,0,0,56,3,0,0,0,0,4,173,66,0,0,0,241
UCL321070,280,0,0,0,0,281,18,0,0,0,0,18,4,0,0,0,0,4,303,0,0,0,0,300
UCL321071,197,0,6,18,0,217,56,3,0,3,0,61,6,0,0,4,0,12,254,5,3,19,0,284
UCL321072,341,0,0,0,0,343,68,0,0,0,0,71,10,0,0,0,0,10,417,0,0,0,0,421
UCL321073,60,0,0,0,0,56,77,0,3,0,0,79,7,0,0,0,0,7,140,3,3,0,0,144
UCL321074,270,0,0,0,0,278,28,0,0,0,0,30,6,0,0,0,0,6,309,0,0,6,0,309
UCL321075,282,10,0,35,3,327,39,0,0,14,0,51,8,0,0,3,0,12,328,11,0,50,3,391
UCL321076,168,0,0,5,0,176,43,3,0,0,0,46,3,0,0,0,0,3,207,3,0,6,3,226
UCL321077,150,0,3,5,0,163,26,0,0,0,0,28,4,0,0,0,0,5,184,0,5,5,0,191
UCL321078,227,0,0,5,0,231,21,0,0,0,0,22,3,0,0,0,0,3,257,0,0,7,0,258
UCL321079,228,7,7,0,0,243,64,0,11,0,0,73,4,0,0,11,3,19,299,8,17,9,3,340
UCL321080,222,7,20,18,0,268,39,4,3,4,0,48,10,0,0,0,0,10,274,13,23,24,0,330
UCL321081,178,0,0,4,3,191,90,4,0,3,0,98,9,0,0,0,0,15,283,11,0,5,3,302
UCL321082,232,0,0,0,4,236,16,0,0,0,0,16,3,0,0,0,0,3,248,0,0,0,4,256
UCL321083,96,10,0,0,0,111,94,29,0,0,0,124,0,3,0,0,0,3,189,40,0,3,0,236
UCL321084,104,0,3,3,0,111,18,0,3,0,0,20,12,0,3,0,0,12,135,0,5,3,0,152
UCL321085,140,0,0,36,0,176,16,0,0,17,0,35,4,0,0,0,0,10,160,0,3,51,0,216
UCL321086,177,0,4,4,7,190,137,0,3,4,0,146,19,0,0,0,0,18,332,0,7,9,10,354
UCL321087,439,0,0,0,3,443,37,0,0,0,0,37,5,0,0,0,0,5,482,0,0,0,3,487
UCL321088,180,0,0,8,0,193,54,0,0,3,0,59,9,0,0,0,0,9,241,0,0,13,0,258
UCL321089,169,0,0,0,0,169,23,0,0,0,0,24,0,0,0,0,0,0,194,0,0,0,0,196
UCL321090,333,0,0,0,0,333,62,0,0,0,0,62,16,0,0,0,0,16,412,0,0,0,0,412
UCL321091,187,11,24,4,10,237,23,0,4,3,0,32,5,0,0,0,0,4,215,11,31,6,10,272
UCL321092,103,0,17,0,0,122,57,0,15,0,0,72,0,0,0,0,0,0,167,0,36,0,0,201
UCL321093,181,0,6,0,0,188,3,0,0,0,0,3,3,0,0,0,0,3,188,0,6,0,0,195
UCL321094,148,0,8,3,0,161,46,0,7,0,0,55,3,0,9,0,0,17,202,0,25,3,0,231
UCL321095,189,3,16,5,0,210,94,0,13,6,0,110,17,0,0,3,0,18,299,3,27,14,3,338
UCL321096,132,0,0,0,3,136,48,8,0,3,0,51,9,0,0,0,0,11,180,10,0,4,3,198
UCL321097,135,0,0,25,12,178,84,0,0,14,0,99,13,0,0,0,0,13,232,0,0,46,13,291
UCL321098,234,17,0,0,0,257,7,5,0,0,0,12,8,0,0,0,0,8,249,21,0,0,0,274
UCL321099,99,0,0,25,16,138,76,0,0,20,8,103,9,0,0,4,0,8,184,0,0,45,21,255
UCL321100,187,0,0,3,0,191,39,0,0,0,0,39,7,0,0,0,0,7,235,0,0,3,0,235
UCL321101,188,0,3,0,0,196,27,0,0,0,0,27,3,0,0,0,0,3,223,0,3,0,0,226
UCL321102,242,0,43,0,3,289,29,0,8,0,0,42,3,0,3,0,0,10,275,3,57,0,3,338
UCL321103,120,0,0,0,104,228,33,0,0,0,28,62,7,0,0,0,0,9,157,0,0,0,136,297
UCL321104,249,0,0,0,0,256,35,0,0,0,0,35,5,0,0,0,0,5,284,0,0,0,0,287
UCL321105,181,0,0,0,3,183,92,4,0,5,5,101,3,0,0,0,0,3,274,4,0,6,10,292
UCL321106,134,0,0,0,0,139,64,0,0,0,0,69,4,0,0,0,0,8,207,4,0,0,0,208
UCL321107,179,0,0,6,0,189,94,6,3,6,0,108,13,0,0,0,0,13,288,13,4,15,0,309
UCL321108,200,0,0,0,0,195,21,0,0,0,0,21,3,0,0,0,0,3,222,0,0,0,0,219
UCL321109,290,0,0,3,0,297,48,0,0,3,0,49,0,0,0,0,0,0,345,0,0,4,0,351
UCL321110,400,0,0,0,0,402,49,0,0,0,0,49,8,0,0,0,0,8,456,0,0,0,0,459
UCL321111,251,0,0,15,0,268,85,0,0,15,0,101,12,0,0,3,0,22,352,3,0,36,3,386
UCL321112,173,3,3,11,0,189,88,0,5,8,0,104,14,0,3,0,0,19,281,3,8,18,0,306
UCL321113,159,0,4,0,0,167,35,0,0,0,0,40,9,0,0,0,0,15,204,0,3,3,0,217
UCL321114,213,3,9,14,7,245,92,0,17,0,0,106,18,0,0,7,0,21,322,4,22,25,7,368
UCL321115,306,0,5,6,0,319,33,0,3,0,0,41,0,0,0,0,0,0,345,0,7,8,0,357
UCL321116,229,13,0,7,3,249,34,6,4,3,0,46,9,0,0,0,0,12,266,23,3,7,3,303
UCL321117,80,3,0,0,0,85,122,26,3,0,0,146,12,0,0,0,0,13,209,32,0,0,0,245
UCL321118,150,0,0,32,3,184,29,0,0,22,0,46,3,0,0,4,0,6,179,0,0,54,3,231
UCL321119,233,3,8,5,0,244,88,0,10,5,0,100,11,0,0,0,0,13,330,3,12,16,0,360
UCL322001,123,0,0,0,0,123,10,0,0,0,0,11,7,0,0,0,0,7,138,0,0,0,0,137
UCL322002,84,0,3,4,3,97,29,0,3,0,0,32,4,0,0,0,0,6,124,0,5,4,7,133
UCL322003,62,0,0,10,0,70,13,0,0,10,0,25,3,0,0,3,0,6,83,0,0,17,0,104
UCL322004,108,0,0,3,0,108,29,0,3,3,0,40,5,0,0,0,0,5,142,0,4,9,0,154
UCL322005,56,0,0,0,0,56,43,0,0,3,0,48,3,0,0,0,0,3,105,0,0,3,0,114
UCL322006,126,0,0,9,0,130,35,0,0,0,0,35,3,0,0,0,0,3,160,0,0,9,0,170
UCL322007,71,3,16,0,0,90,15,3,13,0,0,26,6,0,0,0,0,7,91,4,25,0,0,130
UCL322008,102,0,0,0,0,104,48,3,0,0,0,51,11,0,0,0,0,11,161,3,0,3,0,170
UCL322009,58,0,3,6,0,68,36,0,3,3,0,38,5,0,0,3,0,7,94,0,9,12,0,112
UCL322010,96,0,0,5,0,105,28,0,0,0,0,33,6,0,0,0,0,6,137,0,0,5,0,149
UCL322011,90,0,0,0,0,92,26,0,0,0,0,26,9,0,0,0,0,9,135,0,0,0,0,133
UCL322012,100,0,0,0,0,101,13,0,0,0,0,10,3,0,0,0,0,3,112,0,0,0,0,112
UCL322013,117,0,7,0,0,122,40,0,3,0,0,44,3,0,0,0,0,4,158,0,9,0,3,172
UCL322014,104,5,0,0,0,110,25,3,0,0,0,30,6,0,0,0,0,6,140,7,0,0,0,142
UCL322015,74,3,3,3,0,86,17,0,0,0,0,18,0,0,0,0,0,3,92,3,5,3,0,101
UCL322016,7,0,0,0,0,7,42,0,0,0,0,42,3,0,0,0,0,3,55,0,0,0,0,55
UCL322017,131,0,0,4,0,136,34,0,0,9,0,38,0,0,0,3,0,3,165,0,0,14,0,180
UCL322018,121,0,0,0,0,123,14,0,0,0,0,17,3,0,0,0,0,3,146,0,0,0,0,149
UCL322019,49,0,3,3,0,54,18,5,0,0,3,34,10,0,0,0,0,7,78,5,0,5,7,97
UCL322020,47,0,0,5,0,49,14,0,0,0,0,14,0,0,0,3,0,3,67,0,0,3,0,69
UCL322021,135,0,0,0,0,135,31,0,0,0,0,31,0,0,0,0,0,0,170,0,0,0,0,170
UCL322022,18,0,0,0,0,22,9,0,0,0,0,16,7,0,0,0,0,7,40,0,0,0,0,43
UCL322023,135,3,0,3,0,141,27,0,0,0,0,23,4,0,0,0,0,4,164,3,0,3,0,168
UCL322024,147,0,0,3,0,151,10,0,0,0,0,9,0,0,0,0,0,0,152,0,0,7,0,158
UCL322025,162,3,0,0,3,164,25,0,0,0,0,25,5,0,0,0,0,5,188,3,0,0,3,196
UCL322026,20,0,0,0,3,23,10,0,0,0,0,15,8,0,0,4,0,15,38,3,0,7,3,44
UCL322027,51,0,0,0,0,51,4,0,0,0,0,7,0,0,0,0,0,0,49,0,4,0,0,54
UCL322028,51,0,0,8,0,54,26,0,0,3,0,32,6,0,0,0,0,6,80,0,0,7,0,90
UCL322029,29,0,0,4,0,33,17,0,0,7,0,26,3,0,0,0,0,6,46,0,0,8,0,57
UCL322030,75,6,4,0,0,83,17,4,3,0,0,22,0,0,0,0,0,0,87,6,5,0,0,109
UCL322031,39,0,0,3,0,44,19,0,0,3,0,22,4,0,0,0,0,5,66,0,0,8,0,73
UCL322032,98,0,0,3,0,100,30,0,0,0,0,32,4,0,0,0,0,4,133,0,0,3,0,138
UCL322033,91,0,0,0,0,96,29,0,0,0,0,29,6,0,0,0,0,8,128,0,0,0,0,130
UCL322034,30,0,0,3,3,34,10,0,0,3,0,17,0,0,0,0,0,0,38,0,0,6,3,49
UCL322035,18,0,0,0,0,18,13,0,0,0,0,13,9,0,0,0,0,9,34,0,0,0,0,34
UCL322036,85,0,0,8,0,93,45,0,3,8,0,58,3,0,0,0,0,3,131,0,4,14,0,158
UCL322037,77,0,7,0,3,82,45,0,5,0,0,49,10,0,0,0,0,7,124,0,10,0,8,141
UCL322038,3,132,0,3,9,144,0,45,4,4,9,52,0,7,0,0,0,7,3,179,4,6,17,209
UCL322039,31,0,0,3,3,40,29,0,3,0,0,35,0,0,0,0,0,4,65,0,3,4,7,80
UCL322040,84,0,5,3,0,94,40,0,16,10,3,60,3,0,3,0,0,7,127,0,22,10,3,162
UCL322041,67,0,0,6,0,72,25,0,0,0,0,22,5,0,0,4,0,9,100,0,0,9,0,111
UCL322042,107,0,0,0,0,107,4,0,0,0,0,4,0,0,0,0,0,0,110,0,0,0,0,110
UCL322043,51,3,0,0,0,51,14,0,0,0,0,14,13,0,0,0,0,13,72,3,0,0,0,74
UCL322044,75,0,0,0,0,73,34,0,0,0,0,34,4,0,0,0,0,4,106,0,0,0,0,111
UCL322045,75,0,0,0,10,87,15,0,0,0,3,18,5,0,0,0,0,5,88,0,0,0,9,104
UCL322046,81,0,0,3,0,81,18,0,0,0,0,15,4,0,0,0,0,4,100,0,0,5,0,104
UCL322047,114,0,3,0,3,121,23,3,0,0,4,32,3,0,0,0,0,4,142,3,3,0,13,154
UCL322048,114,3,0,4,0,120,30,6,0,0,0,33,3,0,0,36,0,40,148,10,0,39,0,194
UCL322049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL322050,67,0,0,7,0,77,15,0,0,0,0,25,4,0,0,4,0,7,93,0,6,11,3,112
UCL322051,78,0,0,0,0,83,31,0,0,0,0,31,3,0,0,0,0,3,114,0,0,0,0,117
UCL322052,75,0,0,0,0,75,4,0,0,0,0,4,0,0,0,0,0,0,81,0,0,0,0,81
UCL322053,40,0,0,0,0,42,20,0,0,0,0,20,3,0,0,0,0,3,66,0,0,0,0,67
UCL322054,89,3,0,0,0,97,21,0,0,0,0,23,3,0,0,0,0,3,116,3,0,0,0,117
UCL322055,98,0,0,4,0,106,22,0,0,0,0,24,8,0,0,0,0,4,128,0,3,5,0,138
UCL322056,98,0,4,4,0,104,43,0,13,0,0,54,6,0,4,0,0,8,145,0,16,5,0,170
UCL322057,44,5,0,0,0,47,5,0,0,0,0,5,0,0,0,0,0,0,53,5,0,0,0,57
UCL322058,122,5,0,3,0,124,26,0,0,0,0,26,0,0,0,0,0,0,148,5,0,3,0,149
UCL322059,109,0,0,0,0,114,25,0,0,0,0,25,7,0,0,0,9,15,140,0,0,0,10,155
UCL322060,50,0,3,0,0,54,4,0,0,0,0,4,0,0,0,0,0,0,59,0,3,0,0,63
UCL322061,123,3,0,4,0,134,45,0,0,4,0,51,7,0,0,3,0,3,173,3,0,12,0,187
UCL322062,88,0,4,0,0,93,32,0,3,0,0,42,3,0,0,0,0,3,123,0,3,3,0,131
UCL322063,108,5,0,3,6,121,40,4,0,0,0,52,5,0,0,0,0,3,154,10,0,3,11,174
UCL322064,55,0,0,0,0,55,21,0,0,0,0,21,0,0,0,0,0,0,79,0,0,0,0,79
UCL322065,47,0,7,0,0,56,9,0,0,0,0,16,4,0,0,0,0,4,62,0,8,3,0,73
UCL322066,81,0,0,0,0,81,13,0,0,0,0,13,4,0,0,0,0,4,101,0,0,0,0,101
