UCL_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL421014,0,0,0,0,0,0,3,11,15,32,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,3,3,5,13,46,22,33,59,82,108,100,74,52,42,567
UCL421015,0,0,4,3,3,3,8,6,13,44,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,15,15,16,12,76,9,17,67,60,74,96,67,37,30,465
UCL421016,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,3,7,6,5,8,0,3,0,32,15,22,77,86,70,45,15,6,3,342
UCL421017,0,0,5,3,0,11,28,27,10,80,0,0,0,0,0,0,0,0,0,0,9,5,14,6,13,22,18,7,12,111,24,47,108,134,110,158,144,69,55,852
UCL421018,0,0,0,0,0,9,20,26,14,74,0,0,0,0,0,0,0,0,0,0,0,4,7,3,3,13,4,8,3,45,13,28,74,50,64,92,84,69,30,499
UCL421019,0,0,0,0,0,4,6,15,12,47,0,0,0,0,0,0,0,0,0,0,3,0,8,8,3,6,13,10,9,62,10,12,57,63,70,71,90,68,27,467
UCL421020,0,0,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,6,10,3,9,9,12,9,3,0,58,29,48,90,134,162,166,99,23,7,755
UCL421021,0,0,0,0,3,9,9,7,8,32,0,0,0,0,0,0,0,0,0,0,0,3,9,4,7,10,11,5,7,51,19,44,97,75,95,113,70,42,18,567
UCL421022,0,0,0,3,0,0,5,4,3,20,0,0,0,0,0,0,0,0,0,0,4,3,6,3,4,4,4,0,0,36,22,59,129,115,115,94,45,17,6,605
UCL421023,0,0,0,0,0,12,31,30,15,97,0,0,0,0,0,0,0,0,0,3,3,3,9,8,9,5,19,16,6,78,15,28,80,70,107,125,143,90,36,702
UCL421024,0,0,0,0,0,0,4,12,3,20,0,0,0,0,0,0,0,0,0,0,3,0,4,6,4,3,8,10,0,35,10,34,82,112,131,164,136,69,13,755
UCL421025,0,0,3,0,0,4,7,13,3,38,0,0,0,0,3,0,0,0,0,3,3,0,7,9,3,12,13,12,4,75,17,37,74,72,86,142,139,59,13,626
UCL421026,0,0,3,0,3,3,31,16,15,74,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,21,22,28,99,11,22,64,77,74,119,143,86,58,655
UCL421027,0,0,0,0,0,0,11,13,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,5,17,38,7,29,49,73,65,92,83,43,28,466
UCL421028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,5,3,0,0,23,24,46,37,63,134,81,47,11,6,440
UCL421029,0,0,0,0,3,3,16,20,10,53,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,6,6,9,10,43,4,10,45,55,70,78,77,56,32,430
UCL421030,0,0,0,0,0,3,16,19,7,43,0,0,0,0,0,0,0,0,0,7,0,3,18,5,11,25,14,13,3,90,9,47,151,90,127,170,120,61,15,798
UCL421031,0,0,6,0,0,3,10,11,14,46,0,0,0,0,0,0,0,0,0,0,3,9,6,7,15,9,3,5,4,61,13,33,77,56,84,87,57,44,27,460
UCL421032,0,0,0,0,3,12,28,20,10,70,0,0,0,0,0,0,0,0,0,0,3,3,9,11,14,9,15,11,9,84,10,23,45,70,94,107,127,58,17,554
UCL421033,0,0,0,0,0,3,12,9,3,25,0,0,0,0,3,0,0,0,0,5,4,0,5,4,5,6,0,3,3,32,19,30,78,66,78,72,63,25,8,433
UCL421034,0,0,0,0,5,18,30,14,10,86,0,0,0,0,0,0,3,3,0,7,0,4,4,11,15,11,21,17,8,93,21,42,97,110,182,174,178,88,29,924
UCL421035,0,0,0,3,8,3,10,13,15,54,0,0,0,0,0,0,0,0,0,0,4,3,0,4,10,5,13,5,9,49,14,19,59,55,108,119,139,74,61,649
UCL421036,0,0,0,0,3,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,4,3,4,3,10,9,3,3,4,39,35,64,105,150,153,111,55,18,7,676
UCL421037,0,0,0,0,0,4,16,3,20,48,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,13,6,6,3,39,14,10,23,32,71,104,126,60,53,486
UCL421038,0,0,0,3,3,9,21,21,19,74,0,0,0,0,0,0,0,0,0,3,3,3,13,6,14,23,11,8,18,104,17,48,90,88,132,169,118,68,52,782
UCL421039,0,0,0,0,0,0,5,4,8,25,0,0,0,0,0,0,3,0,0,5,0,3,9,4,5,7,3,5,3,38,23,48,91,102,132,159,86,48,29,711
UCL421040,0,0,5,3,9,9,13,12,0,49,0,3,0,3,6,7,3,0,0,22,0,0,7,11,6,3,0,3,0,31,19,41,116,138,95,81,26,22,3,550
UCL421041,0,0,0,0,0,3,12,3,3,23,0,0,0,0,0,0,0,0,0,0,0,3,3,11,10,8,4,3,0,36,22,24,40,82,103,64,65,25,10,432
UCL421042,0,0,0,0,0,3,7,10,6,28,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,11,11,3,5,45,16,28,54,59,64,82,57,34,24,418
UCL421043,0,0,0,0,3,0,9,11,3,30,0,0,0,0,0,0,3,0,0,7,3,4,5,7,6,11,18,7,0,61,18,24,57,48,91,127,128,78,14,574
UCL421044,0,0,0,0,3,7,12,18,12,50,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,5,3,34,3,23,54,56,71,110,106,65,20,517
UCL422001,0,0,0,3,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,4,3,0,0,25,3,11,45,37,26,41,18,3,3,184
UCL422002,0,5,14,6,13,5,4,0,0,45,0,0,3,0,0,0,0,0,0,8,0,5,5,4,16,4,0,0,0,46,27,62,76,53,66,23,10,3,3,319
UCL422003,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,8,15,3,0,30,5,6,17,18,32,46,66,15,3,203
UCL422004,0,0,0,0,0,3,12,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,15,10,0,35,6,5,29,29,58,51,53,30,6,268
UCL422005,0,0,0,0,0,4,9,8,3,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,8,0,0,22,5,8,21,22,24,48,44,13,5,184
UCL422006,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,15,10,3,5,50,5,7,37,37,65,85,55,29,11,328
UCL422007,0,0,0,0,0,0,8,5,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,17,5,10,36,47,39,81,92,32,19,361
UCL422008,0,0,0,0,0,6,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,14,5,0,34,0,9,22,12,35,45,51,23,10,209
UCL422009,0,0,0,0,0,0,6,8,5,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,10,23,58,50,52,46,37,18,9,311
UCL422010,0,0,0,0,0,3,9,14,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,3,11,27,11,9,8,20,49,28,43,40,36,258
UCL422011,0,0,0,0,0,3,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,10,10,29,33,53,60,55,17,0,262
UCL422012,0,0,0,0,0,0,11,3,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,6,23,3,3,16,30,25,39,57,18,12,197
UCL422013,0,0,0,0,0,0,4,0,5,14,0,0,0,0,0,0,0,0,0,0,3,3,4,9,11,4,5,3,0,35,11,18,71,66,57,66,32,20,5,342
UCL422014,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,14,15,28,30,57,55,42,14,4,0,241
UCL422015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,3,4,0,0,19,11,0,18,21,35,49,21,3,0,164
UCL422016,0,0,0,0,0,3,6,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,23,4,5,16,16,45,68,91,28,3,273
UCL422017,0,0,0,0,0,3,7,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,17,11,10,16,21,27,41,26,5,3,155
UCL422018,0,0,0,0,0,0,6,8,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,14,3,11,13,18,13,35,45,34,5,175
UCL422019,0,0,0,0,3,0,5,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,3,17,3,3,24,22,25,31,24,14,3,152
UCL422020,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,6,11,21,21,28,45,20,7,0,161
UCL422021,0,0,0,0,0,3,17,15,9,38,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,13,6,9,42,7,3,19,34,44,91,132,56,19,410
UCL422022,0,0,0,0,4,0,5,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,6,6,6,33,3,8,32,34,39,55,47,17,11,256
UCL422023,0,0,0,0,0,3,4,4,0,15,0,0,0,0,0,0,0,0,0,0,3,5,5,8,3,11,3,0,0,37,4,17,20,36,30,50,33,14,11,203
UCL422024,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,4,6,0,0,28,19,40,25,49,109,90,55,10,3,406
UCL422025,4,3,3,6,3,0,0,0,0,21,0,0,4,0,8,4,7,7,0,22,0,3,14,7,0,0,0,0,0,30,9,32,45,35,32,15,6,3,0,186
UCL422026,0,0,0,0,0,8,10,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,0,0,18,14,18,30,35,46,46,32,13,0,230
UCL422027,0,3,0,3,6,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,3,5,10,17,18,4,0,0,0,65,18,28,44,49,31,12,4,0,0,183
UCL422028,0,0,5,0,0,3,6,19,17,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,3,3,24,8,20,20,19,38,46,51,44,30,277
UCL422029,0,0,0,0,0,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,0,3,15,14,24,54,45,61,59,28,12,3,298
UCL422030,0,0,3,0,0,0,14,14,11,36,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,3,0,8,0,28,3,22,50,49,55,69,73,47,23,391
UCL422031,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,6,9,7,0,0,0,38,4,14,30,30,57,34,3,0,0,173
UCL422032,0,0,0,0,3,3,3,6,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,20,3,9,21,17,27,48,39,14,17,191
UCL422033,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,6,16,20,10,3,3,0,0,64,11,34,53,40,28,12,10,0,0,185
UCL422034,0,0,0,0,0,3,13,6,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,13,3,3,24,3,4,39,27,55,66,70,31,6,293
UCL422035,0,0,0,0,0,11,20,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,4,0,22,7,9,14,33,44,61,51,18,0,242
UCL422036,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,16,4,14,31,48,50,43,38,3,4,230
UCL422037,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,0,0,16,10,3,8,44,61,46,14,4,0,196
UCL422038,0,0,0,0,0,0,6,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,13,9,9,29,27,64,42,41,12,3,249
UCL422039,0,0,0,0,0,0,3,5,3,17,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,7,3,3,0,27,6,17,57,45,55,60,23,12,3,287
UCL422040,0,0,0,0,3,7,11,10,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,7,8,0,0,41,5,13,55,58,65,88,52,20,0,364
UCL422041,0,0,0,0,0,3,10,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,17,6,3,41,37,28,43,40,14,0,223
UCL422042,0,0,0,0,0,6,3,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,4,0,17,4,13,15,39,32,34,36,23,3,194
UCL422043,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,7,8,0,0,27,4,14,15,28,35,47,53,14,3,217
UCL422044,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,4,9,0,26,4,8,33,31,33,34,59,29,4,222
UCL422045,0,0,3,0,0,3,13,8,3,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,13,3,4,23,25,27,66,74,37,11,266
UCL422046,0,0,0,0,3,7,12,8,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,19,10,0,45,5,16,20,29,46,67,64,31,5,274
UCL422047,0,0,0,0,0,3,7,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,9,4,3,12,4,26,38,29,14,3,127
UCL422048,0,0,0,0,0,0,11,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,11,4,8,29,4,3,13,19,33,51,61,39,14,244
UCL422049,0,0,0,0,0,0,10,9,7,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,8,11,3,25,4,6,20,21,48,94,141,75,25,440
UCL422050,3,3,4,8,3,6,3,5,0,40,0,0,0,0,0,0,0,0,0,3,3,8,10,8,9,8,6,0,3,54,36,46,88,59,47,45,17,12,4,352
UCL422051,0,0,0,0,0,0,3,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,10,7,4,0,34,9,12,23,26,47,68,57,43,14,298
UCL422052,0,0,0,0,0,0,6,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,7,3,0,34,0,9,15,18,39,65,34,12,4,189
UCL422053,0,0,0,0,0,3,15,7,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,3,8,27,5,4,43,19,47,71,61,40,18,309
UCL422054,0,0,0,0,0,0,9,9,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,5,16,36,23,46,40,21,24,7,214
UCL422055,0,0,0,0,0,3,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,3,9,15,24,27,43,34,12,6,174
UCL422056,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,4,3,8,11,7,0,0,29,14,21,30,46,72,61,47,10,4,297
UCL422057,0,0,0,3,0,3,13,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,0,17,0,7,18,21,28,41,46,28,5,192
UCL422058,0,0,0,0,0,3,7,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,17,8,12,13,21,38,43,32,12,3,188
UCL422059,0,0,0,6,3,6,22,14,3,53,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,3,3,0,26,3,24,19,50,56,56,47,23,3,280
UCL422060,0,0,0,0,0,0,6,10,6,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,3,11,34,19,33,32,29,30,12,212
UCL422061,0,0,0,3,0,3,11,8,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,3,0,0,29,11,26,47,54,72,57,37,7,3,321
UCL422062,0,0,0,0,0,6,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,3,23,17,24,25,27,30,8,161
UCL422063,0,0,0,0,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,3,0,0,0,23,13,12,36,51,74,51,22,9,0,264
UCL422064,0,0,0,0,4,3,8,5,0,24,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,3,7,6,0,41,13,16,43,46,55,63,64,33,11,338
UCL422065,0,0,0,0,0,0,10,6,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,5,8,18,19,24,55,39,18,14,199
UCL422066,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,0,0,22,3,12,14,13,45,35,5,0,0,131
UCL422067,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,13,4,9,34,36,30,24,16,7,3,158
UCL422068,4,3,10,3,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,3,8,17,12,0,0,0,0,43,16,14,46,37,39,4,4,0,0,164
UCL431777,39,47,139,183,392,870,2219,1340,522,5751,6,8,28,39,50,87,82,95,33,432,581,542,1196,1492,2082,2187,1694,733,246,10754,3518,6350,12224,16810,23740,24515,16965,5905,1555,111575
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
UCL499994,3,12,15,19,20,22,38,12,7,139,3,0,6,7,0,9,3,0,0,30,32,55,106,127,144,88,48,13,10,612,111,262,554,417,475,403,271,59,22,2575
UCL501001,361,563,2013,2779,3575,5959,10339,12283,6439,44322,88,386,1444,1501,1596,1592,1258,1500,761,10131,5459,8992,23438,17976,16676,14861,13677,12252,8558,121885,54859,128637,298411,263183,247267,203700,145862,79349,33885,1455153
UCL511001,19,9,56,79,95,230,499,608,303,1904,3,10,26,21,32,22,26,19,18,175,281,290,799,783,822,711,685,528,315,5214,2119,3865,9273,9488,9713,8501,6173,3180,1316,53613
UCL512001,10,4,25,47,59,101,253,351,216,1068,0,0,7,4,11,11,6,17,14,70,115,150,380,325,321,312,319,329,282,2540,962,1509,3285,3395,3827,3816,3196,2029,980,22992
UCL512002,8,4,11,20,29,57,182,255,148,721,0,8,16,9,11,11,12,3,0,74,80,81,202,218,254,283,308,307,231,1969,678,1108,2526,3190,3304,3184,3010,1688,740,19428
UCL512003,12,10,22,45,78,185,331,356,160,1203,0,0,8,5,14,22,27,25,19,120,187,155,356,365,434,383,339,299,154,2683,1129,1848,3894,4003,4533,3856,2703,1569,588,24124
UCL512004,16,16,42,42,60,113,165,131,58,631,0,4,11,17,19,21,6,8,5,81,148,228,619,516,500,461,211,122,33,2839,954,2035,5273,4498,4162,3124,1371,554,150,22121
UCL513001,8,10,15,30,28,61,67,29,12,263,0,3,0,11,10,9,6,0,0,49,77,102,406,356,283,267,140,46,19,1703,359,677,2529,2336,1930,1629,673,200,44,10370
UCL513002,3,3,8,5,22,47,102,126,47,352,0,0,0,3,5,3,3,3,3,26,65,66,161,131,186,162,168,117,67,1131,344,564,1240,1212,1444,1266,1073,584,235,7951
UCL513003,0,4,20,13,33,33,27,8,0,147,5,0,4,9,4,0,0,0,0,26,69,126,471,385,315,167,54,8,3,1605,383,965,3388,2917,2058,1169,293,44,7,11232
UCL513004,8,3,13,27,38,52,41,22,4,204,3,0,3,3,7,14,20,16,7,68,86,149,501,381,359,230,81,29,7,1818,341,856,3133,2305,1946,1167,337,103,32,10222
UCL514001,3,0,5,7,11,53,90,95,34,298,0,0,0,3,0,3,3,0,0,13,32,39,99,78,93,109,117,92,46,712,226,441,876,773,922,1038,827,366,141,5609
UCL514002,3,0,3,4,0,4,13,23,6,66,0,0,0,0,0,0,0,0,0,4,11,17,73,91,56,61,51,22,8,393,90,176,831,1061,734,625,609,243,68,4450
UCL514003,0,4,3,0,3,10,16,17,11,68,0,0,7,0,3,0,0,0,3,17,31,23,86,81,75,52,34,27,7,412,151,236,1034,1163,791,649,366,174,86,4666
UCL514004,4,7,9,9,19,40,60,63,41,252,0,6,0,0,5,3,4,4,0,28,35,48,71,92,96,110,113,88,65,719,183,364,727,782,806,934,669,359,167,4993
UCL514005,3,3,6,14,7,14,22,24,12,108,3,0,6,6,3,3,3,3,0,21,37,50,132,121,115,81,97,114,83,827,246,506,1361,1295,1147,759,668,312,129,6432
UCL515001,0,0,0,0,0,0,9,22,10,49,0,0,0,0,0,0,0,0,0,0,0,6,7,6,6,17,14,17,20,89,20,31,71,77,134,193,226,164,72,991
UCL515002,0,0,0,0,0,3,6,8,3,20,0,0,0,0,0,0,0,0,0,0,0,3,16,15,10,7,15,3,0,77,27,29,142,180,174,166,137,34,9,903
UCL515003,0,0,0,3,3,9,9,9,0,32,0,0,0,0,0,0,0,5,0,4,3,3,13,14,20,28,33,18,3,137,41,50,99,159,220,252,208,94,28,1152
UCL515004,0,0,4,0,4,9,20,13,0,51,0,0,0,0,0,0,0,0,0,3,17,21,31,28,12,26,15,7,8,173,60,172,310,270,206,167,126,45,14,1373
UCL515005,0,0,0,0,3,5,10,23,6,55,0,0,0,0,0,0,0,0,0,4,3,13,17,19,31,14,25,19,4,151,57,95,219,259,294,222,218,106,23,1493
UCL515006,3,4,14,12,18,21,67,43,11,182,0,0,4,0,3,3,3,8,4,23,31,48,109,96,119,107,81,46,23,645,149,249,572,545,675,593,392,178,59,3401
UCL515007,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,6,0,15,43,19,10,3,10,0,121,27,25,183,365,197,116,75,38,10,1034
UCL515008,0,0,3,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,4,3,10,17,24,6,0,0,0,67,24,35,137,209,230,82,28,6,5,749
UCL515009,0,0,0,0,0,8,14,17,14,54,0,0,4,0,0,0,3,0,0,10,15,7,21,29,29,44,32,34,22,225,73,58,186,292,312,345,369,221,78,1936
UCL515010,6,3,7,8,16,26,28,16,4,117,0,0,0,0,0,3,6,4,0,23,34,41,89,61,83,61,32,8,5,413,110,197,511,456,462,445,196,64,18,2464
UCL515011,0,0,3,3,3,13,31,40,15,108,0,0,0,0,0,3,0,0,0,9,4,18,15,28,23,38,55,49,37,266,50,114,283,298,285,326,328,182,66,1943
UCL515012,0,0,0,3,0,7,11,8,3,30,0,0,0,0,0,0,0,0,0,0,12,11,26,19,26,13,10,7,0,128,54,123,310,318,268,187,110,31,11,1416
UCL515013,0,0,0,0,3,6,22,9,0,39,0,0,0,0,0,0,0,0,0,3,15,12,40,49,32,24,22,4,3,200,61,116,384,414,370,287,202,52,14,1908
UCL515014,5,0,5,9,13,13,10,3,0,59,0,0,0,0,0,3,4,7,6,23,15,15,49,25,31,14,6,3,0,165,64,86,241,144,155,115,50,17,11,878
UCL515015,0,0,0,3,0,18,35,84,29,167,0,0,6,0,3,0,0,4,8,27,7,6,24,44,31,48,52,34,12,266,68,142,337,346,355,314,315,232,76,2185
UCL515016,0,0,0,0,0,11,21,26,4,66,0,0,0,0,0,0,0,0,0,0,3,3,18,15,20,37,32,21,3,150,26,47,156,166,185,237,203,117,27,1169
UCL515017,0,0,0,0,3,7,14,10,4,40,0,0,0,0,0,0,0,0,0,0,6,10,19,16,22,34,44,18,6,177,20,60,104,142,210,259,237,78,16,1134
UCL515018,0,0,3,0,3,4,6,0,0,30,0,0,0,0,0,0,0,0,0,3,13,7,32,32,37,19,13,5,0,164,65,99,300,237,271,174,90,19,3,1257
UCL515019,0,3,19,21,33,33,47,48,30,228,0,0,19,26,27,27,31,13,3,150,21,28,73,64,99,88,76,51,32,536,132,218,456,428,507,483,341,224,95,2874
UCL515020,7,8,8,13,17,28,25,14,3,123,4,4,21,6,13,12,5,3,0,68,31,62,127,85,99,58,40,9,5,504,146,323,845,630,627,481,164,48,14,3281
UCL515021,0,0,4,0,0,3,10,11,6,44,0,0,0,0,0,0,0,0,0,0,0,0,8,4,17,13,18,23,0,83,48,59,133,180,257,282,242,123,21,1331
UCL515022,0,0,5,6,10,18,33,75,29,173,0,0,4,8,3,0,3,5,5,25,21,18,37,41,51,48,55,61,47,375,128,263,484,466,544,539,384,282,113,3202
UCL515023,0,0,4,5,4,16,32,24,15,100,0,16,0,0,0,0,0,3,3,18,15,34,17,26,33,35,30,17,19,225,85,267,337,279,328,333,222,117,63,2042
UCL515024,0,0,0,6,0,15,24,12,13,70,0,0,0,0,0,0,0,3,0,4,6,8,22,21,29,30,22,20,3,163,39,110,182,166,198,218,168,82,37,1208
UCL515025,0,3,4,7,4,10,19,29,19,99,0,3,8,11,3,6,3,0,0,28,12,14,17,21,34,27,31,29,21,203,65,94,179,228,247,249,199,143,73,1477
UCL515026,4,8,5,3,15,23,40,50,45,180,0,0,3,0,0,0,0,0,5,5,31,28,68,39,68,88,73,51,29,476,142,245,490,448,515,571,419,256,128,3208
UCL515027,0,0,3,9,11,15,4,0,0,38,0,0,0,0,0,0,0,0,0,5,25,56,195,149,119,70,11,3,0,626,102,300,1010,848,577,354,60,5,4,3268
UCL515028,0,0,0,3,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,3,3,12,43,37,34,10,5,0,0,144,22,65,244,297,182,92,14,0,0,923
UCL515029,0,0,0,9,6,7,48,41,23,145,0,0,0,0,0,0,4,4,4,11,19,20,40,48,53,59,64,56,14,381,117,188,417,460,493,447,460,293,103,2962
UCL515030,3,0,0,8,3,14,45,32,17,121,0,0,0,0,0,0,4,0,3,5,8,8,29,22,28,47,57,23,11,234,59,86,235,281,345,450,484,223,75,2238
UCL515031,0,0,0,3,3,9,5,0,3,20,0,0,0,0,0,0,0,0,0,0,14,9,80,69,55,26,4,0,0,258,63,118,621,592,340,217,39,4,0,1989
UCL515032,0,0,0,3,4,9,17,24,8,66,0,0,0,0,0,0,0,0,0,7,18,12,36,31,35,34,45,26,4,236,75,99,319,268,304,280,257,153,24,1757
UCL515033,0,3,0,3,3,8,13,26,18,73,0,0,0,0,3,0,0,0,0,8,13,10,8,14,19,37,22,24,7,153,39,58,96,127,184,241,200,122,52,1121
UCL515034,0,0,3,3,6,14,36,42,16,128,0,0,0,0,0,0,3,11,3,17,8,8,31,33,29,34,36,73,36,289,70,113,260,242,300,346,254,220,83,1881
UCL515035,3,0,0,3,3,7,3,0,0,19,0,0,0,0,0,0,0,0,0,0,6,14,85,53,60,32,8,0,0,256,51,115,312,276,266,142,25,3,0,1188
UCL515036,0,3,0,6,3,11,30,35,14,103,0,0,0,0,0,0,0,0,0,3,6,9,24,23,35,55,71,47,25,307,53,96,184,236,353,388,426,220,75,2033
