UCL_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
UCL422063,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,14,10,22,14,13,4,3,14,0,88
UCL422064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,25,22,12,10,3,7,10,0,97
UCL422065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,4,6,5,3,0,0,0,48
UCL422066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,15,7,9,0,3,9,0,64
UCL422067,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,5,8,16,9,10,5,4,4,0,66
UCL422068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,9,0,4,0,0,0,3,0,23
UCL431777,358,45,644,246,212,187,98,276,17,2077,12,3,3,7,9,3,3,17,3,65,96,59,42,56,59,22,43,52,12,448,409,123,232,142,137,129,165,251,125,1714,9096,8651,6653,4155,3965,1772,1897,3528,533,40253
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL499994,3,0,6,0,0,7,0,8,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,8,10,3,25,35,96,77,32,34,20,36,109,7,444
UCL501001,3438,938,11453,5161,3978,3329,1920,2811,310,33332,67,62,144,130,101,106,111,219,23,963,931,1440,1015,977,931,442,665,522,275,7196,1075,1204,2226,1391,1349,1124,1270,1629,2013,13278,75198,185192,105779,66119,70184,34257,25469,32406,8849,603457
UCL511001,91,31,421,178,134,129,93,166,10,1255,0,0,7,3,0,3,0,8,0,25,23,45,50,22,25,12,39,11,6,239,38,27,99,47,43,42,61,107,75,535,1873,4664,4728,2400,2039,1182,1308,1547,286,20026
UCL512001,51,12,170,73,52,47,26,56,3,488,0,0,0,3,0,3,0,0,0,12,9,15,14,16,14,3,10,9,3,91,17,16,36,32,26,20,32,37,27,240,848,1850,1516,1219,860,491,389,647,108,7913
UCL512002,76,13,189,74,40,41,39,60,5,538,0,0,3,0,0,3,0,3,0,10,5,10,9,7,9,4,8,3,0,60,16,7,36,19,19,20,10,30,21,180,740,1379,1472,873,691,439,352,502,78,6535
UCL512003,50,12,184,82,46,58,21,63,9,522,3,0,0,0,0,3,0,7,0,11,7,23,4,27,3,4,11,15,6,91,21,22,53,36,15,27,36,35,36,267,894,2021,1833,1104,858,447,436,616,150,8359
UCL512004,45,14,139,66,63,50,75,39,3,488,0,0,4,0,0,0,0,0,0,13,4,7,26,20,10,8,37,11,7,121,12,18,59,24,15,27,64,47,44,306,846,1910,2462,835,721,353,1004,446,147,8728
UCL513001,53,13,98,70,51,30,11,25,5,356,0,0,0,0,3,0,0,0,0,6,3,16,9,10,8,0,4,7,0,63,17,8,36,23,24,11,10,27,25,186,636,1283,797,664,587,276,155,282,85,4774
UCL513002,19,5,79,25,18,19,17,13,3,201,0,0,0,0,0,0,0,0,0,8,3,3,6,3,0,0,6,0,0,18,12,14,18,15,9,6,14,21,10,126,318,591,585,290,301,153,181,205,39,2656
UCL513003,30,9,94,34,51,19,29,42,3,306,0,0,3,0,0,0,0,4,0,15,9,11,19,21,10,3,18,4,0,92,23,12,63,27,29,22,28,31,12,233,616,1092,1581,460,593,229,436,367,132,5508
UCL513004,27,10,51,26,25,21,12,33,0,201,0,0,0,3,0,3,3,4,0,9,9,3,7,5,3,6,16,0,3,58,11,13,47,15,21,26,28,22,26,201,446,824,1469,361,449,188,420,320,114,4581
UCL514001,7,0,27,18,7,5,16,12,5,92,0,0,0,0,0,0,0,0,3,6,0,3,0,3,0,0,4,0,4,17,3,0,11,7,3,8,15,16,8,73,86,197,470,203,139,55,186,109,21,1466
UCL514002,23,0,85,29,14,8,15,14,7,196,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,20,4,6,14,3,3,12,12,3,7,56,269,476,468,233,194,153,93,149,22,2046
UCL514003,31,3,101,24,13,21,17,33,0,238,0,0,3,0,0,0,0,0,0,3,3,3,0,4,3,0,0,9,3,26,5,3,15,9,0,8,9,10,14,70,252,448,502,266,149,162,106,242,30,2156
UCL514004,8,0,22,21,6,8,3,10,0,80,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,21,7,9,9,12,12,11,5,16,3,78,158,313,294,211,160,86,75,112,15,1430
UCL514005,18,3,68,36,22,13,9,19,0,199,0,3,0,0,0,0,0,0,0,6,3,4,3,0,0,4,4,3,0,16,4,8,20,8,10,11,10,11,3,75,226,427,618,324,243,139,138,205,26,2351
UCL515001,0,0,12,3,0,6,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,23,27,44,36,22,27,7,27,3,214
UCL515002,3,0,10,0,5,0,8,3,0,30,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,5,0,0,4,0,5,0,0,0,3,14,29,65,109,31,48,16,20,40,5,357
UCL515003,0,0,10,4,0,0,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,4,0,0,3,0,3,0,22,47,88,88,51,22,17,26,27,0,375
UCL515004,3,0,8,7,4,3,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,9,0,0,3,0,0,3,3,3,0,22,45,93,115,58,64,28,41,46,11,492
UCL515005,4,0,11,3,4,0,0,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,3,0,0,4,7,4,0,18,31,102,118,57,51,24,31,53,3,471
UCL515006,4,3,20,5,9,7,6,16,0,72,0,0,0,0,0,0,0,5,0,6,0,0,0,5,7,0,0,4,0,13,6,7,8,6,8,7,7,10,5,64,120,222,205,125,136,50,47,109,21,1038
UCL515007,13,0,16,3,3,0,3,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,71,109,119,42,57,28,21,56,4,501
UCL515008,3,0,6,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,8,0,3,3,0,0,0,0,0,0,15,48,79,114,24,52,7,46,28,3,399
UCL515009,4,0,13,10,4,0,3,3,0,43,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,3,0,14,3,0,0,0,3,4,0,3,0,15,79,161,107,68,67,46,17,58,10,614
UCL515010,6,3,10,3,4,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,3,3,17,7,3,0,3,7,50,80,261,115,166,98,31,17,51,20,846
UCL515011,4,0,6,3,5,4,3,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,6,5,3,4,31,51,99,122,58,59,32,46,62,12,550
UCL515012,3,3,17,6,10,3,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,4,4,0,0,3,0,0,17,70,165,163,91,66,27,43,40,5,661
UCL515013,10,4,23,11,9,7,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,3,3,3,0,3,6,30,120,171,215,105,97,42,29,78,22,887
UCL515014,0,0,9,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,3,17,28,84,29,46,17,8,0,5,4,226
UCL515015,3,0,19,3,4,3,5,14,0,50,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,9,3,0,13,4,4,5,4,11,5,44,50,56,150,63,54,34,42,162,13,634
UCL515016,3,0,4,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,3,3,0,3,9,0,22,48,59,83,39,32,10,24,37,0,331
UCL515017,6,0,11,3,0,3,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,13,44,59,52,41,29,20,18,46,10,313
UCL515018,0,0,5,3,3,0,5,3,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,8,3,0,25,19,63,134,32,27,11,77,27,9,404
UCL515019,3,0,19,5,4,3,4,13,0,44,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,3,0,10,5,0,0,5,22,6,54,71,172,161,89,52,37,35,114,10,746
UCL515020,14,0,30,12,9,13,8,3,0,87,0,3,0,0,0,0,0,0,0,4,5,0,0,7,8,0,0,0,0,23,5,3,11,6,5,3,3,6,11,62,165,388,248,192,166,64,64,82,24,1391
UCL515021,4,0,10,0,3,3,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,3,13,55,142,110,62,51,26,23,32,9,511
UCL515022,8,3,27,12,10,7,5,9,0,75,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,3,0,10,3,3,3,5,3,6,9,8,4,50,99,185,231,121,110,59,68,88,9,972
UCL515023,3,0,9,5,6,7,3,3,0,31,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,6,0,0,7,3,0,3,5,5,3,24,76,127,139,60,60,32,59,50,8,609
UCL515024,0,0,8,4,4,3,3,0,0,24,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,9,0,0,8,3,3,0,0,3,0,21,39,60,76,44,40,26,24,31,3,353
UCL515025,4,0,12,4,3,4,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,3,3,0,17,48,57,83,53,47,19,25,43,6,377
UCL515026,4,4,14,10,4,3,3,12,0,55,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,4,3,13,10,3,12,0,8,6,61,102,265,211,176,79,78,45,95,12,1060
UCL515027,12,0,21,13,5,4,16,7,0,87,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,6,0,0,10,8,0,20,8,6,0,10,7,6,62,152,225,533,105,100,34,236,87,23,1500
UCL515028,0,0,3,4,3,0,11,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,6,0,3,19,31,60,152,33,31,12,89,26,7,431
UCL515029,6,0,18,9,6,3,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,10,0,0,3,5,3,3,10,4,6,31,58,117,207,117,68,33,78,54,24,765
UCL515030,0,0,18,4,5,3,3,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,3,5,5,7,8,3,36,74,101,150,62,73,31,38,68,11,612
UCL515031,12,0,13,12,10,0,12,4,0,61,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,10,0,0,20,0,0,6,0,0,3,16,6,4,39,104,156,364,66,83,16,170,35,16,999
UCL515032,0,0,11,10,4,7,6,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,6,3,0,0,0,0,0,16,36,68,136,62,44,29,54,62,7,504
UCL515033,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,12,36,56,59,33,18,18,12,23,3,254
UCL515034,0,0,13,8,0,0,5,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6,0,0,8,11,0,35,33,59,153,78,36,12,55,44,6,478
UCL515035,0,0,4,5,6,0,7,0,0,24,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,5,0,0,13,0,0,10,0,0,3,4,3,4,25,16,53,197,33,42,7,88,19,9,472
UCL515036,0,0,11,6,5,6,3,3,0,33,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,7,0,4,0,0,0,0,3,0,15,57,119,86,82,59,24,27,47,6,507
UCL521001,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,24,61,12,19,6,19,16,3,168
UCL521002,0,0,3,3,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,13,15,31,49,36,21,9,17,21,0,204
UCL521003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,19,22,27,20,15,6,10,9,4,137
UCL521004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,3,8,4,0,0,3,0,55
UCL521005,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,0,0,8,0,0,3,3,4,0,19,29,52,68,24,26,8,47,13,4,266
UCL521006,0,0,0,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,0,0,10,18,51,67,31,44,12,24,26,3,270
UCL521007,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,16,9,12,9,10,4,12,0,75
UCL521008,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,16,12,13,6,3,0,8,4,79
UCL521009,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,20,27,27,21,7,3,9,6,0,114
UCL521010,0,0,9,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,11,7,21,39,24,16,9,15,14,3,143
UCL521011,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,47,19,23,4,10,14,0,165
UCL521012,0,0,7,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,9,35,26,16,13,4,12,3,3,125
UCL521013,0,0,3,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,22,32,47,10,31,6,9,9,0,169
UCL521014,4,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,17,15,15,8,15,0,7,37,5,126
UCL521015,0,0,4,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,26,39,55,32,27,13,22,17,6,230
UCL521016,3,0,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,11,13,21,33,20,16,3,20,12,0,150
UCL521017,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,25,29,27,15,19,6,13,11,0,152
UCL521018,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,32,50,20,11,6,7,20,3,186
UCL521019,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,26,54,20,19,10,7,13,0,193
UCL521020,0,0,9,3,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,29,32,26,14,15,5,14,5,179
UCL521021,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,12,20,29,15,18,6,14,12,5,125
UCL521022,0,0,3,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,5,0,0,8,41,26,48,19,24,13,19,32,3,216
UCL521023,8,0,4,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,9,59,78,30,32,20,28,3,19,3,273
UCL521024,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,15,22,37,13,12,5,9,10,0,122
UCL521025,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,17,22,12,16,4,9,3,3,90
UCL521026,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,0,0,0,0,16,24,86,22,50,17,11,3,21,9,245
UCL521027,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,33,58,28,34,6,22,12,8,226
UCL521028,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,15,26,45,11,14,12,13,10,0,148
UCL521029,0,3,4,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,3,0,0,0,0,0,0,0,9,24,46,53,31,23,11,15,12,0,217
UCL521030,0,0,0,0,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,19,66,13,19,3,36,8,0,161
UCL521031,0,0,4,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,3,15,21,15,37,26,14,0,12,15,6,145
UCL521032,3,0,5,0,3,0,4,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,3,3,5,0,17,59,50,46,31,20,16,19,31,3,274
UCL521033,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,20,22,45,10,14,8,11,11,3,140
UCL521034,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,13,21,26,32,14,18,6,15,42,3,171
UCL521035,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,18,22,13,5,11,7,0,102
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,5,4,6,3,0,0,3,0,23
UCL521037,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,32,22,58,23,17,10,11,12,0,178
UCL521038,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,15,18,39,13,18,10,0,9,12,8,124
UCL521039,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,6,19,31,14,10,8,8,7,10,3,101
UCL521040,0,0,4,0,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,18,27,56,21,31,6,9,15,10,181
UCL521041,5,0,6,0,0,3,7,0,0,27,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,5,3,0,9,0,0,3,4,0,3,26,39,45,96,44,50,17,42,42,3,374
UCL521042,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,15,20,5,14,4,12,0,119
UCL521043,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,11,18,18,17,10,9,4,13,9,8,107
UCL521044,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,43,27,13,14,10,18,0,144
UCL521045,0,0,5,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,14,11,23,22,29,8,0,20,15,7,133
UCL521046,0,0,7,4,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,13,28,79,58,22,20,7,6,19,0,237
UCL521047,3,0,9,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,12,29,32,96,23,26,4,34,27,3,277
UCL521048,0,0,4,0,0,0,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,14,32,24,85,12,17,8,49,7,6,248
UCL521049,0,0,8,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,9,26,33,28,16,15,4,7,26,0,156
UCL521050,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,9,10,13,24,17,10,3,15,17,3,112
UCL521051,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,10,17,18,15,17,6,8,4,12,0,98
UCL521052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,5,15,15,13,5,0,5,9,7,69
UCL521053,3,0,8,0,0,0,4,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,3,8,5,0,20,45,50,109,42,37,17,34,26,8,377
UCL521054,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,12,19,15,54,11,10,3,17,10,3,141
UCL521055,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,22,64,38,19,20,7,21,13,3,206
UCL521056,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,22,0,11,6,3,0,8,0,66
UCL521057,0,0,4,3,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,21,39,42,15,11,11,13,19,9,180
UCL521058,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,7,5,18,35,13,13,3,14,18,0,126
UCL521059,0,0,0,3,0,0,3,6,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,11,15,29,50,33,34,14,15,26,0,213
UCL521060,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,0,0,0,16,14,32,10,33,4,3,7,10,0,124
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,11,12,6,3,0,0,0,0,0,35
UCL522002,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,14,16,5,3,3,3,12,0,73
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,10,4,0,8,0,0,44
