UCL_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL415009,9,0,3,0,0,0,7,5,0,3,0,0,0,6,4,0,3,0,0,0,10,10,3,0,0,0,0,16,8,5,7,3,0,0,20,12,11,9,3,0,0,31,13,14,3,3,3,0,39,16,21,3,3,0,0,45,18,16,4,0,0,0,38,10,19,4,0,0,0,33,6,16,0,0,0,0,27,9,7,4,0,0,0,17,4,3,0,0,0,0,8,0,3,0,0,0,0,8,0,8,0,0,0,0,12,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,3,0,0,12,125,138,34,21,11,3,335
UCL415010,4,0,0,0,0,0,4,4,0,0,3,0,0,7,3,3,0,0,3,0,11,4,7,0,0,0,0,15,3,3,0,0,0,0,8,3,0,0,0,0,0,5,4,0,0,0,0,0,6,3,6,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,4,4,8,0,78
UCL415011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,7,3,4,0,5,0,0,19,4,7,0,0,0,0,20,3,6,4,0,0,0,15,4,3,0,0,0,0,14,6,3,0,0,0,0,14,3,5,0,0,0,0,7,0,3,0,0,0,0,3,0,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,55,16,11,3,0,116
UCL415012,0,3,3,0,0,0,5,4,3,3,0,0,0,9,0,0,0,0,4,0,10,8,0,0,0,0,0,4,7,6,3,0,3,0,17,13,11,9,0,3,0,32,16,14,6,0,7,0,45,11,32,8,9,4,0,59,20,17,3,0,4,0,41,20,22,3,3,3,0,49,10,26,0,0,3,0,41,9,18,0,0,0,0,23,3,9,0,0,0,0,14,0,3,0,0,0,0,3,3,7,0,0,0,0,12,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,128,175,43,22,33,3,402
UCL415013,3,0,6,0,0,0,7,3,0,0,0,0,0,3,3,3,0,0,0,0,6,3,3,0,0,0,0,7,0,0,3,0,3,0,5,3,3,3,0,3,0,12,8,7,0,0,0,0,12,0,17,3,0,0,0,20,5,5,6,0,3,0,19,8,16,3,0,0,0,31,3,4,0,0,0,0,15,3,19,4,0,3,0,32,3,8,3,0,0,0,9,0,10,0,0,0,0,10,5,15,0,0,0,0,17,7,12,0,0,0,0,22,0,3,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,3,60,119,34,9,20,0,238
UCL415014,7,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,0,0,0,3,0,9,9,9,0,0,3,0,24,13,9,0,0,0,0,15,7,7,0,3,0,0,19,3,10,0,0,0,0,18,4,12,0,0,0,0,11,3,6,0,0,0,0,10,0,3,0,0,0,0,5,6,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,9,59,70,18,5,7,0,157
UCL415015,4,4,3,0,0,0,16,3,0,0,0,3,3,13,4,6,3,0,0,0,16,7,5,8,0,0,0,17,15,5,3,3,3,0,31,17,11,8,12,3,0,55,18,23,11,5,8,0,65,20,33,8,6,7,0,74,18,15,8,3,3,0,46,11,34,4,0,0,0,51,10,6,0,0,0,0,19,9,4,3,0,0,0,18,4,3,0,0,0,0,7,3,3,0,0,0,0,6,0,5,0,0,0,0,10,0,3,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,3,3,0,0,16,149,164,68,39,23,9,457
UCL415016,4,0,0,0,0,3,12,3,3,4,0,0,0,10,8,0,6,0,0,0,12,4,7,3,0,3,0,16,16,5,8,3,4,0,38,8,6,8,3,0,0,33,10,17,3,6,0,0,36,18,24,10,7,3,0,54,16,28,3,4,0,0,51,6,20,3,3,0,0,37,0,3,3,0,0,0,12,4,5,3,0,3,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,4,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,111,124,48,29,30,7,345
UCL415017,3,0,0,0,0,0,3,7,0,0,0,0,0,7,3,0,0,0,0,0,3,3,3,0,0,3,0,8,7,0,0,0,0,0,14,3,7,0,0,0,0,18,8,11,6,3,0,0,22,4,12,0,0,0,0,22,12,9,4,0,0,0,25,6,4,4,0,0,0,9,0,0,0,0,0,0,3,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,53,17,9,4,0,148
UCL415018,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,6,3,10,3,0,0,0,19,11,11,0,0,0,0,24,7,5,0,3,0,0,16,3,10,0,0,0,0,18,5,9,0,0,0,0,11,3,5,0,0,0,0,12,0,4,0,0,0,0,4,3,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,53,61,14,5,7,3,135
UCL415019,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,6,4,7,7,0,0,0,21,9,3,3,0,0,0,19,8,8,11,0,0,0,27,6,10,5,0,6,0,27,10,7,8,0,3,0,34,5,8,6,0,3,0,20,7,9,4,4,4,0,32,5,7,4,3,0,0,28,3,13,0,0,0,0,20,0,0,0,0,0,0,0,5,13,4,0,0,0,23,0,3,5,0,0,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,3,11,3,6,0,0,0,19,88,108,81,7,15,0,295
UCL415020,4,0,3,0,0,0,8,0,0,0,0,0,0,3,4,0,3,0,0,0,9,0,0,0,0,0,0,3,5,3,9,0,4,0,18,4,8,8,3,0,0,28,7,4,0,0,3,0,17,22,5,8,5,0,0,49,16,24,5,0,0,0,41,21,20,5,4,0,0,46,4,11,0,3,0,0,21,3,20,6,3,0,0,28,3,4,0,0,0,0,11,0,3,0,0,0,0,3,3,0,3,0,0,0,6,0,3,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,7,105,119,52,23,10,5,314
UCL415021,3,4,0,0,0,0,12,5,0,0,0,0,0,8,4,3,4,0,0,0,8,12,3,0,0,5,0,24,15,12,3,3,3,0,33,21,23,9,3,7,0,61,14,23,9,7,7,0,54,15,21,0,4,9,0,40,10,19,5,4,0,0,36,9,25,3,5,0,0,40,6,9,0,0,0,0,15,10,6,0,5,0,0,21,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,12,122,165,34,30,30,0,382
UCL415022,0,0,0,0,0,0,4,0,3,0,0,0,0,8,7,3,3,0,0,0,13,3,0,0,0,3,0,8,4,8,3,0,0,0,14,4,6,6,0,0,0,15,5,15,3,3,0,0,28,10,10,3,0,3,0,26,9,10,5,0,0,0,23,3,14,6,3,0,0,30,12,14,3,0,0,0,26,9,15,3,0,0,0,25,0,6,3,0,0,0,7,0,0,0,0,0,0,4,7,7,0,0,0,0,15,3,3,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,5,0,0,0,13,86,115,46,8,6,0,267
UCL415023,5,0,0,0,0,0,7,3,0,0,0,0,0,4,3,0,0,0,0,0,5,3,0,0,0,0,0,5,3,3,0,0,3,0,12,10,7,0,0,0,0,18,10,5,0,0,0,0,12,3,6,0,0,0,0,14,3,5,0,0,0,0,10,7,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,9,52,40,15,7,7,0,113
UCL415024,11,0,0,0,0,0,10,3,0,0,0,0,0,3,8,0,0,0,0,0,8,3,3,0,0,0,0,12,5,3,4,7,0,0,22,15,13,4,0,4,0,34,10,3,5,7,7,0,28,11,10,3,4,3,0,38,3,3,0,0,3,0,19,4,7,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,84,58,14,26,20,0,197
UCL415025,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,8,0,3,0,0,0,0,3,4,7,3,0,3,0,16,3,16,3,0,0,0,23,3,8,0,3,0,0,13,3,16,0,3,0,0,20,3,14,5,0,0,0,22,0,28,3,0,0,0,33,3,4,0,0,0,0,6,0,5,0,0,0,0,5,0,14,0,0,0,0,21,7,10,3,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,3,0,0,0,0,3,30,127,30,5,4,0,206
UCL415026,3,0,3,0,0,0,7,3,0,3,0,3,0,9,3,0,0,0,4,0,8,4,4,0,0,0,0,14,4,3,3,0,3,0,11,6,8,8,0,0,0,23,17,12,0,3,0,0,31,14,8,3,3,3,0,33,11,18,4,3,4,0,40,15,17,8,3,5,0,42,5,18,3,0,0,0,26,7,12,6,0,0,0,34,0,4,4,0,0,0,10,3,4,3,0,0,0,11,6,3,3,0,0,0,12,3,4,0,0,0,0,7,3,3,0,0,0,0,8,0,0,3,0,0,0,3,3,3,3,0,0,0,14,118,129,60,17,27,3,356
UCL415027,4,3,3,3,3,0,10,9,0,3,0,9,0,18,9,7,0,0,3,0,26,10,3,3,0,11,0,33,19,19,11,15,3,0,71,22,28,10,5,3,0,80,19,35,12,4,8,0,76,15,25,10,0,0,0,49,9,18,3,0,0,0,32,14,19,5,0,0,0,45,4,7,0,0,0,0,9,5,9,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,8,0,4,0,3,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,4,3,0,0,0,14,152,201,71,35,39,4,494
UCL415028,3,3,0,0,0,0,7,3,0,0,0,0,0,8,14,0,5,0,0,0,25,5,3,0,0,0,0,13,12,7,3,3,0,0,27,19,4,6,4,5,0,35,17,14,5,4,0,0,36,8,12,9,9,4,0,36,10,14,9,0,3,0,37,17,20,3,4,4,0,42,7,6,0,0,0,0,13,4,15,3,0,4,0,22,3,3,3,3,0,0,7,4,0,0,0,0,0,3,3,4,0,0,0,0,10,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,16,143,109,48,21,23,0,342
UCL415029,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,4,0,0,4,0,0,9,7,5,0,4,5,0,22,3,3,4,0,0,0,19,4,6,0,5,0,0,17,0,10,0,0,0,0,14,6,26,0,3,0,0,36,3,10,0,0,0,0,20,0,10,6,0,0,0,21,0,8,0,0,0,0,10,0,0,0,0,0,0,0,3,5,3,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,5,59,96,27,13,6,0,198
UCL415030,8,3,4,0,0,0,13,5,0,3,0,0,0,12,5,5,7,0,6,0,24,8,3,9,0,0,0,17,3,4,7,8,6,0,32,3,9,4,5,7,0,37,11,26,11,0,0,0,56,26,44,13,5,12,0,101,34,48,11,5,4,0,107,33,56,14,4,11,0,116,24,52,6,0,3,0,88,34,42,13,0,3,0,91,12,14,3,0,0,0,31,0,8,3,0,0,0,12,10,15,3,3,0,0,30,3,8,3,0,0,0,19,3,0,0,0,0,0,3,4,0,0,0,0,0,4,6,5,6,0,0,0,18,239,347,124,41,53,5,809
UCL415031,7,3,0,0,0,0,9,3,0,0,0,0,0,8,3,0,0,0,0,0,4,7,0,0,0,0,0,7,9,0,0,0,3,0,12,8,4,0,3,0,0,15,7,10,4,0,0,0,17,6,7,0,0,0,0,17,8,3,0,0,0,0,11,13,7,0,0,0,0,17,0,9,0,0,0,0,7,3,0,0,0,0,0,4,3,3,0,0,0,0,3,0,0,3,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,81,46,14,3,5,0,154
UCL415032,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,0,0,0,9,4,9,3,3,3,0,26,3,7,0,3,4,0,18,3,11,4,0,0,0,20,7,7,4,0,0,0,16,3,6,3,0,0,0,15,0,8,0,0,0,0,8,0,3,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,39,66,20,11,10,0,143
UCL415033,0,0,0,3,0,0,5,0,0,0,0,0,0,4,12,4,0,3,0,3,23,9,3,0,3,3,0,15,10,10,0,4,3,0,27,6,5,3,7,0,0,22,3,7,0,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,37,26,11,28,9,0,111
UCL415034,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,4,3,3,0,0,0,0,11,3,0,0,0,0,0,3,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,3,31,21,4,0,3,0,60
UCL415035,8,0,7,0,0,0,10,4,0,0,0,0,0,5,5,0,0,3,3,0,13,0,0,0,0,0,0,9,21,6,4,13,7,0,49,18,27,6,7,5,0,63,17,18,5,4,7,0,47,16,11,7,3,4,0,44,6,19,0,3,0,0,33,5,11,4,0,0,0,19,8,0,0,0,0,0,11,4,5,3,0,0,0,9,0,3,0,0,0,0,3,0,0,3,0,0,0,3,3,4,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,5,0,15,121,120,43,36,27,0,346
UCL415036,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,3,0,0,0,0,0,9,0,5,0,0,0,0,4,3,4,3,3,0,0,11,3,3,0,0,0,0,11,7,3,0,0,0,0,8,0,0,0,0,0,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,36,26,10,3,3,0,78
UCL415037,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,13,4,6,0,0,0,0,12,3,5,3,0,0,0,15,4,8,3,0,0,0,18,4,12,0,0,0,0,16,5,10,4,0,0,0,16,8,17,5,0,0,0,30,8,9,0,0,0,0,16,4,3,0,0,0,0,16,9,17,5,0,0,0,27,4,9,3,0,0,0,22,0,3,0,0,0,0,7,3,0,0,0,0,0,7,3,0,3,3,0,0,12,75,112,26,8,12,0,232
UCL415038,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,0,0,0,14,3,0,3,0,0,0,12,10,9,3,8,4,0,31,11,4,3,3,0,0,26,3,8,0,4,0,0,17,12,4,0,3,0,0,14,3,0,0,0,0,0,12,4,0,0,0,0,0,6,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,65,42,22,27,5,0,161
UCL415039,10,3,0,3,0,0,21,0,0,0,0,3,0,5,7,3,3,0,0,0,17,10,0,3,0,4,0,18,6,8,6,3,0,0,20,20,11,3,4,3,0,44,14,17,4,7,3,0,40,22,28,9,6,0,0,68,16,22,8,3,0,0,54,20,23,13,3,0,0,49,11,18,7,0,0,0,36,12,27,7,3,0,0,53,5,7,0,0,0,0,8,3,0,0,0,0,0,6,3,14,0,0,0,0,18,0,15,4,0,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,0,5,6,3,0,0,0,0,11,157,197,81,39,20,4,496
UCL415040,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,7,5,3,0,0,0,0,11,9,0,0,0,0,0,11,4,12,0,0,3,0,20,3,9,0,0,0,0,12,5,5,0,0,0,0,10,7,4,0,0,0,0,14,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,4,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,52,43,13,5,4,3,121
UCL415041,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,4,0,0,0,3,6,6,0,3,0,0,14,3,8,0,4,4,0,21,11,11,4,0,0,0,24,11,8,11,4,3,0,36,13,15,0,0,0,0,36,12,14,7,3,0,0,38,10,11,3,3,0,0,28,12,19,4,3,0,0,34,3,7,0,0,0,0,14,0,6,0,0,0,0,5,4,9,3,0,0,0,14,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,101,125,52,22,15,0,311
UCL415042,3,0,0,0,0,0,3,3,0,0,0,0,0,3,7,3,0,0,0,0,9,8,7,0,3,3,0,11,5,3,0,3,5,0,24,4,3,5,4,3,0,22,7,8,0,3,0,0,16,4,0,0,0,0,0,12,3,5,3,0,0,0,11,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,37,17,17,10,0,131
UCL415043,10,0,0,0,0,0,17,3,0,3,0,4,0,7,16,0,0,0,0,0,18,13,0,3,0,0,0,15,12,4,0,0,0,0,13,12,8,8,6,0,0,38,12,13,7,3,0,0,33,9,11,3,4,7,0,33,11,10,3,3,0,0,30,7,10,3,0,0,0,18,6,3,0,0,0,0,15,10,9,0,0,0,0,20,0,3,0,0,0,0,5,4,3,0,0,0,0,6,0,3,0,0,0,0,9,7,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,9,0,0,0,0,13,141,89,44,20,15,3,310
UCL415044,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,5,10,3,7,7,0,0,23,12,9,3,8,3,0,32,7,12,8,5,4,0,37,9,17,9,4,0,0,39,4,15,5,3,3,0,39,19,33,3,3,0,0,54,14,26,9,0,0,0,46,7,19,4,0,0,0,26,3,11,3,0,0,0,14,3,5,0,0,0,0,13,7,3,0,0,0,0,7,3,4,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,18,104,166,71,25,11,0,380
UCL415045,3,3,0,0,0,0,9,3,0,0,0,0,0,8,3,0,3,0,0,0,5,3,0,5,0,0,0,9,7,3,6,3,0,0,20,8,4,3,0,3,0,11,9,10,0,0,4,0,23,6,19,6,0,4,0,40,5,15,6,0,0,0,25,6,18,9,0,0,0,39,0,8,3,0,3,0,16,9,16,0,3,4,0,34,3,4,3,0,0,0,11,0,6,0,0,0,0,6,3,11,0,0,0,0,19,0,5,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,3,0,0,0,17,66,146,54,19,18,0,300
UCL415046,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,4,0,0,0,10,3,0,0,0,0,0,7,0,3,3,3,0,0,8,9,6,3,3,0,0,19,9,13,6,0,0,0,28,7,9,5,3,0,0,25,7,9,3,3,3,0,21,5,18,7,0,0,0,30,4,17,0,0,0,0,16,6,8,3,0,0,0,21,3,9,0,0,0,0,11,0,9,0,0,0,0,9,3,4,0,0,0,0,13,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,10,59,102,42,20,9,3,233
UCL421001,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,3,0,5,0,3,0,0,6,3,3,5,3,0,0,10,0,3,0,0,0,0,10,0,3,0,0,0,0,6,0,3,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,22,8,9,0,0,70
UCL421002,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,7,4,0,0,0,0,0,6,7,0,3,4,0,0,14,4,0,0,0,0,0,3,4,0,0,0,0,0,7,0,3,0,0,0,0,4,5,6,0,0,0,0,4,3,8,0,0,0,0,10,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,37,27,7,5,5,0,80
UCL421003,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,5,0,5,3,0,0,0,12,9,6,0,3,0,0,16,3,11,3,0,0,0,16,0,10,0,0,0,0,13,3,9,3,0,0,0,15,4,5,0,0,0,0,12,0,4,0,0,0,0,10,0,0,0,0,0,0,3,0,7,0,0,0,0,7,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,27,68,27,8,5,0,132
UCL421004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,6,3,3,0,0,0,14,9,3,3,3,3,0,23,4,6,0,0,0,0,7,8,3,0,0,0,0,11,3,0,0,0,0,0,5,3,3,0,0,0,0,9,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,30,11,8,7,0,88
