UCL_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
UCL521027,39,39,69,39,63,23,35,23,8,337
UCL521028,24,28,55,16,19,16,26,26,3,219
UCL521029,37,50,71,42,36,22,32,40,0,334
UCL521030,12,18,80,25,28,16,94,43,3,314
UCL521031,36,17,57,46,27,13,36,53,5,302
UCL521032,118,53,65,44,56,34,58,85,12,517
UCL521033,46,21,65,16,24,19,21,32,5,254
UCL521034,48,29,38,23,27,15,26,91,3,297
UCL521035,26,27,25,26,17,15,36,27,4,199
UCL521036,0,3,3,15,3,3,4,15,6,57
UCL521037,37,24,67,34,34,31,22,27,4,277
UCL521038,27,39,20,30,20,6,14,21,15,194
UCL521039,21,27,20,21,13,19,23,28,3,177
UCL521040,44,23,82,33,62,13,35,52,12,359
UCL521041,68,54,142,63,95,56,103,93,15,687
UCL521042,36,22,30,30,11,18,28,45,3,239
UCL521043,28,20,31,23,25,12,36,36,13,215
UCL521044,14,20,57,33,21,33,59,54,3,298
UCL521045,27,27,26,31,18,11,55,39,6,252
UCL521046,39,78,64,29,34,26,17,43,0,331
UCL521047,55,36,114,35,40,6,79,55,9,442
UCL521048,36,25,98,22,29,11,140,21,9,384
UCL521049,39,38,32,25,28,30,32,83,9,310
UCL521050,25,16,37,24,32,10,30,38,7,225
UCL521051,30,18,24,23,17,18,20,37,0,189
UCL521052,16,23,20,33,17,0,12,17,11,154
UCL521053,64,56,140,56,67,48,77,57,13,579
UCL521054,40,15,68,18,27,19,62,26,6,279
UCL521055,36,61,52,39,37,22,42,32,8,332
UCL521056,11,32,8,31,13,12,0,12,0,121
UCL521057,41,45,64,26,41,30,36,40,9,330
UCL521058,15,18,46,19,25,14,27,47,5,226
UCL521059,18,33,75,50,49,32,41,70,9,386
UCL521060,27,38,17,66,18,10,13,24,3,208
UCL522001,10,12,6,8,0,0,0,3,0,46
UCL522002,15,14,23,10,5,7,5,17,0,100
UCL522003,5,19,4,24,5,4,5,3,0,79
UCL522004,0,7,3,9,0,0,0,0,3,32
UCL522005,3,20,4,16,3,8,3,4,3,64
UCL522006,25,56,24,23,21,16,8,16,0,195
UCL522007,37,6,25,6,7,8,4,17,0,112
UCL522008,10,3,25,8,9,4,8,10,3,83
UCL522009,11,15,41,19,21,15,22,36,7,187
UCL522010,15,36,31,19,16,9,11,15,5,157
UCL522011,17,17,34,10,22,8,28,22,0,150
UCL522012,7,9,30,15,13,12,26,23,0,130
UCL522013,7,3,27,10,11,11,19,18,3,96
UCL522014,25,19,18,30,20,6,4,31,0,151
UCL522015,24,7,11,14,12,4,18,16,0,107
UCL522016,23,18,28,12,19,14,20,19,0,157
UCL522017,14,10,6,4,5,3,6,6,0,66
UCL522018,25,34,35,19,24,13,32,21,6,212
UCL522019,15,7,16,4,7,3,8,14,4,83
UCL522020,26,30,11,25,20,7,3,16,5,138
UCL522021,26,18,17,14,16,9,21,13,4,142
UCL522022,12,3,15,14,16,3,12,6,3,80
UCL522023,14,15,16,17,5,8,34,28,0,145
UCL522024,4,6,9,3,14,9,8,16,0,71
UCL522025,13,14,20,12,6,3,23,25,4,116
UCL522026,11,3,7,6,9,3,4,14,0,61
UCL522027,16,16,47,22,25,12,16,21,3,183
UCL522028,18,11,32,10,8,9,25,20,0,135
UCL522029,3,28,0,5,3,0,0,3,3,44
UCL522030,10,23,7,11,9,0,0,4,3,69
UCL522031,6,17,13,25,10,12,7,23,0,108
UCL522032,5,9,4,5,0,0,0,0,0,23
UCL522033,23,4,23,15,10,0,11,10,0,95
UCL522034,23,6,14,13,14,4,11,21,0,107
UCL522035,23,18,16,6,4,10,17,15,6,122
UCL522036,19,15,14,29,9,8,16,9,3,130
UCL522037,17,7,17,9,12,0,18,26,0,110
UCL522038,8,18,45,13,9,3,79,26,0,205
UCL522039,5,7,14,14,7,3,16,10,3,77
UCL522040,0,4,3,3,0,0,0,4,0,18
UCL522041,26,9,14,12,12,11,25,12,3,120
UCL522042,16,20,24,9,15,7,10,24,11,142
UCL522043,30,10,25,5,10,7,14,15,4,117
UCL522044,18,27,16,24,14,0,15,17,9,130
UCL522045,43,25,26,17,21,14,16,33,9,204
UCL522046,10,6,28,12,9,13,22,18,4,131
UCL522047,13,12,9,6,0,0,26,9,0,69
UCL522048,0,7,0,11,0,0,0,0,0,16
UCL522049,29,61,35,26,31,18,8,21,6,230
UCL522050,14,4,13,7,9,0,34,21,0,104
UCL522051,25,15,17,8,15,5,16,19,3,125
UCL522052,19,11,21,13,21,12,29,16,0,144
UCL522053,19,6,20,18,3,5,3,6,0,85
UCL522054,25,3,10,15,6,3,15,3,4,87
UCL522055,6,6,12,4,4,3,3,15,0,56
UCL522056,23,16,27,30,7,13,20,15,3,157
UCL522057,3,11,0,5,11,0,0,0,0,38
UCL522058,23,18,16,13,15,17,6,13,4,123
UCL522059,3,7,10,14,0,3,11,3,6,59
UCL522060,10,16,0,9,0,0,0,8,3,47
UCL522061,3,19,12,21,7,8,0,5,11,91
UCL522062,19,9,18,5,12,9,17,25,4,123
UCL522063,31,21,28,22,18,9,20,21,3,172
UCL522064,8,15,3,18,5,5,6,5,7,74
UCL522065,24,21,47,29,28,14,14,27,7,212
UCL522066,14,5,15,11,10,4,18,14,0,87
UCL522067,7,6,14,6,4,3,14,20,0,71
UCL522068,8,14,15,11,7,0,4,39,0,98
UCL531777,18792,9915,14491,5729,7882,4282,8905,9821,1342,81157
UCL579997,11,78,87,3,10,0,35,100,9,334
UCL599994,104,235,349,162,114,90,276,386,58,1773
UCL603001,8793,18803,9756,10163,11729,7678,3250,7017,1331,78514
UCL611001,3361,6659,4182,4179,4116,3713,2013,3475,486,32194
UCL612001,796,1216,1310,1185,1058,1024,742,1342,142,8822
UCL613001,651,1159,1082,1005,988,908,622,1075,135,7623
UCL613002,444,735,743,631,517,522,336,680,73,4684
UCL614001,147,162,351,351,207,252,224,351,47,2084
UCL614002,178,234,283,260,197,183,164,239,35,1791
UCL615001,19,19,42,44,19,26,52,62,3,278
UCL615002,32,46,61,52,39,40,39,66,10,385
UCL615003,61,60,90,61,45,50,37,83,10,492
UCL615004,89,100,125,128,84,73,76,118,17,819
UCL615005,214,306,365,293,315,224,125,203,35,2085
UCL615006,62,87,68,69,66,27,45,32,8,464
UCL615007,76,81,184,155,97,131,186,253,31,1203
UCL615008,92,142,195,134,165,113,105,138,16,1097
UCL615009,65,63,121,76,85,54,40,119,14,638
UCL615010,122,156,231,175,136,163,115,195,16,1314
UCL615011,169,280,237,168,227,159,92,117,22,1480
UCL615012,118,154,225,153,147,130,114,194,32,1271
UCL615013,102,148,176,139,182,116,57,113,16,1045
UCL615014,144,181,217,171,220,159,92,149,24,1346
UCL615015,119,226,212,164,185,119,117,141,17,1291
UCL615016,133,136,202,140,166,158,137,158,25,1248
UCL615017,181,225,195,137,133,153,69,142,21,1259
UCL615018,23,31,43,57,38,30,26,63,11,341
UCL615019,60,59,104,80,46,59,63,108,20,590
UCL615020,83,58,84,67,70,88,98,119,13,676
UCL615021,39,25,60,39,26,24,39,53,3,324
UCL615022,167,113,176,146,130,120,143,363,31,1397
UCL615023,97,154,110,94,91,51,32,62,15,696
UCL615024,82,103,145,118,169,136,72,127,21,975
UCL615025,65,43,50,62,33,38,18,68,4,388
UCL615026,60,87,78,61,50,53,65,70,10,519
UCL621001,46,29,40,25,22,36,17,58,3,284
UCL621002,25,19,53,41,19,54,19,56,3,296
UCL621003,49,118,49,24,31,18,3,16,5,325
UCL621004,30,69,42,22,36,21,6,18,0,248
UCL621005,29,9,51,25,20,23,37,71,7,282
UCL621006,53,32,53,28,28,25,19,89,3,330
UCL621007,32,36,67,36,45,20,18,48,9,314
UCL621008,36,15,49,29,41,25,16,28,8,244
UCL621009,43,163,26,37,39,23,8,9,10,354
UCL621010,26,21,33,25,20,17,28,47,4,212
UCL621011,27,50,38,33,23,15,12,29,0,232
UCL621012,51,114,59,40,60,38,14,31,9,409
UCL621013,55,107,42,44,45,20,3,20,7,346
UCL621014,24,48,39,45,22,16,10,14,4,231
UCL621015,22,22,21,21,7,18,13,36,0,162
UCL621016,31,23,29,18,24,12,20,25,6,194
UCL621017,16,11,57,27,19,27,29,67,10,273
UCL621018,53,49,73,46,57,40,30,61,7,429
UCL621019,62,78,51,58,58,42,18,37,10,406
UCL621020,20,48,52,29,18,14,53,36,3,269
UCL621021,33,22,35,22,23,9,22,30,6,193
UCL621022,34,49,39,37,36,25,16,18,5,258
UCL621023,26,11,21,23,30,37,15,31,0,189
UCL621024,59,26,39,30,27,32,22,59,3,292
UCL621025,42,41,44,31,31,24,25,30,7,275
UCL621026,36,11,29,28,23,23,15,44,3,213
UCL621027,34,13,40,25,14,23,23,72,10,263
UCL621028,19,12,36,22,18,9,61,45,8,244
UCL622001,23,11,44,26,38,24,25,23,3,202
UCL622002,7,20,12,12,5,9,0,6,0,69
UCL622003,15,13,33,18,16,14,16,34,0,150
UCL622004,19,11,22,18,21,9,25,30,3,150
UCL622005,8,4,5,4,3,3,9,15,0,52
UCL622006,8,12,29,23,29,18,19,30,0,171
UCL622007,29,32,26,25,30,23,17,31,9,220
UCL622008,9,19,28,15,18,8,16,13,0,120
UCL622009,23,41,13,12,26,9,4,11,0,145
UCL622010,25,23,24,15,18,11,12,39,0,159
UCL622011,14,7,19,19,6,7,10,18,0,105
UCL622012,10,26,23,14,22,8,3,18,0,130
UCL622013,12,12,19,15,23,11,13,16,5,130
UCL622014,11,10,14,14,5,4,26,16,3,98
UCL622015,17,46,32,16,16,12,13,26,0,182
UCL622016,10,19,12,8,10,11,10,16,0,89
UCL622017,12,12,21,16,10,20,15,19,0,117
UCL622018,9,16,25,5,19,11,15,22,0,121
UCL622019,20,41,30,15,28,14,10,18,4,180
UCL622020,11,12,26,20,23,17,23,17,3,159
UCL622021,22,31,27,22,17,10,10,14,3,153
UCL622022,8,18,16,8,15,7,18,14,0,104
UCL622023,21,33,25,15,22,10,12,8,4,151
UCL622024,0,3,9,9,5,3,8,13,4,50
UCL622025,14,3,7,7,10,0,15,16,3,71
UCL622026,10,7,10,10,6,4,10,19,3,82
UCL622027,14,45,21,12,13,13,3,4,4,139
UCL622028,8,17,42,14,24,23,23,36,8,194
UCL622029,23,7,13,6,4,19,6,21,4,93
UCL622030,23,31,31,16,16,10,10,16,3,165
UCL622031,15,20,17,34,10,11,18,11,4,136
UCL622032,46,30,31,16,21,14,11,53,5,231
UCL622033,18,21,18,12,14,13,8,17,0,120
UCL622034,7,9,12,8,0,7,12,4,0,59
UCL622035,3,4,7,3,3,4,7,17,3,46
UCL622036,12,8,7,23,8,6,3,16,0,81
UCL631777,8058,6737,6743,4563,4983,3505,3347,5814,832,44577
UCL679997,3,14,9,9,0,0,3,15,0,47
UCL699994,17,49,38,33,27,14,20,54,3,247
UCL703001,7519,12530,10275,8042,8922,4605,3443,5337,1275,61953
UCL712001,1428,2956,1436,1989,1686,840,493,944,278,12045
UCL714001,296,522,379,454,342,178,133,260,62,2620
UCL715001,34,93,30,82,30,28,10,31,23,361
UCL715002,18,63,12,38,21,14,3,35,32,244
UCL715003,31,104,21,77,32,23,16,40,32,363
UCL715004,15,54,16,55,17,18,7,24,14,220
UCL715005,11,54,7,29,9,7,11,22,34,189
UCL715006,174,353,263,186,226,76,138,131,20,1562
UCL715007,148,246,142,237,155,61,35,101,43,1157
UCL715008,23,94,18,72,31,21,7,39,11,311
UCL715009,23,87,36,58,22,14,3,43,35,315
UCL721001,56,113,82,61,55,18,70,32,13,496
UCL721002,8,21,5,19,3,5,4,18,7,100
UCL721003,27,61,28,40,22,17,30,25,18,276
UCL721004,7,28,5,16,5,0,0,18,22,106
UCL721005,11,25,3,10,6,0,4,10,46,113
UCL721006,13,34,3,33,11,11,3,11,3,121
UCL721007,47,48,82,26,65,29,26,26,8,354
UCL721008,27,41,58,33,35,26,24,38,10,294
UCL721009,56,124,109,63,62,27,46,44,8,539
UCL721010,7,30,3,29,16,3,3,4,7,117
UCL721011,8,20,3,19,3,4,0,11,19,86
UCL721012,4,31,8,28,5,7,5,8,14,106
UCL721013,11,55,13,44,12,15,11,6,4,169
UCL721014,11,41,5,40,13,4,3,15,5,134
UCL721015,3,24,3,33,5,3,11,6,8,97
UCL721016,6,15,6,25,8,3,0,13,7,81
UCL721017,23,67,26,25,10,3,13,8,4,192
UCL721018,15,48,5,38,10,3,7,16,10,156
UCL721019,99,61,112,217,71,48,25,133,10,781
UCL722001,9,13,9,13,13,3,10,13,8,81
UCL722002,8,15,3,18,3,7,3,6,0,56
UCL722003,10,16,10,9,3,0,3,16,3,70
UCL722004,0,3,4,7,7,0,0,0,0,21
UCL722005,3,15,3,6,5,3,0,3,3,41
UCL722006,3,9,4,13,3,0,3,15,3,51
UCL722007,3,9,4,19,0,0,0,14,0,50
UCL722008,7,9,12,13,4,3,8,11,0,67
UCL722009,5,22,3,22,5,0,0,4,0,63
UCL722010,22,28,26,25,16,6,13,20,3,154
UCL722011,0,0,0,3,0,0,0,0,4,11
UCL722012,5,16,0,14,3,0,0,14,4,63
UCL722013,0,12,0,3,0,3,0,4,0,26
UCL722014,11,13,3,25,11,0,3,24,0,86
UCL722015,8,9,4,3,5,0,3,6,0,40
UCL722016,40,39,47,20,27,16,7,17,0,213
UCL722017,3,3,0,10,3,3,0,3,3,26
UCL722018,10,10,5,14,7,0,3,6,3,61
UCL722019,7,6,0,16,0,0,0,14,0,49
UCL722020,12,23,9,10,11,3,6,12,3,94
UCL722021,10,15,3,16,11,4,0,14,6,86
UCL722022,3,12,0,7,7,4,6,4,3,50
UCL722023,8,22,3,19,4,4,4,12,8,75
UCL722024,9,20,0,20,3,4,0,7,7,73
UCL722025,0,20,10,10,3,10,3,11,0,67
UCL722026,3,11,0,15,6,0,0,5,0,38
UCL722027,7,23,7,25,11,3,0,13,4,89
UCL722028,25,12,17,16,12,3,14,13,3,118
UCL722029,6,12,0,16,10,4,11,12,10,79
UCL722030,4,5,0,4,5,3,3,14,3,45
UCL722031,18,12,15,19,4,0,14,9,0,88
UCL722032,9,8,3,18,5,3,0,8,5,61
UCL722033,33,57,35,25,31,17,18,17,0,228
UCL722034,7,12,5,20,3,3,3,9,3,58
UCL722035,17,12,3,21,3,3,4,6,9,74
UCL722036,10,6,0,13,4,3,0,7,0,50
UCL722037,0,11,3,10,0,3,3,0,0,29
UCL722038,4,14,0,8,0,3,3,0,9,51
UCL722039,3,4,3,6,3,0,3,3,0,31
UCL731777,1996,1952,2615,1426,1880,735,1084,1713,340,13740
UCL779997,0,4,8,0,0,0,0,13,0,28
UCL799994,41,108,104,84,34,32,63,104,15,574
UCL802001,32635,62555,19538,21586,34551,13914,4673,10307,5112,204869
UCL822001,25,22,12,15,20,11,6,4,0,130
UCL831777,94,86,72,50,62,21,14,23,8,424
UCL879997,0,0,0,0,0,0,0,0,0,0
UCL899994,21,57,14,34,28,12,8,20,6,202
UCL915001,100,85,145,120,103,13,101,132,19,820
UCL921001,78,44,77,49,37,53,17,76,7,436
UCL922001,7,12,27,19,21,6,13,35,7,151
UCL922002,35,17,8,24,5,3,3,3,0,95
UCL922003,21,24,13,9,3,0,0,8,3,77
UCL931777,92,67,112,76,83,59,25,48,12,573
UCL979997,0,3,0,0,0,0,0,4,0,6
UCL999994,0,3,0,4,0,0,3,0,0,11
