UCL_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL121037,5,6,17,31,28,57,3,3,7,0,0,0,39,25,61,12,14,28,7,9,12,4,4,4,20,20,47,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,8,7,12,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,7,10,0,0,0,0,3,3,0,0,0,0,3,3,28,15,40,100,86,189
UCL121038,4,4,3,13,9,25,6,3,9,0,0,0,23,10,37,8,9,21,3,3,7,0,0,0,12,12,20,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,25,44,64,59,120
UCL121039,3,4,9,16,29,45,7,10,15,0,0,0,21,37,60,7,11,23,0,0,3,0,0,0,12,9,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,11,12,0,0,0,0,3,3,0,0,0,0,3,3,47,41,87,91,109,201
UCL121040,7,3,7,15,10,27,3,5,9,8,7,13,28,24,49,8,9,17,8,4,9,8,6,12,26,11,39,0,0,0,0,3,3,0,0,3,0,3,4,0,0,0,4,6,9,3,3,3,3,0,5,0,0,3,3,4,5,0,0,0,10,11,18,0,0,0,0,0,0,0,0,0,0,0,3,51,53,108,118,106,232
UCL121041,7,7,13,10,5,14,15,12,32,7,4,13,36,22,54,11,16,27,16,10,29,3,7,13,30,36,67,0,0,0,0,0,3,6,3,6,0,3,3,0,0,0,3,8,10,3,3,6,0,0,0,0,0,0,0,3,7,0,0,0,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,20,16,41,103,89,196
UCL121042,3,3,5,16,14,34,10,3,20,0,4,3,34,23,54,8,9,15,10,6,16,4,4,12,22,13,35,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,29,30,56,92,89,174
UCL121043,3,3,4,18,16,34,3,0,5,4,0,7,25,15,40,17,7,22,0,0,3,0,0,0,15,14,27,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,8,0,7,4,10,9,0,0,0,0,0,6,5,3,7,0,0,0,11,15,21,0,0,0,0,0,0,0,0,0,0,0,0,40,39,77,102,82,188
UCL121044,11,11,22,35,33,64,0,0,3,5,11,17,44,44,80,17,11,32,7,6,9,6,4,10,26,25,49,0,0,0,0,0,0,5,3,7,0,0,3,0,0,0,7,4,9,3,10,13,0,0,0,0,3,3,3,3,3,0,0,0,9,14,18,0,0,0,0,0,0,0,0,0,0,0,0,18,27,47,113,127,237
UCL121045,0,4,8,12,14,29,3,4,7,0,0,0,14,12,29,15,9,21,0,3,3,3,3,3,15,15,27,3,0,3,0,0,0,3,0,3,0,3,5,0,0,0,7,7,11,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,3,3,5,0,4,4,0,0,0,0,0,0,0,4,3,17,22,36,59,60,121
UCL121046,5,5,14,20,27,48,0,0,0,0,0,0,23,32,51,9,12,25,0,3,4,0,0,0,11,13,26,0,0,0,0,0,0,3,0,3,3,3,5,0,0,0,4,3,8,3,0,0,0,0,0,0,0,0,0,7,6,0,0,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,18,15,35,72,75,141
UCL121047,0,5,3,12,22,33,4,3,6,0,0,0,17,29,41,20,28,41,3,0,7,0,0,0,26,25,47,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,3,10,11,0,0,0,0,0,0,0,0,0,0,0,0,17,28,47,66,95,161
UCL121048,3,3,12,27,23,50,4,6,11,0,0,0,32,27,60,11,10,23,3,4,14,0,3,3,21,22,35,0,0,0,0,0,0,3,3,5,3,3,6,0,0,0,6,3,14,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,4,0,0,0,3,4,9,0,0,0,3,4,9,27,15,38,90,75,171
UCL121049,0,3,3,5,12,21,3,0,3,0,0,0,8,15,25,5,10,13,0,3,3,0,0,0,3,15,18,0,0,0,0,3,3,0,0,0,3,4,6,0,0,0,3,4,9,0,0,0,0,3,4,0,0,0,3,3,6,0,0,0,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,24,25,53,46,73,116
UCL121050,6,5,13,30,25,49,0,0,5,5,5,10,34,33,69,22,20,46,0,3,4,3,4,7,27,30,56,0,3,3,0,3,3,0,0,0,4,6,9,0,0,0,7,12,20,3,5,9,0,5,5,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,3,0,3,0,0,0,3,0,3,56,43,103,139,132,274
UCL121051,16,16,30,34,30,68,0,0,0,14,11,24,48,47,91,26,15,39,0,0,0,9,0,9,34,15,50,0,3,3,0,0,0,0,0,0,3,3,4,0,0,0,3,9,10,0,3,4,0,0,0,0,0,0,0,3,6,0,0,0,3,13,9,0,0,0,3,4,3,0,0,0,3,4,3,25,40,66,131,129,269
UCL121052,6,6,7,11,8,23,0,0,0,0,0,0,11,13,24,5,8,13,4,3,4,0,0,3,14,14,19,4,0,4,0,0,0,0,0,3,3,3,10,0,0,0,9,5,15,3,6,5,0,4,4,0,0,0,4,3,3,0,0,0,3,8,15,0,0,0,0,0,0,0,0,0,0,3,4,30,40,71,75,83,160
UCL121053,3,4,10,20,27,51,4,9,7,7,0,7,29,37,61,28,26,56,3,9,12,5,10,19,45,39,83,3,4,3,0,0,0,10,0,7,9,3,6,0,0,0,21,8,23,3,11,13,0,4,9,0,0,0,0,4,3,0,0,0,9,22,29,0,0,3,0,0,8,0,0,0,5,3,10,34,30,69,143,143,284
UCL121054,3,3,11,18,10,30,12,12,24,0,0,0,32,25,53,23,10,37,3,4,7,0,0,0,25,12,39,0,0,0,0,0,0,5,0,5,0,4,4,0,0,0,5,7,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,55,59,110,126,109,234
UCL121055,6,9,12,12,16,23,5,8,15,13,15,27,37,33,67,9,12,27,9,19,30,11,28,36,35,60,97,0,4,4,0,3,3,4,3,5,3,3,8,0,0,0,8,6,17,7,12,17,0,4,3,3,0,3,3,5,10,0,0,0,17,20,32,0,0,0,0,0,3,0,0,0,0,3,3,20,17,44,121,148,269
UCL121056,6,4,11,28,31,63,4,3,9,9,10,14,40,40,82,4,6,11,7,13,16,3,0,3,11,17,29,0,0,0,0,0,3,0,4,3,3,6,8,0,0,0,4,10,14,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,4,7,0,0,0,0,0,3,0,0,0,0,0,3,38,40,79,111,121,233
UCL121057,9,11,13,31,37,68,6,5,11,0,0,0,36,43,75,19,18,35,10,9,13,3,0,3,28,29,59,0,0,0,0,3,4,0,4,4,3,8,10,0,0,0,7,15,24,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,3,0,0,0,0,0,3,42,36,80,124,132,261
UCL121058,8,11,17,25,15,40,7,3,7,4,0,8,29,26,54,18,26,46,3,3,8,3,0,3,30,30,55,7,0,7,0,0,4,5,0,12,3,3,8,0,0,0,15,5,25,6,0,6,0,0,0,0,0,0,0,6,6,0,0,0,10,7,16,0,0,0,0,0,3,0,0,0,3,0,3,5,6,19,94,87,183
UCL121059,18,22,39,28,20,52,29,31,58,23,17,35,83,66,142,25,24,45,51,30,75,14,13,27,87,63,149,5,0,6,0,0,3,12,3,16,4,3,9,0,0,0,19,15,31,9,3,8,0,7,7,0,0,0,3,7,12,0,0,0,12,19,27,0,8,8,3,6,5,0,0,0,3,10,12,61,60,123,269,255,519
UCL121060,10,8,16,13,30,43,0,3,3,0,0,0,13,27,42,25,25,47,0,0,0,0,0,0,25,26,46,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,8,5,11,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,4,0,0,0,0,3,3,0,0,0,0,3,0,5,13,19,58,83,145
UCL121061,11,11,21,41,32,65,3,6,12,8,3,9,51,39,90,24,14,36,9,10,16,8,4,15,34,29,62,0,0,3,0,0,0,5,4,8,4,5,9,0,0,0,6,10,17,7,3,12,0,0,0,0,3,3,7,3,9,0,0,0,9,14,27,0,0,0,0,3,3,0,0,0,0,3,3,39,37,76,154,143,294
UCL121062,10,11,20,35,39,78,4,3,5,0,3,6,43,47,86,21,31,49,3,4,7,3,0,5,27,36,66,0,0,3,0,0,0,7,3,11,3,3,10,0,0,0,9,10,23,3,11,20,3,0,7,0,3,3,3,3,10,0,0,0,14,22,36,0,3,3,0,7,6,0,0,0,0,9,6,26,30,57,134,153,293
UCL121063,7,4,17,25,23,53,0,6,9,0,0,0,25,29,59,19,14,30,4,0,4,0,0,0,18,14,32,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,4,0,0,0,0,3,3,0,0,0,0,3,3,18,15,31,74,80,157
UCL121064,3,6,10,14,15,33,7,0,6,0,0,0,23,14,39,29,20,49,3,4,11,3,3,6,36,28,64,0,3,3,0,0,0,4,0,4,0,4,9,0,0,0,5,3,10,0,3,3,0,5,5,0,0,0,0,3,8,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,44,39,85,115,112,226
UCL121065,3,7,12,14,12,30,9,7,18,0,0,0,25,24,51,16,13,34,0,3,4,0,0,0,18,17,35,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,5,11,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,3,3,0,0,0,0,3,3,23,42,64,77,101,186
UCL121066,8,10,15,40,31,70,25,20,46,0,4,4,65,59,118,23,25,44,17,11,23,5,6,13,43,39,83,0,0,0,0,4,4,8,0,10,3,5,4,0,0,0,10,8,25,3,0,4,0,4,6,0,0,0,3,9,15,0,0,0,8,16,20,0,0,0,0,0,0,0,0,0,0,0,0,56,58,117,183,190,379
UCL121067,11,3,11,14,10,19,8,5,17,18,3,21,34,20,55,19,8,24,16,14,32,4,14,21,43,33,77,0,0,0,0,0,0,9,0,9,0,3,3,0,0,0,9,3,12,13,11,16,0,0,0,0,0,0,0,0,3,0,0,0,10,13,29,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,107,83,184
UCL121068,4,8,9,17,19,41,9,3,6,0,3,3,25,22,51,10,15,26,0,8,8,0,0,0,12,23,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,9,4,12,0,0,0,0,0,0,5,3,11,0,0,0,13,10,21,0,0,0,3,8,12,0,0,0,3,8,12,4,3,8,63,72,136
UCL121069,12,3,13,32,34,71,3,0,3,4,0,4,38,36,78,13,7,20,0,0,4,4,0,3,13,11,30,0,0,0,0,0,3,3,5,6,0,3,5,0,0,0,5,11,15,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,24,28,52,97,100,194
UCL121070,6,8,8,23,18,42,0,0,3,4,3,4,26,22,51,10,9,17,3,6,9,4,0,4,15,13,34,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,4,0,0,0,3,4,4,23,18,44,75,68,145
UCL121071,4,3,7,14,12,25,0,0,3,3,4,9,18,12,33,6,9,14,0,6,9,5,0,7,11,13,28,0,4,4,0,0,5,3,0,3,4,0,5,0,0,0,7,6,11,5,4,5,3,0,4,0,3,3,3,3,4,0,0,0,11,11,21,0,0,0,0,4,4,0,0,0,0,4,4,12,12,30,68,66,139
UCL121072,0,0,0,6,0,6,0,0,3,4,5,9,7,9,18,5,7,15,3,3,4,8,9,16,17,19,36,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,8,3,6,3,9,15,0,0,3,0,0,0,4,4,9,0,0,0,9,17,25,0,0,0,0,0,0,0,0,0,0,0,0,17,19,31,55,57,111
UCL121073,12,6,23,32,38,66,11,15,23,3,0,4,45,49,98,28,18,48,3,6,5,3,0,3,31,20,51,0,0,0,0,3,3,0,4,5,0,4,9,0,0,0,6,10,20,0,3,0,0,3,3,0,0,0,0,3,6,0,0,0,3,8,12,0,0,0,3,0,3,0,0,0,3,3,3,38,44,78,141,139,284
UCL121074,12,5,16,24,21,50,8,7,10,4,6,9,34,31,66,14,20,39,4,3,4,3,0,10,21,26,54,0,7,7,0,0,0,0,0,0,3,4,6,0,0,0,3,9,13,0,4,5,0,3,8,0,0,0,0,6,6,0,0,0,3,11,14,0,0,0,0,0,3,0,0,0,3,3,4,58,53,108,133,145,276
UCL121075,5,9,12,31,47,72,0,0,4,0,3,3,30,53,80,11,14,26,14,12,23,4,3,11,27,37,61,0,0,0,0,3,3,0,0,0,6,4,11,0,0,0,5,12,14,3,0,3,0,3,3,0,0,0,0,12,15,0,0,0,0,19,19,0,0,0,3,0,4,0,0,0,3,0,4,30,30,62,110,148,258
UCL121076,15,5,19,29,28,56,0,5,4,6,4,8,36,34,73,25,29,52,0,0,3,4,3,9,37,31,68,0,3,5,0,0,0,11,6,15,9,6,10,0,0,0,16,14,31,5,3,7,0,10,10,0,3,4,0,3,3,0,0,0,8,15,22,0,0,0,0,10,11,0,0,0,0,7,10,10,3,14,117,117,228
UCL121077,3,4,4,20,18,34,3,4,6,3,4,9,23,24,50,20,7,27,11,9,25,4,3,6,30,21,51,0,3,3,0,0,0,4,3,4,3,3,4,0,0,0,5,9,11,3,3,4,0,3,3,0,0,0,3,4,4,0,0,0,6,6,17,0,0,0,0,0,0,0,0,0,0,0,0,23,21,38,86,93,176
UCL121078,13,12,20,29,27,51,6,13,14,13,3,18,43,38,81,8,7,17,11,10,20,5,3,7,27,20,42,0,4,4,0,0,0,4,0,3,4,5,9,0,0,0,8,11,14,3,3,10,0,3,3,0,0,0,3,9,12,0,0,0,8,17,21,0,0,0,0,0,0,0,0,0,0,0,4,20,24,45,114,123,241
UCL121079,11,6,15,28,17,46,3,9,13,8,3,16,39,35,75,15,9,23,3,0,4,0,7,7,16,16,35,0,0,3,0,0,0,0,3,5,0,3,5,0,0,0,3,3,13,0,3,5,0,0,0,0,3,3,3,3,7,0,0,0,5,8,13,0,0,0,0,3,3,0,0,0,0,3,3,16,19,37,89,89,184
UCL121080,11,6,14,21,23,44,17,9,23,4,7,6,37,40,75,16,27,44,11,6,21,3,5,8,35,34,69,0,0,0,0,0,0,3,0,3,3,6,12,0,0,0,12,6,16,0,3,3,0,0,0,0,0,0,3,7,18,0,0,0,7,17,18,0,0,0,0,3,3,0,0,0,0,3,3,39,35,74,136,138,273
UCL121081,7,4,13,26,26,54,0,0,0,0,3,3,30,28,60,12,19,35,8,8,12,3,0,6,21,29,53,4,5,8,0,4,4,3,3,3,4,0,7,0,0,0,14,5,21,4,0,4,3,4,11,0,0,0,5,8,16,0,0,0,11,21,33,0,0,0,0,0,3,0,0,0,0,0,3,57,62,117,144,155,297
UCL121082,10,11,19,16,21,35,7,8,17,16,18,36,43,49,88,4,9,13,14,15,26,18,7,27,35,34,66,0,3,3,0,3,3,8,0,9,0,4,4,0,0,0,8,12,22,4,7,12,0,0,0,3,0,0,0,10,10,0,0,0,7,13,22,0,3,3,0,0,0,0,0,0,3,5,7,5,15,19,112,132,242
UCL121083,11,20,32,38,36,74,8,7,15,3,3,13,46,51,102,21,18,33,4,0,8,8,3,12,29,22,51,0,3,3,0,0,0,0,0,0,0,3,11,0,0,0,4,4,10,3,3,9,0,9,7,0,0,0,6,4,11,0,0,0,9,19,23,0,0,0,0,3,3,0,0,0,0,3,3,15,17,33,111,135,253
UCL121084,9,7,12,30,34,60,0,0,3,0,0,3,28,35,63,15,13,28,0,4,8,4,10,12,20,26,44,0,0,0,0,0,0,0,4,3,3,3,5,0,0,0,4,8,15,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,54,65,115,116,145,258
UCL121085,13,12,18,25,25,49,0,0,0,0,0,3,26,30,51,18,11,35,3,0,6,0,0,0,26,14,40,0,3,3,0,0,0,0,3,4,0,7,6,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,17,19,39,86,86,171
UCL121086,4,10,14,16,27,39,3,4,9,0,3,3,23,28,54,21,12,31,0,4,6,0,3,3,21,17,41,0,5,7,0,0,3,3,5,3,0,4,4,0,0,0,4,12,21,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,8,6,0,0,0,0,0,3,0,0,0,0,0,3,19,29,55,80,114,189
UCL121087,9,9,23,38,33,65,7,4,15,3,0,3,47,41,80,18,13,28,3,3,6,3,3,9,26,16,41,0,0,0,0,3,3,3,0,3,0,0,3,0,0,0,3,5,11,5,9,13,0,3,3,0,0,0,0,5,6,0,0,0,6,19,21,0,0,3,0,3,3,0,0,0,0,4,3,33,19,55,122,110,237
UCL121088,5,12,22,28,22,49,8,12,16,3,3,7,39,37,78,10,13,29,3,3,5,3,0,4,22,15,40,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0,11,8,3,0,4,0,0,0,0,0,0,0,3,3,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,28,21,51,106,98,201
UCL121089,7,6,12,41,28,68,4,10,15,6,0,4,52,37,85,24,29,47,12,10,23,10,15,22,37,50,89,0,0,0,0,0,0,0,3,4,0,7,7,0,0,0,3,11,15,0,0,0,0,3,4,0,0,0,3,3,3,0,0,0,3,8,10,0,0,4,0,3,3,0,0,0,0,3,3,18,27,46,125,138,262
UCL121090,3,8,10,15,18,31,3,13,15,3,6,13,26,34,57,10,13,27,12,13,16,0,3,3,25,25,47,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,3,11,7,3,3,11,0,0,3,3,3,6,0,5,3,0,0,0,8,12,24,0,0,0,0,0,0,0,0,0,0,0,0,17,21,39,76,110,186
UCL121091,15,11,26,57,55,111,5,6,9,5,0,6,65,61,130,18,24,51,6,3,12,0,3,5,30,32,68,0,0,0,0,3,3,5,5,12,3,3,11,0,0,0,10,8,26,11,4,17,0,0,0,0,3,3,0,3,5,0,0,0,11,15,23,0,3,3,0,6,7,0,0,0,0,7,6,25,25,56,161,171,332
UCL121092,13,18,30,32,34,65,12,5,18,8,0,12,57,40,95,19,22,37,6,4,8,3,4,9,23,29,55,0,4,8,0,0,0,0,0,0,0,4,6,0,0,0,3,16,17,0,8,8,0,0,0,0,0,3,0,0,5,0,0,0,3,9,16,0,0,0,0,0,0,0,0,0,0,3,3,33,41,74,133,154,283
UCL121093,0,7,13,16,23,38,3,7,10,3,0,3,20,32,52,26,16,36,0,0,0,0,0,0,26,19,42,3,0,5,0,0,0,0,0,4,0,7,4,0,0,0,7,10,14,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,10,12,0,0,0,0,0,0,0,0,0,0,0,3,43,49,93,102,125,221
UCL121094,10,4,15,16,10,25,11,16,33,0,0,0,28,31,59,6,13,20,7,6,13,0,0,0,14,13,29,0,0,3,0,0,0,0,0,0,0,6,10,0,0,0,3,11,15,0,3,8,0,0,0,0,0,3,0,7,6,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,18,28,45,73,109,179
UCL121095,3,3,10,15,17,34,0,0,0,0,0,3,20,21,39,13,21,36,0,9,10,0,0,3,15,28,48,0,0,0,0,5,8,3,0,3,3,3,3,0,0,0,4,10,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,12,16,24,59,77,136
UCL121096,8,8,19,23,22,44,3,4,9,4,6,9,28,34,58,13,16,34,3,3,6,9,6,15,24,24,51,0,0,3,0,0,0,0,0,3,3,8,8,0,0,0,4,8,9,3,4,3,0,3,3,0,0,0,0,3,9,0,0,0,3,14,16,0,0,0,3,8,5,0,0,0,3,8,5,17,22,42,85,117,197
UCL121097,0,3,7,16,20,35,7,13,24,0,7,9,27,40,66,10,13,15,19,20,43,0,4,9,33,32,67,0,0,0,0,4,4,3,3,7,0,7,11,0,0,0,3,14,13,4,7,8,0,4,5,0,0,0,5,7,12,0,0,0,12,21,27,0,0,0,5,4,7,0,0,0,5,4,7,17,26,37,91,132,225
UCL121098,5,10,12,19,27,47,0,0,0,0,0,0,19,27,47,18,14,29,3,0,3,0,4,4,19,15,34,0,0,0,0,0,0,0,0,4,0,5,7,0,0,0,3,8,11,0,0,3,0,4,4,0,0,0,0,4,4,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,3,3,33,33,70,83,102,178
UCL121099,7,5,20,35,16,55,8,15,21,5,0,5,45,29,77,15,19,40,7,5,10,0,4,5,21,31,54,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,9,4,14,0,4,4,0,0,0,0,0,0,3,4,7,0,0,0,5,10,17,0,0,0,0,4,3,0,0,0,0,4,3,14,18,35,108,108,220
UCL121100,8,11,16,31,41,68,4,7,12,6,4,10,43,46,91,26,31,50,10,10,17,0,8,9,32,42,81,3,0,4,0,0,0,3,0,4,0,8,8,0,0,0,4,12,13,3,11,12,0,4,4,0,3,3,0,6,6,0,0,0,3,25,27,0,0,0,5,3,4,0,0,0,5,3,4,51,46,101,156,185,336
UCL121101,4,5,13,40,28,60,5,6,11,0,3,3,44,38,79,24,12,33,0,0,0,0,0,0,20,12,36,0,0,0,0,3,3,3,0,4,3,7,12,0,0,0,6,12,16,0,3,5,0,8,8,0,0,0,5,5,7,0,0,0,6,13,15,0,0,0,0,4,4,0,0,0,0,3,3,27,26,55,109,113,222
UCL121102,12,7,22,28,32,56,3,4,8,6,3,6,36,37,77,10,11,27,9,4,16,8,9,8,27,25,51,0,0,0,0,3,3,7,0,7,0,0,3,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,35,42,82,125,130,253
UCL121103,4,4,8,31,38,72,3,3,7,0,3,3,37,43,83,13,28,40,0,0,0,4,0,4,19,26,41,0,0,3,0,0,0,3,0,3,3,3,10,0,0,0,4,6,11,3,0,3,0,0,0,0,0,3,4,3,4,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,17,20,33,85,108,199
UCL121104,3,7,8,17,21,43,0,5,5,0,0,0,17,25,45,10,13,16,0,0,0,0,0,0,11,11,20,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,8,11,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,3,28,27,59,63,85,150
UCL121105,8,6,15,22,15,40,3,5,6,0,0,0,21,25,43,11,12,27,3,0,9,0,0,3,18,15,34,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,3,3,6,0,5,6,0,0,3,0,0,0,4,3,4,0,0,0,7,11,14,0,0,0,0,0,0,0,0,0,0,0,0,14,26,36,68,85,150
UCL121106,8,9,13,16,27,44,5,3,9,0,3,3,24,38,55,15,15,34,5,0,6,6,4,9,24,22,48,0,0,0,0,0,0,0,0,0,5,7,14,0,0,0,3,7,16,0,3,3,0,0,0,0,0,0,0,6,9,0,0,0,3,10,16,3,3,3,0,0,0,0,0,0,3,4,7,42,52,94,104,143,243
UCL121107,8,12,22,34,23,56,0,0,0,0,0,5,42,18,59,16,21,38,9,6,13,0,0,0,25,30,52,0,0,0,0,3,3,0,0,3,0,4,3,0,0,0,11,8,14,3,0,3,0,0,0,0,0,0,0,3,6,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,28,37,62,112,109,219
UCL121108,3,8,17,15,18,30,8,0,11,9,9,12,36,28,56,7,0,9,11,9,18,3,4,7,19,11,33,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,7,4,8,0,0,0,0,3,4,0,0,0,5,6,12,0,0,0,4,6,18,0,0,0,0,0,3,0,0,0,0,0,3,23,31,53,96,91,184
UCL121109,11,9,18,29,19,53,5,7,13,6,6,17,42,29,75,23,23,47,3,5,9,3,3,4,26,27,56,0,0,4,0,0,5,0,3,6,3,12,9,0,0,0,4,15,22,3,3,5,0,0,0,0,0,0,3,3,7,0,0,0,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,37,36,69,133,128,258
