UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL115135,7,3,0,0,9,6,0,0,0,6,8,0,4,0,10,0,0,4,0,8,28,0,10,0,39,12,0,9,0,20,76,3,18,0,96,32,10,5,0,54,50,14,16,0,85,31,20,7,0,56,10,20,3,0,33,19,17,0,0,39,24,27,4,0,55,11,7,0,0,12,7,3,0,0,12,0,3,0,0,5,11,5,0,0,18,19,19,5,0,48,10,0,3,0,16,366,165,82,3,623
UCL115136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,14,8,0,0,0,11,28,0,4,0,32,11,3,8,0,24,30,4,3,0,37,10,11,6,0,27,8,4,0,0,18,4,13,3,0,21,16,9,0,0,26,6,11,0,0,15,3,0,0,0,4,3,3,0,0,4,0,3,0,0,3,14,9,3,0,20,3,0,0,0,9,160,77,30,0,266
UCL115137,0,0,0,0,0,4,0,0,0,3,0,0,7,0,8,0,0,3,0,3,6,0,6,0,12,8,0,12,0,16,33,3,7,0,46,14,7,4,0,27,11,14,12,0,34,19,16,3,0,41,10,11,0,0,21,6,12,0,0,17,22,28,3,0,55,4,15,0,0,22,7,9,0,0,7,0,0,0,0,0,0,5,0,0,8,17,19,9,0,46,5,3,0,0,8,170,139,58,3,377
UCL115138,0,0,0,0,0,5,0,0,0,6,10,0,0,0,13,3,0,0,0,8,27,3,5,0,36,11,0,3,0,17,101,3,12,0,111,48,14,12,0,67,63,13,11,0,93,52,15,14,0,77,29,9,7,0,45,20,21,5,0,42,33,13,3,0,48,12,9,0,0,20,4,4,0,0,11,4,0,3,0,11,6,3,0,0,12,32,18,3,0,52,6,0,0,0,9,463,137,87,8,683
UCL115139,3,0,0,0,4,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,18,3,6,0,24,11,0,15,0,22,55,8,16,0,78,28,16,24,6,68,30,26,14,0,72,31,24,6,0,66,16,28,3,0,54,17,25,6,0,46,23,28,3,0,60,9,12,0,0,22,6,7,0,0,13,0,6,0,0,12,0,3,0,0,9,17,25,14,0,55,7,4,5,0,21,272,222,119,9,628
UCL115140,0,0,0,0,0,3,0,0,0,3,3,0,4,0,6,3,0,3,0,8,16,0,18,0,34,13,3,24,3,45,89,3,18,0,114,41,12,19,0,72,45,26,24,0,93,39,21,10,0,63,20,10,6,0,37,22,9,4,0,40,30,26,0,0,55,15,13,0,0,35,7,8,0,0,19,0,5,0,0,9,4,9,0,0,16,20,24,15,0,57,7,0,3,0,7,381,169,152,7,711
UCL115141,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,3,0,0,0,5,10,3,4,0,19,3,0,6,0,11,58,0,0,0,66,19,9,9,0,33,18,11,0,0,32,19,4,6,0,29,5,7,0,0,22,8,12,3,0,19,12,19,4,0,38,12,12,0,0,20,0,14,0,0,12,3,6,3,0,15,4,9,0,0,15,5,22,0,0,29,9,0,0,0,13,209,123,45,3,376
UCL115142,5,0,0,0,5,3,0,0,0,3,0,0,3,0,3,0,0,0,0,4,16,0,0,0,18,12,0,8,0,20,60,5,16,0,82,41,5,8,0,57,40,26,11,3,77,51,14,3,0,68,28,10,4,0,41,24,15,3,0,42,32,38,4,0,79,19,23,5,0,50,21,22,0,0,42,11,13,0,0,20,21,20,3,0,49,41,32,15,0,88,16,7,0,0,21,439,240,90,10,780
UCL115143,0,0,0,0,7,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,15,0,5,0,18,8,0,9,0,19,34,0,6,0,45,20,3,12,0,33,17,8,5,0,39,19,8,4,0,33,9,15,7,0,26,16,9,0,0,33,15,14,0,0,32,4,11,0,0,18,3,5,0,0,5,7,0,0,0,7,4,4,0,0,12,7,18,8,0,30,0,0,3,0,10,181,115,65,3,357
UCL115144,0,0,0,0,4,0,0,3,0,3,0,0,10,0,8,0,0,15,0,15,3,7,13,3,20,3,0,10,0,13,8,11,9,0,27,10,3,15,3,30,3,9,11,0,26,10,5,4,0,17,6,11,6,0,19,6,4,4,0,11,12,13,7,0,35,6,17,0,0,26,3,4,3,0,12,0,3,0,0,4,9,6,0,0,11,7,22,16,3,45,3,3,16,0,29,103,98,136,14,352
UCL115145,7,0,3,0,11,0,0,0,0,0,3,0,0,0,3,3,0,3,0,7,3,0,0,0,3,3,4,0,0,11,13,0,0,0,15,7,0,3,0,18,3,5,3,0,13,4,11,9,3,27,13,8,4,0,22,8,11,0,0,20,19,22,3,0,36,9,11,0,0,23,0,18,4,0,26,3,7,0,0,12,4,17,0,0,22,8,12,3,0,17,0,0,0,0,5,111,133,39,3,285
UCL115146,3,0,0,0,4,3,0,0,0,4,5,0,6,0,8,3,0,6,0,10,17,3,5,0,25,6,3,12,0,21,29,0,14,5,45,15,15,5,0,37,17,14,11,0,37,10,17,6,0,30,11,20,4,0,35,17,16,3,0,35,16,37,7,0,57,11,25,3,0,42,4,19,0,0,22,0,7,0,0,9,6,13,0,0,22,9,20,8,0,43,3,4,3,0,7,188,214,97,8,504
UCL115147,3,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,3,10,3,7,0,21,3,3,8,0,10,39,0,3,0,50,12,6,9,0,26,10,12,11,0,36,13,11,0,0,31,11,12,3,0,23,10,6,0,0,14,23,18,0,0,37,0,4,0,0,7,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,6,14,3,0,22,9,0,0,0,10,150,93,56,6,304
UCL115148,0,0,0,0,4,0,0,0,0,0,3,0,8,0,9,0,0,0,0,3,7,0,10,0,15,0,0,9,0,15,31,8,9,0,39,19,4,10,0,26,13,3,15,0,32,12,9,4,0,27,11,6,3,0,24,10,7,3,0,21,22,9,3,0,39,9,14,0,0,20,4,0,0,0,6,3,0,0,0,3,5,3,0,0,14,14,24,11,0,48,3,0,9,0,16,168,104,88,3,354
UCL115149,3,0,0,0,4,0,0,3,0,5,0,0,4,0,3,0,0,10,0,10,12,0,3,0,15,3,0,11,0,18,21,0,8,5,30,8,4,11,0,26,10,14,12,0,35,10,14,9,0,32,13,16,0,0,25,7,21,3,0,30,15,23,0,0,36,11,14,0,0,25,3,11,0,0,15,3,3,0,0,9,3,3,0,0,7,9,15,8,0,29,6,0,9,0,13,137,147,87,5,371
UCL115150,3,0,0,0,5,0,0,3,0,7,3,0,16,0,18,3,0,12,0,15,29,9,26,4,62,8,8,46,0,63,103,21,43,3,168,29,19,33,3,89,45,33,27,3,107,36,33,22,3,94,12,31,10,0,51,20,23,8,0,55,21,37,12,0,74,13,34,5,0,46,12,17,0,0,32,3,10,0,0,14,5,8,0,0,19,34,52,32,3,113,21,5,18,3,44,396,342,308,23,1068
UCL115151,3,0,0,0,3,0,0,0,0,6,3,0,0,0,3,0,0,5,0,8,12,0,9,0,20,9,0,9,0,16,40,3,5,0,48,8,8,7,0,24,25,3,13,0,41,24,18,3,0,45,3,0,0,0,6,9,7,0,0,16,11,10,0,0,18,3,3,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,19,5,0,34,10,0,3,0,12,169,68,64,0,313
UCL115152,0,0,0,0,3,0,0,0,0,0,4,0,3,0,10,0,0,3,0,4,5,7,12,0,20,5,0,11,0,21,42,3,16,0,58,10,7,11,0,25,13,15,6,3,33,18,17,5,0,38,9,10,0,3,25,4,11,4,0,21,11,13,0,0,21,4,3,0,0,10,3,7,0,0,4,0,0,3,0,7,0,3,0,0,7,8,11,6,0,27,11,0,3,0,15,152,106,79,11,349
UCL115153,6,0,0,0,6,3,0,0,0,5,4,0,0,0,8,0,0,3,0,4,20,0,16,0,32,6,3,7,0,19,46,0,10,0,59,25,5,13,0,42,42,27,13,0,78,22,10,11,3,55,17,18,6,0,46,26,18,5,0,54,35,35,9,0,79,8,21,0,0,32,7,19,0,0,29,8,7,0,0,16,13,12,0,0,27,22,36,4,0,61,9,3,4,0,16,326,224,114,11,676
UCL115154,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,13,3,0,4,0,11,18,0,7,0,29,8,3,3,0,16,18,9,14,3,42,12,16,8,0,37,10,19,5,0,40,9,14,3,0,27,29,48,3,0,76,17,45,3,3,65,10,35,0,0,47,7,20,3,0,35,12,30,0,0,37,3,31,8,0,48,3,8,0,0,13,173,290,80,9,542
UCL115155,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,5,0,3,0,7,0,0,0,0,3,8,0,0,0,14,3,3,4,0,10,8,8,3,0,13,6,8,3,0,21,4,11,0,0,15,6,13,3,0,25,10,45,3,0,59,13,34,0,0,48,10,32,0,0,35,3,23,0,0,27,5,38,0,0,47,5,32,0,0,36,0,0,0,0,0,92,243,32,4,374
UCL115156,4,0,3,0,3,6,0,4,0,11,0,0,7,0,7,0,0,8,0,14,34,7,20,0,63,20,8,36,0,67,112,12,32,0,159,48,35,47,0,137,67,46,38,0,147,44,60,24,4,132,23,40,17,0,76,18,40,11,0,66,44,54,5,0,103,6,26,4,0,39,6,8,0,0,12,4,4,0,0,9,3,8,0,0,9,18,44,29,0,94,11,5,16,0,38,468,402,297,10,1184
UCL115157,3,0,0,0,3,0,0,0,0,3,0,0,7,0,7,0,0,5,0,5,8,0,5,0,17,4,5,12,0,16,43,8,17,0,68,19,9,21,0,47,33,22,10,0,74,18,22,11,0,50,19,17,7,0,43,14,20,12,0,46,32,36,8,0,71,12,35,5,0,47,8,21,0,0,24,3,13,0,0,13,7,7,0,0,15,6,34,10,0,48,0,4,0,0,5,234,256,122,3,615
UCL115158,11,8,4,0,16,0,0,0,0,0,0,3,6,0,10,5,0,9,0,12,40,3,14,0,66,24,6,22,0,51,122,21,34,0,181,59,27,33,4,122,70,42,20,3,144,69,53,27,0,145,27,48,6,0,80,34,37,4,0,77,41,56,3,3,107,14,35,7,0,58,12,31,0,0,38,3,13,3,0,24,12,13,0,0,27,33,46,26,0,108,12,12,7,0,28,597,455,229,14,1299
UCL115159,3,0,3,0,3,0,0,0,0,3,0,0,3,0,3,0,0,7,0,3,8,0,10,0,15,4,0,6,0,14,33,8,4,0,48,16,11,7,0,28,10,13,5,0,30,10,17,9,0,36,6,23,3,0,34,9,12,4,0,28,17,26,0,0,41,11,21,0,0,33,5,19,0,0,23,0,6,0,0,8,3,17,0,0,20,4,26,10,0,41,7,0,0,0,6,147,209,69,0,427
UCL115160,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,3,3,0,9,33,0,10,0,42,20,9,7,0,30,22,3,4,0,33,16,5,3,0,28,3,16,0,0,20,10,9,0,0,20,21,21,0,0,43,4,17,0,0,19,3,12,0,0,20,3,0,0,0,5,3,10,0,0,13,4,18,3,0,33,5,0,0,0,10,157,129,36,3,329
UCL115161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,12,3,4,7,0,15,17,0,3,0,22,10,3,9,0,21,6,12,3,0,16,16,12,6,0,36,4,16,6,0,31,3,13,3,0,19,16,20,0,0,38,7,10,0,0,20,0,8,0,0,10,0,4,0,0,7,0,0,0,0,3,6,12,3,0,20,3,3,0,0,3,110,115,44,8,276
UCL121001,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,12,3,0,5,0,13,13,0,0,0,21,12,3,3,0,19,11,3,3,0,22,7,5,0,0,16,3,8,0,0,20,3,10,0,0,12,12,19,0,0,28,3,11,0,0,13,0,7,0,0,4,0,3,0,0,3,0,3,0,0,3,9,10,4,0,21,3,3,0,0,5,96,94,33,3,219
UCL121002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,0,15,3,0,4,0,8,16,0,7,0,23,9,0,3,0,14,13,4,4,0,21,8,8,0,0,20,3,4,0,0,10,0,3,0,0,3,0,7,0,0,7,3,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,9,3,0,19,3,0,0,0,8,69,51,41,6,163
UCL121003,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,5,0,3,0,6,4,0,3,0,5,16,0,3,0,17,9,3,3,0,14,16,4,3,0,23,18,3,0,0,19,5,7,0,0,8,7,8,0,0,17,10,4,0,0,10,3,10,0,0,7,3,0,0,0,3,3,0,0,0,3,3,3,0,0,7,5,18,7,0,29,0,0,0,0,0,108,63,25,0,190
UCL121004,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,0,3,0,3,16,3,4,0,20,8,4,8,0,17,9,9,6,0,16,9,10,3,0,18,5,3,0,0,12,3,0,0,0,9,6,14,0,0,24,0,3,0,0,5,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,3,9,8,0,15,0,0,0,0,3,66,71,28,0,171
UCL121005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,3,0,3,0,13,3,3,0,0,7,7,3,3,0,6,3,6,0,0,12,0,8,0,0,11,8,8,0,0,13,3,11,3,0,23,7,11,0,0,13,4,8,0,0,14,0,8,0,0,11,4,8,0,0,12,3,9,3,0,17,0,0,0,0,0,52,76,21,3,156
UCL121006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,8,0,3,0,12,4,0,0,0,4,17,4,3,0,23,9,10,3,0,21,11,6,0,0,21,5,6,0,0,10,3,3,0,0,9,4,0,0,0,4,5,5,0,0,16,3,5,0,0,9,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,5,16,4,0,25,0,0,3,0,4,86,56,21,4,171
UCL121007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,3,0,7,3,0,3,0,9,19,4,3,0,28,11,8,0,0,20,13,5,3,0,22,4,9,3,0,24,3,9,0,0,14,4,11,3,0,22,13,26,3,0,39,4,6,3,0,11,0,11,0,0,12,3,0,0,0,3,0,5,0,0,3,6,8,0,0,17,4,3,0,0,9,94,108,33,0,242
UCL121008,0,0,0,0,3,3,0,0,0,4,0,0,3,0,4,0,0,0,0,0,13,0,3,0,14,0,0,5,0,6,28,3,3,0,38,7,3,0,0,13,12,3,0,0,16,9,4,3,0,19,3,4,0,0,8,8,8,0,0,17,8,18,3,0,25,3,11,0,0,10,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,9,3,0,20,3,3,0,0,5,112,65,32,0,209
UCL121009,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,3,0,4,3,3,3,0,15,0,0,4,0,5,8,8,4,0,15,0,0,6,0,9,3,3,3,0,7,7,3,0,0,10,3,3,3,0,6,0,3,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,5,3,0,5,31,37,46,10,123
UCL121010,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,3,7,0,12,0,0,12,0,12,17,0,7,0,27,4,3,9,0,19,13,0,4,0,15,11,9,3,0,23,3,13,0,0,13,3,8,0,0,9,13,12,5,0,23,5,4,0,0,9,3,3,0,0,8,3,0,0,0,3,3,3,0,0,5,5,11,9,0,22,0,0,3,0,4,81,63,63,3,209
UCL121011,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,4,0,4,8,3,6,0,18,4,0,19,0,22,22,3,14,0,46,4,6,14,0,30,6,9,7,0,26,3,3,3,0,9,0,3,3,0,8,0,4,0,0,7,3,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,0,29,0,0,3,3,5,68,61,91,8,228
UCL121012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,11,3,0,0,8,9,0,0,0,10,13,7,0,0,14,11,7,0,0,19,8,3,3,0,16,7,13,0,0,22,15,19,0,0,31,5,18,0,0,28,7,8,4,0,21,0,9,0,0,10,11,26,3,0,38,6,26,3,0,28,3,0,0,0,3,106,134,17,0,253
UCL121013,0,0,0,0,3,0,0,6,0,5,0,0,3,3,7,0,0,9,0,11,5,0,6,0,7,0,0,8,0,7,9,3,3,0,16,6,3,5,3,20,7,0,10,3,13,3,3,0,0,10,6,6,3,0,10,3,0,0,0,7,8,3,0,0,9,0,7,0,0,9,6,0,0,0,6,0,3,0,0,4,0,0,0,0,3,5,8,10,0,19,3,3,11,0,18,60,40,70,13,192
UCL121014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,8,3,0,0,7,5,3,3,0,13,4,5,3,0,18,4,3,4,0,14,9,0,0,0,14,10,6,0,0,19,3,11,4,0,18,3,3,0,0,9,9,9,3,0,18,13,14,0,0,30,3,17,5,0,23,0,0,0,0,0,79,79,29,0,196
UCL121015,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,8,4,0,3,0,4,9,0,7,0,12,5,7,3,0,13,3,4,3,0,11,10,8,0,0,14,3,5,0,0,11,4,5,0,0,6,5,8,0,0,14,6,7,0,0,9,0,5,0,0,5,0,3,0,0,3,0,0,0,0,0,4,10,3,0,16,0,0,0,0,3,55,60,27,0,139
UCL121016,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,4,3,0,12,0,0,0,0,0,19,5,3,0,29,0,0,5,0,10,9,10,6,0,27,13,13,0,0,24,8,14,4,0,20,10,9,0,0,14,16,16,0,0,40,6,11,0,0,13,0,7,0,0,9,0,3,0,0,5,0,6,0,0,6,9,20,7,0,32,0,0,0,0,0,103,110,42,0,260
UCL121017,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,12,0,0,0,12,8,0,0,0,10,11,4,4,0,15,7,0,0,0,12,5,4,3,0,12,3,7,0,0,12,12,18,0,0,32,3,6,0,0,8,3,12,0,0,13,7,6,0,0,10,6,17,0,0,27,5,13,0,0,22,0,3,0,0,7,96,90,17,0,198
UCL121018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,0,5,0,8,6,3,0,0,14,3,10,3,0,11,3,8,0,0,8,3,7,0,0,10,7,9,0,0,18,5,6,3,0,18,3,9,0,0,13,3,7,0,0,12,0,0,0,0,0,0,0,0,0,0,3,9,3,0,15,3,0,0,0,8,47,68,20,3,141
UCL121019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,3,4,0,9,0,11,11,0,3,0,16,4,0,3,0,8,4,3,0,0,10,6,3,0,0,12,3,3,0,0,14,3,5,0,0,14,7,7,3,0,18,9,4,0,0,10,0,10,0,0,10,0,3,0,0,3,3,0,0,0,3,7,13,0,0,17,0,0,0,0,3,70,51,29,3,148
UCL121020,0,0,0,0,3,3,0,0,0,3,0,3,0,0,7,0,0,5,0,4,4,0,3,0,13,7,0,3,0,8,20,4,4,0,26,9,4,4,0,19,11,4,0,0,15,13,8,0,0,28,0,4,0,0,9,3,4,0,0,6,4,8,0,0,13,5,6,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,18,3,0,0,0,3,96,55,38,0,198
UCL121021,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,6,0,0,0,7,29,6,3,0,35,9,4,0,0,11,9,7,4,0,20,7,0,3,0,16,3,0,0,0,3,3,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,15,0,0,0,0,3,88,23,19,0,129
UCL121022,0,0,4,0,11,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,10,0,7,0,14,7,0,10,0,15,23,3,8,0,33,11,7,6,0,28,13,12,0,0,25,5,10,0,0,21,3,6,8,0,12,8,12,3,0,21,6,12,3,0,20,3,14,0,0,15,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,6,10,4,0,20,0,0,4,0,4,100,92,66,6,263
UCL121023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,0,9,0,0,8,0,10,14,4,7,0,22,6,3,3,0,12,7,8,3,0,23,6,3,0,0,10,5,10,0,0,16,4,15,0,0,18,0,3,0,0,8,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,19,5,0,0,0,3,65,57,29,3,153
UCL121024,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,0,4,3,0,0,0,4,5,6,3,0,13,3,4,3,0,6,0,11,3,0,16,0,13,0,0,18,5,15,0,0,27,3,13,0,0,19,3,14,0,0,19,4,5,0,0,7,4,13,0,0,11,3,12,0,0,17,0,0,0,0,0,48,95,15,0,162
UCL121025,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,8,0,0,4,0,8,3,0,12,0,18,10,3,7,0,24,12,0,8,0,23,15,3,0,0,22,15,8,7,0,22,7,10,3,0,19,3,5,3,0,12,8,17,0,0,27,6,4,0,0,7,3,0,0,0,4,4,0,0,0,3,7,6,0,0,9,10,9,4,0,26,9,0,0,0,8,119,64,62,0,247
UCL121026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,4,9,0,5,0,15,0,3,3,0,6,9,3,0,0,13,6,13,7,0,21,3,0,3,0,8,4,3,0,0,7,9,11,0,0,17,4,7,0,0,14,0,3,0,0,10,0,0,0,0,0,0,9,0,0,11,0,13,5,0,16,0,0,0,0,0,48,70,34,0,150
UCL121027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,5,18,3,8,0,27,0,3,6,0,9,7,5,8,0,22,9,15,0,0,24,7,14,0,0,22,8,7,3,0,22,13,33,4,0,51,11,15,0,0,24,9,10,0,0,21,0,9,0,0,13,3,11,0,0,15,3,7,0,0,16,0,0,0,0,3,103,142,29,0,272
UCL121028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,9,0,6,0,8,20,0,4,0,29,13,3,0,0,14,20,7,4,0,30,6,8,0,0,18,5,3,3,0,9,7,0,0,0,4,9,9,0,0,15,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,11,0,0,0,0,3,101,41,22,0,164
UCL121029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,8,5,0,5,0,11,13,0,7,0,24,3,4,3,0,12,9,3,3,0,16,13,3,0,0,13,0,4,0,0,6,3,5,0,0,12,3,9,0,0,11,3,4,0,0,8,3,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,11,3,0,12,3,0,0,0,3,66,58,34,5,162
UCL121030,0,0,0,0,3,0,0,0,0,3,0,0,5,0,5,0,0,3,0,3,4,0,4,0,9,3,4,4,0,9,14,0,4,0,20,3,4,5,0,8,6,3,4,0,12,5,7,0,0,15,0,3,0,0,4,0,3,0,0,3,4,5,0,0,6,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,10,0,0,3,3,4,50,33,37,6,120
UCL121031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,0,10,0,0,9,0,11,11,3,3,0,16,10,3,12,0,26,10,3,4,3,23,4,8,0,0,14,9,18,0,0,22,9,6,0,0,20,8,14,0,3,29,6,12,0,0,20,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,8,9,3,0,28,3,3,4,0,9,85,92,53,14,248
UCL121032,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,4,0,0,9,11,0,5,0,19,9,3,3,0,20,15,5,5,0,29,12,7,5,0,24,19,14,0,0,30,10,10,0,0,20,11,6,0,0,19,13,13,0,0,27,12,4,3,0,15,6,0,0,0,5,3,3,0,0,6,0,0,0,0,0,14,14,6,0,34,0,0,0,0,0,142,79,39,0,262
