SED_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
SED30004,53,115,80,38,73,29,16,416,12,4,4,3,4,0,3,31,3,7,7,0,3,6,0,20,140,258,199,122,203,110,55,1080,0,14,5,3,6,3,0,36,10,12,11,3,8,0,0,42,11,29,19,9,12,3,0,84,149,284,215,133,217,112,57,1159,69,64,43,36,44,14,6,277,3,7,0,3,0,0,0,10,218,347,263,165,259,126,62,1447
SED30005,125,292,169,119,131,18,4,868,9,9,8,5,8,0,0,42,3,4,3,6,3,0,0,22,229,526,375,290,374,60,27,1878,11,46,19,14,8,0,0,96,21,31,21,16,13,0,0,109,34,74,40,25,19,3,3,201,264,603,415,317,396,62,31,2082,244,252,145,84,91,14,12,837,4,3,4,3,0,0,0,17,511,859,559,400,492,74,43,2933
SED30006,116,231,150,100,109,26,4,738,8,15,5,3,5,4,0,39,3,10,8,7,4,0,0,36,217,400,311,197,263,58,13,1456,25,39,12,17,9,0,0,107,28,41,15,14,14,0,0,118,54,77,31,32,31,3,0,229,270,481,341,224,290,59,13,1684,334,321,163,94,93,13,7,1019,3,15,4,5,3,0,0,32,606,820,507,327,390,70,16,2737
SED30007,41,42,38,24,31,30,9,212,11,8,3,4,0,0,3,26,0,0,0,0,0,0,0,8,89,133,101,79,117,76,41,633,3,9,3,0,3,4,3,20,3,8,3,3,4,0,0,19,3,8,9,7,4,6,3,45,94,145,105,84,120,80,48,680,58,62,22,34,43,30,22,276,0,5,0,0,0,0,0,9,156,212,134,123,166,108,64,961
SED30008,87,211,119,81,93,18,20,632,12,12,5,3,5,3,0,46,3,5,0,4,5,0,0,19,180,380,252,173,239,76,34,1330,3,22,17,9,10,0,4,67,19,38,22,8,12,5,0,106,25,64,33,17,23,3,5,175,203,445,286,194,265,77,39,1507,245,201,94,53,79,22,21,725,0,3,3,0,3,0,3,16,455,653,386,248,348,103,63,2253
SED30009,91,207,135,106,150,23,15,716,4,11,5,4,0,3,3,26,3,0,8,0,0,0,0,17,149,365,274,220,307,70,33,1416,8,19,9,6,14,4,0,60,10,21,16,10,12,3,0,77,22,48,32,14,21,3,3,145,172,414,304,234,327,76,39,1557,132,147,70,67,57,10,8,486,0,0,0,0,0,0,0,0,304,552,370,299,386,80,44,2049
SED30010,85,136,55,58,69,32,24,450,7,6,7,3,0,3,0,21,3,6,3,0,3,3,0,20,151,311,178,158,215,122,50,1192,6,13,8,6,8,3,3,49,5,12,4,4,3,0,0,31,15,22,12,8,12,3,3,82,166,336,195,165,229,129,59,1267,106,109,62,43,41,15,14,396,0,3,3,0,0,0,0,3,275,443,258,208,265,144,74,1667
SED30011,104,228,135,89,101,8,0,671,6,5,3,3,3,0,0,24,7,5,7,3,4,0,0,30,148,347,251,169,233,31,12,1194,28,63,47,21,34,3,0,197,39,52,26,24,14,0,0,156,65,119,76,45,48,0,0,357,213,460,327,218,278,31,10,1549,454,379,211,119,99,11,11,1291,5,10,9,3,0,0,0,28,681,850,548,345,386,38,25,2867
SED30012,218,377,213,130,167,37,16,1160,33,22,9,10,9,0,0,90,21,16,7,10,17,3,0,71,482,833,519,361,456,124,49,2819,68,128,68,39,47,8,10,364,93,89,36,20,26,3,0,272,157,218,102,65,65,9,10,636,645,1054,622,426,524,135,54,3457,805,738,366,215,229,55,24,2433,17,25,10,7,9,0,0,66,1468,1812,995,657,759,188,76,5957
SED30013,75,153,97,72,77,7,7,479,7,14,5,7,9,0,0,45,0,5,8,4,9,0,0,24,127,290,199,148,202,17,16,999,18,40,23,17,18,0,0,118,17,37,16,9,7,3,0,85,32,75,41,25,21,3,0,199,156,370,238,177,222,18,16,1201,254,230,110,70,62,5,3,724,10,10,9,3,7,0,0,41,416,608,352,252,288,22,19,1963
SED30014,110,200,156,93,124,40,14,749,9,4,0,0,5,3,5,30,0,7,6,4,10,0,0,27,172,340,302,194,294,94,52,1448,4,10,5,8,17,3,3,54,14,38,8,14,8,8,3,92,16,55,17,25,25,5,7,144,187,392,320,214,322,102,59,1589,125,168,81,60,58,21,5,524,5,4,3,0,3,0,0,22,320,565,404,278,385,122,60,2140
SED30015,58,160,111,76,101,15,4,517,11,10,8,0,3,0,0,33,3,9,3,0,4,0,0,24,104,261,198,147,193,29,12,943,15,54,31,16,22,4,0,147,24,48,22,23,14,0,0,122,35,95,51,40,40,4,0,269,140,358,250,187,232,31,8,1214,268,273,143,103,89,9,3,891,0,5,5,6,3,0,0,15,411,637,399,297,327,42,16,2124
SED30016,127,251,156,107,135,16,13,814,9,15,3,4,7,3,0,41,9,6,10,9,6,0,0,43,217,459,313,240,338,54,34,1653,32,73,38,26,29,3,0,210,46,70,32,23,13,0,0,193,79,146,74,56,45,3,0,401,299,599,388,295,383,54,34,2059,482,451,208,125,118,20,3,1411,11,9,6,6,4,0,0,43,799,1062,606,421,509,76,38,3515
SED30017,61,136,99,58,66,3,0,429,4,3,0,3,4,0,0,15,3,3,7,4,5,0,0,18,110,241,193,123,153,11,0,833,8,35,22,22,10,0,0,102,19,25,10,6,4,0,0,62,31,53,27,34,13,0,0,163,134,298,223,153,170,13,0,993,312,315,132,92,65,10,5,921,16,12,9,3,0,0,0,33,466,619,366,251,233,21,3,1951
SED30018,102,240,149,98,142,18,13,757,11,11,12,3,11,3,0,49,5,3,0,4,14,0,0,28,159,368,257,196,290,61,20,1358,18,28,20,10,16,0,3,107,15,47,14,13,12,0,0,109,35,77,41,21,28,8,3,212,193,448,296,218,321,69,28,1571,222,226,111,87,85,20,6,762,3,4,4,0,6,0,0,19,417,678,412,305,414,86,33,2352
SED30019,88,179,127,82,99,37,13,634,9,10,14,3,3,0,0,41,3,17,6,3,3,0,0,31,175,383,282,182,275,105,41,1438,7,16,24,7,10,0,4,60,16,36,10,6,10,3,3,91,19,53,35,11,23,8,4,147,195,430,318,196,294,110,46,1589,213,202,114,55,79,11,7,682,3,4,0,0,0,0,0,8,413,641,430,254,375,120,53,2277
SED30020,73,154,93,68,91,39,17,522,4,3,0,5,3,0,0,19,0,0,0,0,0,0,0,11,128,306,223,190,249,118,53,1256,3,4,5,5,4,3,0,20,10,18,9,7,9,5,0,60,8,24,13,14,10,5,0,80,137,330,236,198,263,126,56,1342,123,124,69,55,57,31,16,475,0,3,0,9,0,0,0,15,259,456,307,260,322,158,75,1834
SED30021,44,87,54,46,62,33,16,334,16,5,3,0,3,3,3,42,0,9,3,0,0,0,0,15,119,230,158,127,217,128,66,1046,8,9,10,4,3,0,0,32,10,15,9,9,5,0,0,45,14,22,15,16,8,3,0,76,132,246,176,143,230,131,73,1120,64,67,34,36,42,16,10,270,3,0,4,0,0,0,0,3,198,311,209,175,271,147,81,1393
SED30022,88,159,130,93,118,34,6,634,18,3,10,3,8,0,0,38,4,10,0,5,9,0,0,30,177,326,284,220,324,111,38,1493,8,12,6,6,11,4,0,53,19,28,13,10,12,0,0,83,23,43,20,19,25,9,0,140,202,373,304,244,344,117,39,1630,133,166,86,47,45,13,4,490,5,0,6,0,0,0,0,12,345,534,392,293,395,130,45,2136
SED30023,115,187,127,95,109,3,8,647,21,11,9,3,5,0,0,48,4,10,7,10,5,3,0,39,189,355,248,185,231,24,16,1256,14,39,13,11,8,3,0,85,22,45,18,9,4,0,0,107,36,81,35,18,15,7,0,195,232,442,287,209,243,30,16,1446,364,315,169,92,82,18,9,1052,3,0,8,0,4,0,0,13,600,756,454,300,330,51,27,2507
SED30024,93,218,113,72,75,3,0,581,12,14,7,11,4,0,0,48,4,16,4,3,0,0,0,29,217,449,254,166,182,8,3,1285,31,58,40,16,9,0,0,154,25,39,21,13,9,0,0,103,56,95,58,29,19,0,0,262,276,549,312,192,202,9,4,1542,585,510,258,127,78,4,4,1574,18,20,7,12,0,0,0,63,888,1077,580,325,275,17,13,3178
SED30025,198,336,185,119,156,40,16,1051,14,15,6,4,15,7,4,68,6,13,8,10,10,0,3,48,352,628,402,289,417,106,58,2259,44,58,27,15,12,3,0,159,68,91,37,22,13,4,0,237,114,150,63,39,26,8,0,405,468,779,471,328,450,114,58,2663,619,502,223,141,134,29,12,1650,8,10,0,3,4,0,0,35,1090,1295,687,474,583,144,70,4342
SED30026,83,202,133,100,120,25,16,675,13,10,4,6,4,0,0,33,3,4,5,3,4,4,0,30,141,331,263,213,318,74,35,1374,7,15,16,11,13,4,3,64,12,29,20,7,14,4,0,88,23,45,42,18,24,8,3,155,161,380,302,228,346,84,36,1532,163,148,82,61,71,13,11,552,3,14,3,3,0,0,0,16,325,542,386,291,415,95,53,2103
SED30027,80,165,124,74,92,3,0,546,16,11,8,3,8,3,0,43,5,7,4,9,3,0,0,22,160,321,231,158,211,13,5,1101,20,53,26,19,18,0,0,142,19,48,19,10,17,0,0,119,44,102,48,34,35,0,0,256,207,418,279,196,249,13,6,1359,285,258,135,90,79,0,0,856,10,11,11,0,0,0,0,28,494,686,420,278,327,20,8,2244
SED30028,60,145,99,68,100,35,17,510,6,7,3,3,4,0,0,28,7,6,0,0,3,0,3,22,120,321,242,170,255,88,49,1247,3,13,7,4,4,0,0,33,7,25,7,4,4,0,0,49,10,36,14,6,6,0,0,77,127,359,254,176,267,90,48,1326,95,78,56,44,28,12,10,324,0,3,3,0,3,0,0,12,225,439,315,225,293,106,61,1663
SED30029,59,155,94,67,84,41,10,512,10,13,5,7,0,0,0,39,0,0,0,0,0,0,0,4,111,271,207,157,222,95,34,1109,3,7,3,3,7,4,0,27,12,18,3,6,4,0,0,39,17,21,8,7,5,3,0,66,126,292,219,171,227,99,34,1177,111,127,65,50,46,21,13,441,3,5,0,0,4,0,0,15,247,432,286,219,276,124,47,1625
SED30030,156,289,202,131,128,35,13,948,13,5,3,7,7,0,0,45,4,12,3,9,11,3,0,44,275,507,362,268,350,88,47,1901,15,30,21,14,12,0,0,96,22,44,32,23,12,3,3,139,40,78,53,34,27,7,3,239,314,589,416,301,373,92,49,2135,289,295,132,89,111,28,17,957,4,9,0,3,0,0,0,18,604,889,549,395,484,118,70,3112
SED30031,87,160,99,59,76,3,0,492,3,3,8,6,8,0,0,23,7,3,3,8,3,0,0,24,164,322,218,165,207,6,9,1091,25,67,36,18,38,0,0,183,35,51,22,16,13,0,0,145,63,118,63,39,49,4,0,333,226,436,282,201,255,10,9,1421,389,317,114,85,75,11,0,992,13,13,3,3,0,0,0,31,619,774,396,289,331,20,7,2443
SED30032,86,205,154,106,112,17,7,692,8,11,6,8,12,0,0,45,5,15,9,3,0,3,0,37,160,357,267,206,262,52,18,1326,25,28,18,11,18,3,0,109,26,31,20,9,11,0,0,99,49,64,35,24,29,3,0,210,210,419,304,231,291,52,23,1530,266,249,124,91,90,9,5,839,8,5,6,3,0,0,0,18,482,679,435,322,382,67,29,2390
SED30033,54,103,107,52,69,26,25,434,18,5,3,3,9,0,3,40,3,6,3,4,6,0,0,19,122,223,216,136,200,78,63,1032,4,8,6,6,8,7,4,51,14,21,10,9,4,0,0,55,14,29,10,20,16,6,4,101,132,254,227,161,209,83,67,1133,89,102,75,38,54,12,11,380,6,6,0,0,0,0,0,17,229,366,301,202,259,96,80,1529
SED30034,58,122,70,52,59,4,0,360,3,3,0,3,3,0,0,17,4,14,4,3,0,0,0,27,125,274,172,112,141,9,3,829,8,22,11,10,8,0,0,55,16,21,12,8,4,0,0,64,27,35,21,13,16,0,0,120,153,312,194,128,157,9,3,950,195,169,94,46,34,4,0,531,9,7,10,3,3,0,0,32,354,484,292,175,192,13,3,1509
SED30035,86,210,125,93,124,10,8,654,7,15,9,0,5,0,0,34,0,4,0,3,0,0,0,15,127,315,228,175,244,23,14,1126,11,43,29,16,10,0,3,111,23,45,27,8,19,0,0,119,34,85,58,26,31,0,3,233,164,396,284,196,275,27,18,1357,375,397,191,139,131,16,10,1267,12,10,3,4,0,0,0,27,550,804,481,345,407,40,26,2646
SED30036,99,267,145,103,129,17,4,755,3,10,11,7,8,0,0,42,7,4,3,0,4,0,0,24,156,412,284,193,279,39,8,1379,19,55,42,18,33,0,0,175,40,49,32,24,16,4,0,164,66,102,73,38,56,7,3,339,223,521,360,232,330,41,10,1720,377,406,245,132,143,25,11,1341,9,14,11,3,0,0,0,37,606,945,606,370,482,72,24,3101
SED30037,72,157,103,72,98,8,0,509,14,6,7,3,5,0,0,35,9,12,3,0,8,0,0,29,167,331,220,177,223,22,5,1148,24,52,22,20,18,0,3,134,23,32,14,16,14,0,0,92,45,83,42,34,27,0,3,234,216,417,254,210,253,22,7,1376,274,265,114,82,54,7,0,795,0,0,4,3,0,0,0,13,494,681,373,294,308,27,11,2184
SED30038,106,219,126,102,140,48,25,769,15,13,5,4,7,4,3,46,6,4,8,4,9,0,0,41,206,436,310,214,335,135,66,1695,41,70,30,16,39,12,6,219,40,46,25,20,28,11,3,167,79,116,51,32,64,23,11,384,285,558,363,247,402,161,77,2085,526,438,283,192,185,71,51,1748,13,9,9,3,3,0,0,39,822,1005,650,444,586,236,126,3868
SED30039,22,63,38,41,66,43,25,306,3,3,0,3,0,0,0,14,0,4,0,4,3,0,0,13,50,162,130,118,172,117,67,818,0,7,3,7,3,9,0,31,7,16,12,3,0,3,0,39,6,19,15,11,7,9,4,71,64,182,142,130,178,124,67,890,48,67,29,27,55,41,24,296,0,0,3,0,0,0,0,4,109,254,181,156,234,163,91,1192
SED30040,117,244,159,77,100,23,8,728,17,10,5,10,3,0,0,55,9,6,3,7,3,0,0,26,240,476,361,190,293,70,35,1663,32,62,30,22,15,3,3,174,42,57,11,8,14,4,0,136,71,118,44,36,28,8,4,309,305,595,405,224,323,76,40,1975,505,462,196,113,127,28,12,1450,3,9,3,3,0,0,0,16,812,1064,609,339,451,112,49,3441
SED30041,115,206,150,84,111,25,7,702,32,28,12,11,10,3,3,95,3,7,3,3,4,0,0,25,229,419,335,223,306,87,24,1619,43,94,49,31,27,9,0,246,42,75,27,21,10,0,4,187,90,167,76,54,35,9,4,432,314,589,415,276,342,92,27,2051,565,509,248,136,136,21,6,1623,4,3,13,7,3,0,0,27,885,1106,673,417,482,115,32,3702
SED30042,127,271,168,80,124,31,15,810,17,14,7,4,3,0,0,56,9,10,8,6,4,0,3,39,261,498,333,210,327,84,37,1758,24,26,13,14,15,4,3,101,32,29,12,18,8,3,0,109,59,60,27,28,26,7,3,212,313,562,364,239,355,92,41,1975,357,347,175,89,78,31,4,1070,10,6,4,0,0,0,0,13,675,906,541,331,433,125,49,3058
SED30043,100,247,205,128,153,41,17,886,14,8,6,6,7,3,0,46,3,6,3,8,8,0,3,28,150,387,344,238,343,69,33,1566,5,35,13,10,21,4,0,87,17,36,25,4,7,6,3,97,21,68,41,18,29,10,3,189,174,457,385,256,374,76,33,1757,212,247,140,97,100,14,8,813,0,3,3,6,6,0,0,15,384,703,526,354,479,92,40,2588
SED30044,115,227,156,90,118,21,4,732,17,10,13,4,6,0,0,51,3,3,7,3,4,0,0,22,203,378,302,222,278,40,21,1453,24,50,31,20,14,0,0,133,29,50,36,20,12,0,0,160,50,101,64,41,32,0,0,290,256,475,374,267,307,41,20,1741,344,286,140,69,98,5,7,943,5,7,5,0,0,0,0,12,607,765,513,340,398,53,24,2699
SED30045,91,171,115,75,104,11,5,575,5,4,6,7,0,0,0,29,10,6,9,5,4,0,0,34,156,322,255,189,248,40,21,1233,23,41,35,12,22,0,0,134,19,32,16,16,12,0,0,95,47,76,46,25,34,0,0,234,202,397,310,212,283,46,23,1461,325,319,171,100,101,7,7,1028,14,9,5,4,8,0,0,38,538,724,481,312,392,52,29,2525
SED30046,107,174,94,73,112,20,3,584,3,9,7,4,3,3,0,29,5,11,4,8,6,0,0,28,208,351,242,175,271,62,22,1330,29,38,28,15,20,0,3,130,17,47,23,11,7,0,0,111,50,86,50,21,27,3,3,242,253,434,285,200,302,65,25,1566,309,339,161,86,100,17,8,1018,3,3,4,4,3,0,0,18,562,772,452,288,401,86,30,2596
SED30047,84,177,129,57,85,27,11,570,9,6,4,3,7,0,3,24,7,12,3,7,3,0,0,35,177,408,282,179,295,91,46,1476,18,32,14,4,15,3,0,79,15,30,14,11,5,3,0,72,29,62,25,17,20,5,0,155,204,466,310,195,315,98,44,1632,201,178,66,63,65,18,11,606,3,8,4,3,0,0,0,14,408,656,382,258,376,115,60,2256
SED30048,81,157,107,77,78,11,4,517,5,11,3,0,5,0,0,24,6,11,0,3,3,0,0,25,141,315,222,149,232,23,12,1084,33,50,31,15,20,3,0,150,27,64,29,20,14,4,0,161,62,119,61,42,31,3,0,308,199,427,289,189,266,22,12,1397,326,244,142,70,55,7,0,841,4,4,7,3,3,0,0,22,527,673,431,261,322,34,12,2260
SED30049,55,127,84,60,64,31,18,444,7,3,4,0,5,3,6,28,3,3,5,3,4,0,0,20,100,231,192,168,200,97,52,1039,3,17,6,9,6,5,3,48,8,6,5,8,5,0,0,31,10,25,12,11,15,4,3,84,112,259,201,186,210,100,59,1123,118,120,73,49,55,25,25,468,0,3,3,6,0,0,0,8,230,381,278,238,263,124,80,1592
SED30050,106,227,145,97,127,19,17,736,6,9,13,4,4,0,3,44,3,4,11,6,3,0,0,28,157,364,280,195,279,53,30,1360,5,18,9,7,13,4,0,64,20,42,16,16,14,0,0,116,21,57,25,26,35,8,3,175,176,422,311,218,316,57,39,1528,160,187,95,64,71,16,9,597,3,10,4,0,0,0,0,18,338,619,405,278,385,68,47,2148
SED30051,73,149,118,82,111,8,6,538,11,11,9,4,0,0,0,29,3,7,4,0,5,0,0,23,128,260,207,159,215,13,5,980,32,45,42,27,35,9,0,183,31,53,33,18,12,0,0,140,65,91,75,45,48,8,0,331,192,347,284,207,260,21,5,1311,417,420,214,136,144,11,9,1346,9,12,10,3,3,0,0,41,620,787,503,347,407,28,16,2696
SED30052,72,160,126,101,108,39,22,629,12,3,3,3,6,0,0,32,3,6,0,4,0,3,0,21,132,298,252,215,291,118,50,1364,5,19,17,7,14,5,4,68,18,22,11,11,11,3,3,85,23,41,21,21,32,8,4,151,154,338,274,237,319,129,55,1507,128,132,96,61,71,24,22,545,3,5,3,3,3,3,0,22,293,468,378,299,399,159,83,2075
SED30053,79,131,97,58,75,6,0,449,18,10,0,0,7,0,0,34,3,8,6,6,11,0,0,34,150,287,214,154,224,17,6,1048,23,39,21,18,19,0,0,127,22,46,21,13,8,0,0,110,49,87,48,28,29,0,0,236,194,377,259,182,258,17,6,1290,272,238,109,64,64,9,0,760,3,10,10,6,0,0,0,23,471,619,372,254,324,20,5,2070
SED30054,27,106,90,67,87,51,21,458,3,7,3,5,11,3,0,34,3,3,0,0,3,4,0,18,75,249,226,181,258,146,84,1217,4,4,12,4,6,0,3,34,3,14,3,6,7,4,4,36,10,16,13,13,14,3,5,72,85,264,242,191,269,151,88,1292,41,67,63,23,46,20,14,286,0,0,0,0,0,0,0,0,126,333,305,215,318,164,107,1577
SED30055,129,244,163,110,137,31,12,825,18,15,16,13,15,6,4,84,6,10,10,0,3,0,0,36,244,481,341,246,337,88,42,1777,33,61,35,19,23,0,3,179,44,71,33,16,14,6,0,177,77,134,71,34,36,6,3,362,325,608,415,285,373,89,45,2136,523,438,246,138,129,28,5,1504,3,7,4,3,0,0,0,16,854,1054,665,425,503,121,45,3657
SED30056,40,60,41,25,51,21,8,244,3,0,0,3,3,3,0,14,0,0,0,0,0,0,0,3,73,144,123,89,154,103,46,726,5,5,3,0,4,3,3,24,0,11,10,0,0,0,0,19,3,13,12,3,6,7,3,45,75,158,133,89,158,105,51,773,29,35,23,17,35,28,14,183,0,0,0,0,0,0,0,0,109,194,158,112,191,135,65,957
SED30057,48,83,51,27,35,0,0,242,7,3,6,6,3,0,0,22,3,6,5,3,3,0,0,23,123,224,160,96,116,3,0,729,21,32,19,8,9,0,0,91,19,18,11,6,4,0,0,65,42,47,30,13,19,0,0,152,164,276,191,116,127,3,0,882,288,250,124,83,50,0,0,802,21,35,15,14,0,0,0,80,473,561,335,211,181,3,0,1761
SED30058,51,133,79,56,70,30,18,446,6,7,0,3,0,0,3,15,4,0,3,3,3,3,0,20,113,265,196,138,213,108,59,1088,10,12,5,3,0,3,7,42,10,13,8,6,7,3,4,46,12,26,16,10,8,5,11,85,124,287,216,142,214,121,66,1177,91,94,51,41,41,26,20,363,3,3,4,0,4,0,0,11,220,384,270,189,259,146,86,1548
SED30059,101,249,169,130,174,42,23,877,16,13,9,4,8,5,7,57,0,5,3,3,3,0,0,23,182,457,332,243,354,96,53,1720,10,14,14,9,11,3,0,69,13,28,15,18,17,3,3,96,21,43,26,24,32,8,8,161,209,501,357,270,378,103,57,1882,188,217,120,89,104,26,17,759,6,6,3,3,3,0,0,21,404,728,477,366,486,130,72,2662
SED30060,132,256,181,100,104,14,4,796,8,6,11,0,6,0,0,30,8,6,15,5,8,0,0,41,255,514,389,235,289,41,7,1740,25,89,58,32,38,0,0,246,43,70,35,22,22,0,0,186,73,157,90,51,63,3,0,434,331,670,481,288,350,46,11,2176,583,611,275,175,151,8,0,1807,11,20,10,8,8,0,0,54,917,1300,770,472,509,59,16,4039
SED30061,73,130,101,65,79,18,9,480,9,5,7,4,6,0,4,30,4,8,5,3,3,0,0,19,154,287,233,190,261,93,38,1259,14,31,20,18,16,4,0,104,16,52,22,17,15,5,0,117,29,76,42,33,29,10,0,224,185,367,272,226,289,96,43,1479,276,319,152,103,95,36,15,990,3,0,0,3,0,0,0,7,470,689,423,325,385,134,59,2485
SED30062,206,332,220,131,181,33,8,1112,35,30,15,4,10,0,0,97,4,10,5,3,3,0,0,24,366,632,450,315,423,82,35,2305,33,55,47,25,41,3,0,199,61,101,47,18,24,0,0,252,91,156,94,39,62,6,4,455,456,790,545,353,489,88,34,2756,573,533,307,145,157,29,13,1748,10,20,6,3,0,0,0,48,1040,1339,861,505,643,117,43,4554
SED30063,95,177,149,84,81,8,0,591,4,8,7,3,5,0,0,37,5,3,3,0,3,0,0,16,155,289,262,163,202,18,3,1093,17,37,31,10,16,0,0,112,13,43,18,15,11,0,0,104,30,80,52,26,28,0,0,218,189,372,314,184,231,24,3,1310,374,336,214,112,108,10,3,1160,15,9,11,3,4,0,0,40,575,713,533,299,348,33,5,2512
SED30064,123,254,188,120,137,21,14,863,13,15,7,11,8,3,0,54,0,6,4,0,5,0,0,18,178,389,306,208,269,48,29,1425,7,22,14,8,16,4,0,67,12,44,14,8,11,0,0,94,24,67,23,19,31,4,0,164,199,454,328,220,293,54,33,1585,247,257,129,105,84,16,3,848,0,0,3,3,0,0,0,12,455,707,467,332,379,72,35,2447
SED30065,77,243,202,129,165,23,11,843,3,11,3,3,4,0,0,23,3,4,4,3,0,0,0,10,109,364,325,238,321,49,12,1424,6,17,14,11,5,3,0,53,16,35,29,14,11,3,6,109,20,47,41,25,24,4,6,168,129,417,370,263,347,56,15,1595,140,157,92,53,76,12,7,536,0,0,3,3,3,0,0,13,265,572,460,324,423,65,26,2140
SED30066,88,174,111,53,73,29,10,546,24,10,4,0,4,0,0,45,3,0,0,7,3,0,0,18,182,360,274,141,231,105,56,1341,9,13,14,9,15,3,0,61,19,24,10,9,12,4,3,74,25,36,28,18,24,5,3,136,204,393,298,154,256,106,62,1478,209,159,97,63,67,21,8,630,9,15,8,0,3,0,0,40,422,572,405,220,325,130,73,2141
SED30067,84,219,142,93,112,38,21,706,13,6,4,7,8,3,0,41,7,6,5,0,7,0,0,31,178,404,293,212,313,91,38,1539,11,30,15,9,21,7,0,97,21,32,17,10,9,0,0,93,35,63,34,22,27,5,0,191,214,467,331,236,340,101,38,1722,244,231,133,73,75,28,14,798,0,5,3,3,0,0,0,10,465,702,463,309,421,122,50,2536
SED30068,101,220,153,92,123,19,9,717,11,15,9,9,15,3,3,60,10,4,0,7,3,3,0,25,154,365,288,201,278,64,28,1365,25,58,33,19,26,4,3,165,31,70,34,17,19,3,4,182,56,132,70,35,41,3,5,346,206,493,357,234,320,66,29,1716,436,491,261,139,130,18,15,1488,3,3,8,0,0,0,0,18,650,986,619,378,457,83,50,3219
SED30069,96,189,156,100,112,25,15,695,20,12,10,3,5,3,0,54,4,4,5,5,3,0,0,23,173,350,300,217,286,79,32,1431,24,32,21,23,12,0,0,111,17,46,28,10,16,0,3,115,34,75,52,31,30,3,5,224,204,425,350,249,316,80,38,1654,280,280,132,90,99,19,10,907,3,9,3,0,0,0,0,19,489,711,481,341,412,96,50,2585
